Product Key,Product Name,Product Type,Product Family,Product Line,Product Group,Product Description,Sku Number,Price,Cost Amount,Quantity on Hand
282,282-ENVY 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,ENVY 23Touch Screen All In,CT1125491363,561.0,153.518200845,2
283,283-Desktop   AMD A10 Series,Computers,Computers & Tablets,Desktops,Asus,Desktop   AMD A10 Series,CT3721911168,162.0,58.16195788,3
284,284-Pavilion Desktop   Intel Pentium   4GB Memory,Computers,Computers & Tablets,Desktops,HP,Pavilion Desktop   Intel Pentium   4GB Memory,CT2324979199,183.0,111.500055897,2
285,285-Slimline Desktop   Intel Pentium   4GB Memory,Computers,Computers & Tablets,Desktops,HP,Slimline Desktop   Intel Pentium   4GB Memory,CT4818434108,120.0,157.08940882,3
286,286-Desktop   Intel Core i5   8GB Memory,Computers,Computers & Tablets,Desktops,Asus,Desktop   Intel Core i5   8GB Memory,CT3064614683,519.0,40.590109644,1
287,287-21.5IPS LED HD Monitor   Black,Computers,Computers & Tablets,Desktops,Lenovo,21.5IPS LED HD Monitor   Black,CT6845192561,272.5,56.680377801,3
288,"288-27"" LED Curved HD Monitor   Black",Computers,Computers & Tablets,Desktops,Samsung,"27"" LED Curved HD Monitor   Black",CT6596585801,178.0,106.236821436,2
289,289-24IPS HD Monitor   Black,Computers,Computers & Tablets,Desktops,LG,24IPS HD Monitor   Black,CT1548810065,1138.5,73.983669482,1
290,"290-21.5"" LED HD Monitor   Black",Computers,Computers & Tablets,Desktops,Asus,"21.5"" LED HD Monitor   Black",CT9595895962,120.0,44.220854167,2
291,"291-27"" Widescreen Flat Panel LED HD Monitor   Black",Computers,Computers & Tablets,Desktops,AOC,"27"" Widescreen Flat Panel LED HD Monitor   Black",CT1580291319,477.0,6.993739982,1
292,292-21.5IPS LCD HD Monitor   Black,Computers,Computers & Tablets,Desktops,Acer,21.5IPS LCD HD Monitor   Black,CT8381741551,167.5,108.023082046,2
293,"293-24"" LED HD Monitor   Black",Computers,Computers & Tablets,Desktops,Asus,"24"" LED HD Monitor   Black",CT3571906564,613.5,24.293751484,1
294,"294-21.5"" LED HD Touch Screen Monitor   Black",Computers,Computers & Tablets,Desktops,Dell,"21.5"" LED HD Touch Screen Monitor   Black",CT1692407873,172.5,115.223855871,2
295,295-19.5HD Touch Screen Monitor   Black,Computers,Computers & Tablets,Desktops,Asus,19.5HD Touch Screen Monitor   Black,CT9298379174,283.0,85.439961895,3
296,296-UltraSharp U2715H 27IPS LED HD Monitor   Black,Computers,Computers & Tablets,Desktops,Dell,UltraSharp U2715H 27IPS LED HD Monitor   Black,CT2583625859,298.5,82.185490625,2
297,297-EarPods™ with Remote and Mic   White,Music,Audio,Headphones,Apple,EarPods™ with Remote and Mic   White,AU9208921406,109.5,64.778148444,3
298,298-Powerbeats2 Wireless Earbud Headphones   Black/Red,Music,Audio,Headphones,Beats by Dr. Dre,Powerbeats2 Wireless Earbud Headphones   Black/Red,AU5819806160,5491.0,98.618917149,1
299,299-Flat Aux Stereo Audio Cable   Black,Music,Audio,Headphones,Griffin Technology,Flat Aux Stereo Audio Cable   Black,AU8012592728,162.0,27.914704282,1
300,300-3' 3.5mm Stereo Auxiliary Cable   White,Music,Audio,Headphones,Griffin Technology,3' 3.5mm Stereo Auxiliary Cable   White,AU8220154836,1159.5,51.192794665,1
301,301-Bluetooth Headphones   Gray,Music,Audio,Headphones,Insignia,Bluetooth Headphones   Gray,AU8708113738,120.0,304.407489178,3
302,302-Earbud Headphones   White,Music,Audio,Headphones,Insignia™,Earbud Headphones   White,AU1742747320,57.0,78.700390371,2
303,303-3' 3.5mm Audio Cable   White,Music,Audio,Headphones,Insignia™,3' 3.5mm Audio Cable   White,AU3843990561,671.5,127.728599436,1
304,304-Over the Ear Wireless Headphones,Music,Audio,Headphones,Insignia™,Over the Ear Wireless Headphones,AU6510262449,671.5,177.907247207,1
305,305-3' 3.5mm Audio Cable   Black,Music,Audio,Headphones,Insignia™,3' 3.5mm Audio Cable   Black,AU7364247562,109.5,115.139159866,3
306,306-Gummy Plus In Ear Headphones   Black,Music,Audio,Headphones,JVC,Gummy Plus In Ear Headphones   Black,AU3914937425,571.5,166.041872631,2
307,307-Sport Clip On Earbud Headphones   Black,Music,Audio,Headphones,JVC,Sport Clip On Earbud Headphones   Black,AU8383806579,109.5,106.042588218,3
308,308-Tone Infinim Wireless Earbud Headphones   Metallic Silver,Music,Audio,Headphones,LG,Tone Infinim Wireless Earbud Headphones   Metallic Silver,AU2449331303,115.0,239.885345384,2
309,309-Tone Pro Bluetooth Headset   Black,Music,Audio,Headphones,LG,Tone Pro Bluetooth Headset   Black,AU3531292937,120.0,296.997817641,3
310,310-Tone Ultra Bluetooth Stereo Headset   Black,Music,Audio,Headphones,LG,Tone Ultra Bluetooth Stereo Headset   Black,AU2042435303,792.0,34.420965485,1
311,311-Tone Pro Bluetooth Headset   Blue,Music,Audio,Headphones,LG,Tone Pro Bluetooth Headset   Blue,AU3718595762,256.5,72.930737423,3
312,312-Ink'd 2 Earbud Headphones   Black,Music,Audio,Headphones,Skullcandy,Ink'd 2 Earbud Headphones   Black,AU9365792821,445.5,19.973627179,1
313,313-Ink'd 2 Earbud Headphones   Red/Black,Music,Audio,Headphones,Skullcandy,Ink'd 2 Earbud Headphones   Red/Black,AU2260918438,109.5,63.622284808,3
314,314-EX Series Earbud Headphones   Black,Music,Audio,Headphones,Sony,EX Series Earbud Headphones   Black,AU2274092936,183.0,224.184590719,2
315,315-ZX Series On Ear Headphones   Black,Music,Audio,Headphones,Sony,ZX Series On Ear Headphones   Black,AU8214074018,225.0,219.097384667,3
316,316-Wireless FM Over the Ear Headphones,Music,Audio,Headphones,Sony,Wireless FM Over the Ear Headphones,AU6873105314,57.0,20.809341055,2
317,317-EX Series Earbud Headphones   White,Music,Audio,Headphones,Sony,EX Series Earbud Headphones   White,AU2399604101,435.0,4.995393559,1
318,318-Noise Canceling Over the,Music,Audio,Headphones,Sony,Noise Canceling Over the,AU3140865826,167.5,206.054513514,2
319,319-EX Earbud Headphones   White,Music,Audio,Headphones,Sony,EX Earbud Headphones   White,AU3980818202,204.0,46.916841597,1
320,320-ZX Series On Ear Headphones   White,Music,Audio,Headphones,Sony,ZX Series On Ear Headphones   White,AU2878977250,57.0,106.929902846,2
321,321-Earbud Headphones   Black,Music,Audio,Headphones,Sony,Earbud Headphones   Black,AU3224005044,167.5,161.707222008,3
322,322-Gumy Plus Earbud Headphones   Black,Music,Audio,Headphones,JVC,Gumy Plus Earbud Headphones   Black,AU2177510244,62.5,158.954874313,2
323,323-Fix Earbud Headphones   Black/Chrome,Music,Audio,Headphones,Skullcandy,Fix Earbud Headphones   Black/Chrome,AU8667499201,62.5,143.858711873,3
324,324-QuietComfort® 25 Acoustic Noise Cancelling™ Headphones (iOS)   Triple Black,Music,Audio,Headphones,Bose®,QuietComfort® 25 Acoustic Noise Cancelling™ Headphones (iOS)   Triple Black,AU6862108473,902.5,130.327943577,1
325,325-Uproar On Ear Headphones   Black,Music,Audio,Headphones,Skullcandy,Uproar On Ear Headphones   Black,AU9631661714,172.5,204.12459205,3
326,326-6' Flat Auxiliary Stereo Audio Cable   Black,Music,Audio,Headphones,Griffin Technology,6' Flat Auxiliary Stereo Audio Cable   Black,AU4454128101,99.0,13.923287469,1
327,327-20' Headphone Extension Cable and Adapter Kit   Black,Music,Audio,Headphones,Insignia™,20' Headphone Extension Cable and Adapter Kit   Black,AU1116361482,120.0,303.66809145,3
328,328-Ink'd 2 Earbud Headphones   Blue/Black,Music,Audio,Headphones,Skullcandy,Ink'd 2 Earbud Headphones   Blue/Black,AU6383529412,288.0,163.872874474,2
329,329-Earbud Headphones   Black,Music,Audio,Headphones,Sony,Earbud Headphones   Black,AU6427398419,109.5,35.002277992,3
330,330-X2 Wireless Earbud Headphones   Midnight,Music,Audio,Headphones,Jaybird,X2 Wireless Earbud Headphones   Midnight,AU3784789145,52.0,8.752125658,1
331,331-Powerbeats² Wireless Headphones   Black,Music,Audio,Headphones,Beats by Dr. Dre,Powerbeats² Wireless Headphones   Black,AU9428187151,361.5,194.139892506,3
332,332-Smokin' Buds 2 Earbud Headphones   Black/Red/Orange,Music,Audio,Headphones,Skullcandy,Smokin' Buds 2 Earbud Headphones   Black/Red/Orange,AU6124471627,225.0,99.232668349,2
333,333-Step Up EX Series Earbud Headphones   Black,Music,Audio,Headphones,Sony,Step Up EX Series Earbud Headphones   Black,AU2389006686,167.5,152.064642857,3
334,334-urBeats Earbud Headphones   Black,Music,Audio,Headphones,Beats by Dr. Dre,urBeats Earbud Headphones   Black,AU5913007464,120.0,321.782856602,2
335,335-Gumy Earbud Headphones   Black,Music,Audio,Headphones,JVC,Gumy Earbud Headphones   Black,AU8085320490,293.5,19.630843278,1
336,336-EX Series Earbud Headphones   Black,Music,Audio,Headphones,Sony,EX Series Earbud Headphones   Black,AU7461584699,241.0,263.573893398,2
337,337-Ink'd 2 Earbud Headphones   Black/Mint,Music,Audio,Headphones,Skullcandy,Ink'd 2 Earbud Headphones   Black/Mint,AU3726740474,482.5,25.239301919,1
338,338-4.5' 3.5mm Audio Cable   Red,Music,Audio,Headphones,Beats by Dr. Dre,4.5' 3.5mm Audio Cable   Red,AU1786012460,361.5,295.81308813,2
339,339-SoundLink® Around Ear Wireless Headphones II   Black,Music,Audio,Headphones,Bose®,SoundLink® Around Ear Wireless Headphones II   Black,AU2842856939,99.0,50.532521762,3
340,340-On Ear Headphones   Black,Music,Audio,Headphones,Sony,On Ear Headphones   Black,AU9129555081,965.5,51.289961507,1
341,341-Transit Mini Wireless Earbud Headphones   Gray,Music,Audio,Headphones,Jam,Transit Mini Wireless Earbud Headphones   Gray,AU6985833751,304.0,126.064671171,3
342,342-Gumy Earbud Headphones   White,Music,Audio,Headphones,JVC,Gumy Earbud Headphones   White,AU8769602453,1054.5,5.38990991,1
343,343-EX Series Earbud Headphones   Violet,Music,Audio,Headphones,Sony,EX Series Earbud Headphones   Violet,AU2468164348,162.0,21.558268779,1
344,344-EX Series Earbud Headphones   Blue,Music,Audio,Headphones,Sony,EX Series Earbud Headphones   Blue,AU6133663640,99.0,16.317783433,1
345,345-Step Wireless Earbud Headphones   Black,Music,Audio,Headphones,Jabra,Step Wireless Earbud Headphones   Black,AU6419550314,115.0,263.362653373,3
346,346-Survivor AUX 4' Auxiliary Audio Cable   Blue,Music,Audio,Headphones,Griffin Technology,Survivor AUX 4' Auxiliary Audio Cable   Blue,AU7619949561,115.0,270.366215353,2
347,347-Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Silver,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Silver,RM1510239178,708.0,152.970857728,1
348,348-Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,RM2997215111,340.5,136.367576796,2
349,349-Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,RM5268239480,120.0,238.136088204,3
350,350-Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,RM5531979619,319.5,71.763559846,1
351,351-Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,RM1798155155,57.0,105.574000541,3
352,352-Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,RM7849818339,214.5,67.356247748,2
353,353-Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,RM3544173413,498.0,23.570634843,1
354,354-Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,RM7727052092,230.5,119.250185796,2
355,355-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,MP8070711672,288.0,355.633791477,3
356,356-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP7715392931,823.5,8.427844054,1
357,357-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Gold,MP4726222726,356.5,324.036336843,3
358,358-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,MP1711239863,235.5,127.328136232,2
359,359-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP8484965111,398.5,3.559943313,1
360,360-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,MP7630705083,178.0,160.495198067,2
361,361-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Pink,MP2632973577,1180.5,59.644650769,1
362,362-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Blue,MP9592536908,99.0,7.20098245,1
363,363-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,MP7281076736,183.0,229.090374737,3
364,364-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,MP2496955146,256.5,90.728956491,2
365,365-iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP2007989006,871.0,22.301465251,1
366,366-iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Pink,MP5992268869,246.0,18.862660334,1
367,367-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,MP3885025629,172.5,191.010652203,3
368,368-iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   White/Silver,Music,MP3 Player,iPods,Apple,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   White/Silver,MP3364196549,115.0,296.877624093,2
369,369-iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Gold,MP2298722800,613.5,48.587121168,1
370,370-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Pink,MP5417740938,619.0,35.913623347,1
371,371-Walkman 64 GB Flash Portable Media Player   Silver,Music,MP3 Player,iPods,Sony,Walkman 64 GB Flash Portable Media Player   Silver,MP3840944975,592.5,27.271456886,1
372,372-$15 iTunes Gift Card   Blue/Purple,Music,MP3 Player,iPods,Apple,$15 iTunes Gift Card   Blue/Purple,MP1974518266,120.0,297.795001623,2
373,373-$25 iTunes Gift Card   Orange,Music,MP3 Player,iPods,Apple,$25 iTunes Gift Card   Orange,MP6486220239,52.0,7.154269744,1
374,374-$100 iTunes Gift Card   Purple/Pink/Orange,Music,MP3 Player,iPods,Apple,$100 iTunes Gift Card   Purple/Pink/Orange,MP9305927611,1201.5,70.824352843,1
375,375-$50 iTunes Gift Card   Green,Music,MP3 Player,iPods,Apple,$50 iTunes Gift Card   Green,MP8539902817,692.5,26.59730929,1
376,376-$10 iTunes Gift Cards (3 Pack)   Pink,Music,MP3 Player,iPods,Apple,$10 iTunes Gift Cards (3 Pack)   Pink,MP2514651806,540.0,93.603365011,1
377,377-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,MP6607378649,99.0,7.531469463,1
378,378-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,MP5862152673,325.0,147.180904484,2
379,379-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,MP3406612445,529.5,18.330630718,1
380,380-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP5960064729,62.5,143.013449237,2
381,381-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,MP7638492709,718.5,152.24068018,1
382,382-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Pink,MP6788803109,230.5,224.50333054,2
383,383-iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP2963463769,99.0,36.146285539,3
384,384-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP1333998214,361.5,152.000508629,2
385,385-iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   White & Silver,Music,MP3 Player,iPods,Apple,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   White & Silver,MP6548724357,151.5,25.12964663,1
386,386-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Blue,MP8025301219,445.5,78.086947101,1
387,387-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,MP2734310910,1238.5,70.496764742,1
388,388-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Pink,MP9985928148,487.5,9.970104701,1
389,389-iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Blue,MP8174580055,283.0,171.927980739,3
390,390-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Silver,MP3576921944,120.0,127.365175866,2
391,391-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Gold,MP1085475413,109.5,150.513472695,3
392,392-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,MP6359244568,115.0,299.906867366,2
393,393-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Silver,MP9181007541,949.5,100.592325758,1
394,394-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Pink,MP5351656798,550.5,21.814089988,1
395,395-iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Gold,MP1105819907,1054.5,21.658398941,1
396,396-iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Gold,MP5347531110,514.0,129.951562405,1
397,"397-MacBook® Pro   15.4"" Display   Intel Core i7",Computers,Computers & Tablets,Laptops,Apple,"MacBook® Pro   15.4"" Display   Intel Core i7",CT4940693319,162.0,20.274869252,1
398,398-Surface Book 2 in 1 13.5Touch,Computers,Computers & Tablets,Laptops,Microsoft,Surface Book 2 in 1 13.5Touch,CT2933842761,167.5,59.387611969,2
399,399-Satellite Radius 14Touch Screen Laptop   Intel Core i3,Computers,Computers & Tablets,Laptops,Toshiba,Satellite Radius 14Touch Screen Laptop   Intel Core i3,CT1829708603,1138.5,27.329079407,1
400,400-ENVY 17.3Touch Screen Laptop   Intel Core i7,Computers,Computers & Tablets,Laptops,HP,ENVY 17.3Touch Screen Laptop   Intel Core i7,CT4596483816,267.0,20.106121256,1
401,"401-MacBook Air® (Latest Model)   13.3"" Display   Intel Core i5",Computers,Computers & Tablets,Laptops,Apple,"MacBook Air® (Latest Model)   13.3"" Display   Intel Core i5",CT2911929875,146.5,6.786215675,1
402,"402-MacBook® Pro   Intel Core i5   13.3"" Display",Computers,Computers & Tablets,Laptops,Apple,"MacBook® Pro   Intel Core i5   13.3"" Display",CT3411724256,871.0,8.904461361,1
403,"403-Inspiron 14"" Laptop   Intel Celeron   2GB Memory",Computers,Computers & Tablets,Laptops,Dell,"Inspiron 14"" Laptop   Intel Celeron   2GB Memory",CT9924459865,99.0,29.282042559,3
404,"404-Stream 11.6"" Laptop   Intel Celeron   2GB Memory",Computers,Computers & Tablets,Laptops,HP,"Stream 11.6"" Laptop   Intel Celeron   2GB Memory",CT8492408515,340.5,152.800270343,2
405,405-Flip 2 in 1 10.1Touch,Computers,Computers & Tablets,Laptops,Asus,Flip 2 in 1 10.1Touch,CT4494043487,241.0,26.123031817,1
406,"406-Surface 3   10.8""   Intel Atom",Computers,Computers & Tablets,Laptops,Microsoft,"Surface 3   10.8""   Intel Atom",CT6706490545,162.0,16.494895183,1
407,"407-13.3"" Chromebook 2   Intel Celeron   4GB Memory",Computers,Computers & Tablets,Laptops,Toshiba,"13.3"" Chromebook 2   Intel Celeron   4GB Memory",CT5400764855,57.0,52.904043385,3
408,408-Aspire R14 2 in 1 14Touch,Computers,Computers & Tablets,Laptops,Acer,Aspire R14 2 in 1 14Touch,CT2483291503,1117.5,43.615460417,1
409,"409-MacBook®   12"" Display   Intel Core M",Computers,Computers & Tablets,Laptops,Apple,"MacBook®   12"" Display   Intel Core M",CT7955377034,1138.5,79.269836163,1
410,"410-Surface Pro 3   12""   Intel Core i3",Computers,Computers & Tablets,Laptops,Microsoft,"Surface Pro 3   12""   Intel Core i3",CT9570224287,52.0,4.387969551,1
411,411-Satellite Radius 11.6Touch Screen Laptop   Intel Pentium,Computers,Computers & Tablets,Laptops,Toshiba,Satellite Radius 11.6Touch Screen Laptop   Intel Pentium,CT7279289235,970.5,2.173234571,1
412,412-Flex 3 2 in 1 11.6Touch,Computers,Computers & Tablets,Laptops,Lenovo,Flex 3 2 in 1 11.6Touch,CT8218261107,745.0,15.207214768,1
413,413-Edge 2 15.62 in 1 Touch,Computers,Computers & Tablets,Laptops,Lenovo,Edge 2 15.62 in 1 Touch,CT2949031406,304.0,90.042182432,3
414,414-Inspiron 13.3Touch Screen Laptop   Intel Core i5,Computers,Computers & Tablets,Laptops,Dell,Inspiron 13.3Touch Screen Laptop   Intel Core i5,CT7788066134,5464.5,33.154942421,1
415,"415-MacBook Pro with Retina display (Latest Model)   13.3"" Display   8GB Memory",Computers,Computers & Tablets,Laptops,Apple,"MacBook Pro with Retina display (Latest Model)   13.3"" Display   8GB Memory",CT5170625551,298.5,12.572830057,1
416,416-Surface Book 2 in 1 13.5Touch,Computers,Computers & Tablets,Laptops,Microsoft,Surface Book 2 in 1 13.5Touch,CT7094405528,178.0,96.379751945,2
417,417-2 in 1 15.6Touch,Computers,Computers & Tablets,Laptops,Asus,2 in 1 15.6Touch,CT9300231452,115.0,141.302488424,3
418,418-Surface Book 2 in 1 13.5Touch,Computers,Computers & Tablets,Laptops,Microsoft,Surface Book 2 in 1 13.5Touch,CT8062888359,477.0,2.729416433,1
419,419-Yoga 2 2 in 1 11.6Touch,Computers,Computers & Tablets,Laptops,Lenovo,Yoga 2 2 in 1 11.6Touch,CT9004823529,1138.5,78.670139464,1
420,420-Inspiron 15.6Touch Screen Laptop   Intel Core i5,Computers,Computers & Tablets,Laptops,Dell,Inspiron 15.6Touch Screen Laptop   Intel Core i5,CT7375637437,162.0,38.786479905,2
421,"421-14"" Chromebook   Intel Celeron   2GB Memory",Computers,Computers & Tablets,Laptops,HP,"14"" Chromebook   Intel Celeron   2GB Memory",CT5806033929,241.0,44.100150674,3
422,422-ENVY 17.3Touch Screen Laptop   Intel Core i7,Computers,Computers & Tablets,Laptops,HP,ENVY 17.3Touch Screen Laptop   Intel Core i7,CT9129157252,550.5,14.980752274,1
423,423-Satellite Radius 2 in 1 15.6Touch,Computers,Computers & Tablets,Laptops,Toshiba,Satellite Radius 2 in 1 15.6Touch,CT7815110097,871.0,7.515458407,1
424,424-ENVY x360 2 in 1 15.6Touch,Computers,Computers & Tablets,Laptops,HP,ENVY x360 2 in 1 15.6Touch,CT8910435004,172.5,76.670445675,2
425,425-Inspiron 11.6Touch Screen Laptop   Intel Core i3,Computers,Computers & Tablets,Laptops,Dell,Inspiron 11.6Touch Screen Laptop   Intel Core i3,CT2250546729,272.5,40.404916118,3
426,426-Surface Book 2 in 1 13.5Touch,Computers,Computers & Tablets,Laptops,Microsoft,Surface Book 2 in 1 13.5Touch,CT1761511706,1527.0,33.649248421,1
427,"427-G50 15.6"" Laptop   Intel Core i3   4GB Memory",Computers,Computers & Tablets,Laptops,Lenovo,"G50 15.6"" Laptop   Intel Core i3   4GB Memory",CT3486636250,246.0,8.334212948,1
428,428-Yoga 900 13.32 in 1 Touch,Computers,Computers & Tablets,Laptops,Lenovo,Yoga 900 13.32 in 1 Touch,CT8661171881,545.5,12.177668729,1
429,429-Yoga 900 13.32 in 1 Touch,Computers,Computers & Tablets,Laptops,Lenovo,Yoga 900 13.32 in 1 Touch,CT7291294434,839.5,36.982136905,1
