Store Key,Store Name,Store Address,Store City,Store State,Store Zip Code,Store County,Store Region,Store Open Date,Last Layout Update,Latitude,Longitude,Store Size,Monthly Rent Cost,Number of Employees,Online Ordering,Selling Square Footage,Total Square Footage,LAST_LAYOUT_UPDATE,MONTHLY_RENT_COST,NUMBER_OF_EMPLOYEES,ONLINE_ORDERING,AVG_PARKING_UTILIZATION,PARKING_CAPACITY,PARKING_SQUARE_FOOTAGE,PARKING_LIMIT_2HR,PARKING_TYPE,SELLING_SQUARE_FOOTAGE,STORE_ADDRESS,STORE_CITY,STORE_COUNTY,STORE_KEY,STORE_NAME,STORE_OPEN_DATE,STORE_REGION,STORE_SIZE,STORE_STATE,STORE_ZIP_CODE,TOTAL_SQUARE_FOOTAGE,Store Area,Store Type,Weekday Open Hour,Weekday Close Hour,Sunday Open Hour,Sunday Close Hour
8,Walnut Store #8,8 Walnut Drive,Tulsa,Oklahoma,74107.0,"Osage County, Oklahoma",Southwest,2016-09-06 00:00:00,2025-09-15 00:00:00,36.1148,-96.0323,Small,11200.0,58.0,Curbside Pickup,16800.0,20600.0,2025-09-15 00:00:00,11200.0,58.0,Curbside Pickup,0.448,312.0,69834.0,False,lot,16800.0,8 Walnut Drive,Tulsa,"Osage County, Oklahoma",8.0,Walnut Store #8,2016-09-06 00:00:00,Southwest,Small,Oklahoma,74107.0,20600.0,Southwest-1,Store,10,20,11,18
341,Westcott Store #341,341 Westcott Pass,Chino Hills,California,91709.0,"San Bernardino County, California",West,2012-08-11 00:00:00,2024-09-29 00:00:00,33.9637,-117.7386,Medium,6700.0,60.0,Curbside Pickup,34500.0,43100.0,2024-09-29 00:00:00,6700.0,60.0,Curbside Pickup,0.296,619.0,146109.0,True,garage,34500.0,341 Westcott Pass,Chino Hills,"San Bernardino County, California",341.0,Westcott Store #341,2012-08-11 00:00:00,West,Medium,California,91709.0,43100.0,West-2,Store,10,21,11,19
332,English Store #332,332 English Road,Tempe,Arizona,85282.0,"Maricopa County, Arizona",Southwest,2014-04-07 00:00:00,2023-05-01 00:00:00,33.394,-111.9329,Large,11200.0,59.0,Delivery to Car,52600.0,63600.0,2023-05-01 00:00:00,11200.0,59.0,Delivery to Car,0.406,788.0,186348.0,False,garage,52600.0,332 English Road,Tempe,"Maricopa County, Arizona",332.0,English Store #332,2014-04-07 00:00:00,Southwest,Large,Arizona,85282.0,63600.0,Southwest-1,Store,9,21,10,20
525,Maple Store #525,525 Maple Hill,Hollywood,Florida,33022.0,"Broward County, Florida",South,2013-07-07 00:00:00,2020-05-30 00:00:00,26.02,-80.16,Medium,7900.0,40.0,Ship to Residence,37300.0,44700.0,2020-05-30 00:00:00,7900.0,40.0,Ship to Residence,0.473,659.0,147510.0,True,garage,37300.0,525 Maple Hill,Hollywood,"Broward County, Florida",525.0,Maple Store #525,2013-07-07 00:00:00,South,Medium,Florida,33022.0,44700.0,South-1,Store,10,21,11,19
909,Blore Store #909,909 Blore Pass,Sacramento,California,95813.0,"Sacramento County, California",West,2019-06-26 00:00:00,2018-07-14 00:00:00,38.5,-121.41,Large,11300.0,56.0,In Store Pickup,51400.0,59100.0,2018-07-14 00:00:00,11300.0,56.0,In Store Pickup,0.201,669.0,166662.0,True,garage,51400.0,909 Blore Pass,Sacramento,"Sacramento County, California",909.0,Blore Store #909,2019-06-26 00:00:00,West,Large,California,95813.0,59100.0,West-5,Store,9,21,10,20
784,Geffrye Store #784,784 Geffrye Alley,Tulsa,Oklahoma,74107.0,"Osage County, Oklahoma",Southwest,2019-03-27 00:00:00,2020-09-02 00:00:00,36.1148,-96.0323,Large,3400.0,59.0,,53700.0,66600.0,2020-09-02 00:00:00,3400.0,59.0,,0.464,1084.0,232434.0,True,lot,53700.0,784 Geffrye Alley,Tulsa,"Osage County, Oklahoma",784.0,Geffrye Store #784,2019-03-27 00:00:00,Southwest,Large,Oklahoma,74107.0,66600.0,Southwest-3,Store,9,21,10,20
27,Fawn Store #27,27 Fawn Road,Vallejo,California,94590.0,"Solano County, California",West,2011-10-28 00:00:00,2016-02-18 00:00:00,38.1032,-122.2491,Large,10200.0,38.0,Curbside Pickup,44800.0,56000.0,2016-02-18 00:00:00,10200.0,38.0,Curbside Pickup,0.311,752.0,159040.0,True,garage,44800.0,27 Fawn Road,Vallejo,"Solano County, California",27.0,Fawn Store #27,2011-10-28 00:00:00,West,Large,California,94590.0,56000.0,West-1,Store,9,21,10,20
847,Lonsdale Store #847,847 Lonsdale Boulevard,Montgomery,Alabama,36119.0,"Montgomery County, Alabama",South,2019-07-15 00:00:00,2025-02-04 00:00:00,32.35,-86.28,Large,5000.0,33.0,Delivery to Car,54300.0,67900.0,2025-02-04 00:00:00,5000.0,33.0,Delivery to Car,0.26,758.0,188762.0,True,lot,54300.0,847 Lonsdale Boulevard,Montgomery,"Montgomery County, Alabama",847.0,Lonsdale Store #847,2019-07-15 00:00:00,South,Large,Alabama,36119.0,67900.0,South-3,Store,9,21,10,20
400,Caroline Store #400,400 Caroline Alley,Scottsdale,Arizona,85251.0,"Maricopa County, Arizona",Southwest,2011-12-25 00:00:00,2023-02-14 00:00:00,33.4935,-111.9192,Large,4500.0,43.0,Ship to Residence,46500.0,58100.0,2023-02-14 00:00:00,4500.0,43.0,Ship to Residence,0.206,836.0,181272.0,False,garage,46500.0,400 Caroline Alley,Scottsdale,"Maricopa County, Arizona",400.0,Caroline Store #400,2011-12-25 00:00:00,Southwest,Large,Arizona,85251.0,58100.0,Southwest-2,Store,9,21,10,20
34,Heritage Store #34,34 Heritage Avenue,West Covina,California,91793.0,"Los Angeles County, California",West,2015-01-11 00:00:00,2024-09-13 00:00:00,34.06,-117.92,Small,3300.0,35.0,Curbside Pickup,18300.0,22900.0,2024-09-13 00:00:00,3300.0,35.0,Curbside Pickup,0.324,245.0,58624.0,True,lot,18300.0,34 Heritage Avenue,West Covina,"Los Angeles County, California",34.0,Heritage Store #34,2015-01-11 00:00:00,West,Small,California,91793.0,22900.0,West-1,Store,10,20,11,18
617,Carlton Store #617,617 Carlton Grove,Knoxville,Tennessee,37950.0,"Knox County, Tennessee",South,2012-08-02 00:00:00,2025-08-08 00:00:00,35.97,-83.94,Large,3100.0,55.0,,51800.0,60100.0,2025-08-08 00:00:00,3100.0,55.0,,0.446,911.0,197128.0,True,garage,51800.0,617 Carlton Grove,Knoxville,"Knox County, Tennessee",617.0,Carlton Store #617,2012-08-02 00:00:00,South,Large,Tennessee,37950.0,60100.0,South-2,Store,9,21,10,20
845,Durnford Store #845,845 Durnford Alley,Troy,Michigan,48007.0,"Newaygo County, Michigan",Midwest,2017-09-18 00:00:00,2025-09-07 00:00:00,42.58,-83.14,Large,4600.0,42.0,,54400.0,63600.0,2025-09-07 00:00:00,4600.0,42.0,,,,,False,street,54400.0,845 Durnford Alley,Troy,"Newaygo County, Michigan",845.0,Durnford Store #845,2017-09-18 00:00:00,Midwest,Large,Michigan,48007.0,63600.0,Midwest-4,Store,9,21,10,20
641,Aspen Store #641,641 Aspen Street,Milwaukee,Wisconsin,53203.0,"Milwaukee County, Wisconsin",Midwest,2015-03-10 00:00:00,2022-01-19 00:00:00,43.0381,-87.9167,Large,7200.0,57.0,,45100.0,55900.0,2022-01-19 00:00:00,7200.0,57.0,,,,,True,street,45100.0,641 Aspen Street,Milwaukee,"Milwaukee County, Wisconsin",641.0,Aspen Store #641,2015-03-10 00:00:00,Midwest,Large,Wisconsin,53203.0,55900.0,Midwest-3,Store,9,21,10,20
763,Walnut Store #763,763 Walnut Route,Minneapolis,Minnesota,55401.0,"Hennepin County, Minnesota",Midwest,2013-12-09 00:00:00,2025-07-04 00:00:00,44.9846,-93.2691,Large,2300.0,55.0,Delivery to Car,53300.0,62400.0,2025-07-04 00:00:00,2300.0,55.0,Delivery to Car,0.363,721.0,172848.0,False,garage,53300.0,763 Walnut Route,Minneapolis,"Hennepin County, Minnesota",763.0,Walnut Store #763,2013-12-09 00:00:00,Midwest,Large,Minnesota,55401.0,62400.0,Midwest-3,Store,9,21,10,20
500,Westcott Store #500,500 Westcott Road,Pasadena,Texas,77501.0,"Harris County, Texas",Southwest,2013-02-05 00:00:00,2023-02-01 00:00:00,29.66,-95.15,Large,3100.0,31.0,Delivery to Car,51800.0,64200.0,2023-02-01 00:00:00,3100.0,31.0,Delivery to Car,0.335,814.0,188106.0,True,lot,51800.0,500 Westcott Road,Pasadena,"Harris County, Texas",500.0,Westcott Store #500,2013-02-05 00:00:00,Southwest,Large,Texas,77501.0,64200.0,Southwest-2,Store,9,21,10,20
966,Byland Store #966,966 Byland Drive,Temecula,California,92589.0,"Riverside County, California",West,2019-12-26 00:00:00,2017-08-10 00:00:00,33.51,-117.1,Large,8100.0,40.0,Delivery to Car,47900.0,59900.0,2017-08-10 00:00:00,8100.0,40.0,Delivery to Car,0.262,726.0,169517.0,True,lot,47900.0,966 Byland Drive,Temecula,"Riverside County, California",966.0,Byland Store #966,2019-12-26 00:00:00,West,Large,California,92589.0,59900.0,West-5,Store,9,21,10,20
241,Lonsdale Store #241,241 Lonsdale Pass,Augusta,Georgia,30901.0,"Richmond County, Georgia",South,2011-05-12 00:00:00,2016-09-07 00:00:00,33.4372,-81.9562,Large,8000.0,29.0,Delivery to Car,44800.0,54700.0,2016-09-07 00:00:00,8000.0,29.0,Delivery to Car,0.445,818.0,179963.0,False,lot,44800.0,241 Lonsdale Pass,Augusta,"Richmond County, Georgia",241.0,Lonsdale Store #241,2011-05-12 00:00:00,South,Large,Georgia,30901.0,54700.0,South-1,Store,9,21,10,20
177,Blore Store #177,177 Blore Crossroad,San Angelo,Texas,76901.0,"Tom Green County, Texas",Southwest,2015-08-12 00:00:00,2024-06-07 00:00:00,31.6109,-100.5532,Large,8700.0,59.0,Ship to Residence,50000.0,60900.0,2024-06-07 00:00:00,8700.0,59.0,Ship to Residence,0.328,812.0,187572.0,False,garage,50000.0,177 Blore Crossroad,San Angelo,"Tom Green County, Texas",177.0,Blore Store #177,2015-08-12 00:00:00,Southwest,Large,Texas,76901.0,60900.0,Southwest-1,Store,9,21,10,20
305,Balham Store #305,305 Balham Avenue,Menifee,California,92584.0,"Riverside County, California",West,2011-10-18 00:00:00,2017-06-26 00:00:00,33.6527,-117.1736,Large,6800.0,45.0,Ship to Residence,44300.0,51800.0,2017-06-26 00:00:00,6800.0,45.0,Ship to Residence,,,,False,street,44300.0,305 Balham Avenue,Menifee,"Riverside County, California",305.0,Balham Store #305,2011-10-18 00:00:00,West,Large,California,92584.0,51800.0,West-2,Store,9,21,10,20
537,Hickory Store #537,537 Hickory Lane Street,Bethlehem,Pennsylvania,18015.0,"Lehigh County, Pennsylvania",East,2017-08-24 00:00:00,2023-12-01 00:00:00,40.5859,-75.3672,Small,11300.0,52.0,,16900.0,21000.0,2023-12-01 00:00:00,11300.0,52.0,,0.469,294.0,66150.0,False,lot,16900.0,537 Hickory Lane Street,Bethlehem,"Lehigh County, Pennsylvania",537.0,Hickory Store #537,2017-08-24 00:00:00,East,Small,Pennsylvania,18015.0,21000.0,East-2,Store,10,20,11,18
657,Waite Store #657,657 Waite Drive,Stockton,California,95208.0,"San Joaquin County, California",West,2018-07-16 00:00:00,2016-03-21 00:00:00,37.95,-121.43,Large,9100.0,51.0,Delivery to Car,49600.0,62000.0,2016-03-21 00:00:00,9100.0,51.0,Delivery to Car,0.438,684.0,169880.0,False,garage,49600.0,657 Waite Drive,Stockton,"San Joaquin County, California",657.0,Waite Store #657,2018-07-16 00:00:00,West,Large,California,95208.0,62000.0,West-4,Store,9,21,10,20
584,Adderley Store #584,584 Adderley Hill,Grand Rapids,Michigan,49501.0,"Kent County, Michigan",Midwest,2013-08-19 00:00:00,2020-04-06 00:00:00,42.96,-85.65,Large,2500.0,53.0,Delivery to Car,54500.0,63200.0,2020-04-06 00:00:00,2500.0,53.0,Delivery to Car,,,,True,street,54500.0,584 Adderley Hill,Grand Rapids,"Kent County, Michigan",584.0,Adderley Store #584,2013-08-19 00:00:00,Midwest,Large,Michigan,49501.0,63200.0,Midwest-3,Store,9,21,10,20
302,Arundel Store #302,302 Arundel Avenue,Hayward,California,94544.0,"Alameda County, California",West,2016-06-21 00:00:00,2017-12-04 00:00:00,37.6338,-122.0572,Large,3000.0,57.0,Delivery to Car,50800.0,60900.0,2017-12-04 00:00:00,3000.0,57.0,Delivery to Car,0.343,666.0,165039.0,False,lot,50800.0,302 Arundel Avenue,Hayward,"Alameda County, California",302.0,Arundel Store #302,2016-06-21 00:00:00,West,Large,California,94544.0,60900.0,West-2,Store,9,21,10,20
115,Cadogan Store #115,115 Cadogan Route,St. Joseph,Missouri,64501.0,"Buchanan County, Missouri",Midwest,2017-06-29 00:00:00,2024-03-13 00:00:00,39.7654,-94.8443,Small,8200.0,39.0,In Store Pickup,19700.0,23600.0,2024-03-13 00:00:00,8200.0,39.0,In Store Pickup,0.288,298.0,67968.0,True,lot,19700.0,115 Cadogan Route,St. Joseph,"Buchanan County, Missouri",115.0,Cadogan Store #115,2017-06-29 00:00:00,Midwest,Small,Missouri,64501.0,23600.0,Midwest-1,Store,10,20,11,18
443,Norland Store #443,443 Norland Alley,Palmdale,California,93550.0,"Los Angeles County, California",West,2017-07-13 00:00:00,2022-04-28 00:00:00,34.4084,-118.1236,Large,6300.0,40.0,In Store Pickup,54200.0,65500.0,2022-04-28 00:00:00,6300.0,40.0,In Store Pickup,0.325,853.0,184055.0,True,garage,54200.0,443 Norland Alley,Palmdale,"Los Angeles County, California",443.0,Norland Store #443,2017-07-13 00:00:00,West,Large,California,93550.0,65500.0,West-3,Store,9,21,10,20
734,Norland Store #734,734 Norland Drive,Cincinnati,Ohio,45225.0,"Hamilton County, Ohio",Midwest,2013-06-08 00:00:00,2016-06-01 00:00:00,39.1428,-84.5512,Large,5600.0,53.0,Curbside Pickup,54900.0,66400.0,2016-06-01 00:00:00,5600.0,53.0,Curbside Pickup,,,,True,street,54900.0,734 Norland Drive,Cincinnati,"Hamilton County, Ohio",734.0,Norland Store #734,2013-06-08 00:00:00,Midwest,Large,Ohio,45225.0,66400.0,Midwest-3,Store,9,21,10,20
895,Thrale Store #895,895 Thrale Route,Lincoln,Nebraska,68501.0,"Lancaster County, Nebraska",Midwest,2015-11-27 00:00:00,2018-02-08 00:00:00,40.81,-96.68,Small,11200.0,63.0,,15600.0,19200.0,2018-02-08 00:00:00,11200.0,63.0,,,,,True,street,15600.0,895 Thrale Route,Lincoln,"Lancaster County, Nebraska",895.0,Thrale Store #895,2015-11-27 00:00:00,Midwest,Small,Nebraska,68501.0,19200.0,Midwest-4,Store,10,20,11,18
201,Commercial Store #201,201 Commercial Walk,Lexington-Fayette,Kentucky,40511.0,"Fayette County, Kentucky",South,2012-10-01 00:00:00,2017-04-27 00:00:00,38.1403,-84.4616,Large,2000.0,35.0,,44800.0,52800.0,2017-04-27 00:00:00,2000.0,35.0,,0.354,749.0,158400.0,True,garage,44800.0,201 Commercial Walk,Lexington-Fayette,"Fayette County, Kentucky",201.0,Commercial Store #201,2012-10-01 00:00:00,South,Large,Kentucky,40511.0,52800.0,South-1,Store,9,21,10,20
741,Balfour Store #741,741 Balfour Boulevard,Lubbock,Texas,79402.0,"Lubbock County, Texas",Southwest,2017-08-26 00:00:00,2023-05-07 00:00:00,33.57,-101.87,Large,9200.0,42.0,Delivery to Car,46000.0,53800.0,2023-05-07 00:00:00,9200.0,42.0,Delivery to Car,0.358,646.0,154944.0,False,garage,46000.0,741 Balfour Boulevard,Lubbock,"Lubbock County, Texas",741.0,Balfour Store #741,2017-08-26 00:00:00,Southwest,Large,Texas,79402.0,53800.0,Southwest-3,Store,9,21,10,20
664,Antrobus Store #664,664 Antrobus Grove,St. Louis,Missouri,63155.0,"St. Louis County, Missouri",Midwest,2019-01-10 00:00:00,2017-07-16 00:00:00,38.6278,-90.2055,Large,3100.0,58.0,,46700.0,54100.0,2017-07-16 00:00:00,3100.0,58.0,,,,,False,street,46700.0,664 Antrobus Grove,St. Louis,"St. Louis County, Missouri",664.0,Antrobus Store #664,2019-01-10 00:00:00,Midwest,Large,Missouri,63155.0,54100.0,Midwest-3,Store,9,21,10,20
326,Argyle Store #326,326 Argyle Vale,Cranston,Rhode Island,2910.0,"Providence County, Rhode Island",East,2014-06-05 00:00:00,2023-01-05 00:00:00,41.775,-71.4355,Medium,9300.0,33.0,Curbside Pickup,30800.0,37000.0,2023-01-05 00:00:00,9300.0,33.0,Curbside Pickup,0.226,425.0,96200.0,True,lot,30800.0,326 Argyle Vale,Cranston,"Providence County, Rhode Island",326.0,Argyle Store #326,2014-06-05 00:00:00,East,Medium,Rhode Island,2910.0,37000.0,East-2,Store,10,21,11,19
561,Enford Store #561,561 Enford Pass,Palm Bay,Florida,32905.0,"Brevard County, Florida",South,2010-12-10 00:00:00,2016-03-13 00:00:00,28.0314,-80.6003,Large,10900.0,29.0,In Store Pickup,49400.0,59300.0,2016-03-13 00:00:00,10900.0,29.0,In Store Pickup,0.409,638.0,156552.0,True,lot,49400.0,561 Enford Pass,Palm Bay,"Brevard County, Florida",561.0,Enford Store #561,2010-12-10 00:00:00,South,Large,Florida,32905.0,59300.0,South-2,Store,9,21,10,20
889,Carlton Store #889,889 Carlton Route,Lawrence,Kansas,66044.0,"Douglas County, Kansas",Midwest,2011-12-09 00:00:00,2025-03-27 00:00:00,39.0233,-95.2089,Small,8200.0,40.0,In Store Pickup,14100.0,16800.0,2025-03-27 00:00:00,8200.0,40.0,In Store Pickup,,,,True,street,14100.0,889 Carlton Route,Lawrence,"Douglas County, Kansas",889.0,Carlton Store #889,2011-12-09 00:00:00,Midwest,Small,Kansas,66044.0,16800.0,Midwest-4,Store,10,20,11,18
83,Castile Store #83,83 Castile Avenue,Bellflower,California,90706.0,"Los Angeles County, California",West,2020-02-03 00:00:00,2024-10-09 00:00:00,33.8878,-118.1273,Large,9800.0,47.0,Curbside Pickup,50700.0,63400.0,2024-10-09 00:00:00,9800.0,47.0,Curbside Pickup,0.227,761.0,187030.0,True,lot,50700.0,83 Castile Avenue,Bellflower,"Los Angeles County, California",83.0,Castile Store #83,2020-02-03 00:00:00,West,Large,California,90706.0,63400.0,West-1,Store,9,21,10,20
182,Balfour Store #182,182 Balfour Hill,Plymouth,Minnesota,55447.0,"Hennepin County, Minnesota",Midwest,2015-08-11 00:00:00,2023-03-06 00:00:00,45.0011,-93.4896,Large,3300.0,25.0,Curbside Pickup,46700.0,56500.0,2023-03-06 00:00:00,3300.0,25.0,Curbside Pickup,,,,False,street,46700.0,182 Balfour Hill,Plymouth,"Hennepin County, Minnesota",182.0,Balfour Store #182,2015-08-11 00:00:00,Midwest,Large,Minnesota,55447.0,56500.0,Midwest-1,Store,9,21,10,20
972,Thorndike Store #972,972 Thorndike Way,Edinburg,Texas,78539.0,"Hidalgo County, Texas",Southwest,2011-12-31 00:00:00,2019-03-12 00:00:00,26.2807,-98.1833,Small,1900.0,28.0,,19200.0,23400.0,2019-03-12 00:00:00,1900.0,28.0,,0.21,248.0,58968.0,True,lot,19200.0,972 Thorndike Way,Edinburg,"Hidalgo County, Texas",972.0,Thorndike Store #972,2011-12-31 00:00:00,Southwest,Small,Texas,78539.0,23400.0,Southwest-3,Store,10,20,11,18
12,Arlington Store #12,12 Arlington Pass,Quincy,Massachusetts,2169.0,"Norfolk County, Massachusetts",East,2016-12-05 00:00:00,2021-06-18 00:00:00,42.2483,-71.0023,Small,3300.0,33.0,In Store Pickup,13700.0,17000.0,2021-06-18 00:00:00,3300.0,33.0,In Store Pickup,0.327,204.0,46750.0,True,garage,13700.0,12 Arlington Pass,Quincy,"Norfolk County, Massachusetts",12.0,Arlington Store #12,2016-12-05 00:00:00,East,Small,Massachusetts,2169.0,17000.0,East-1,Store,10,20,11,18
973,Chelsea Store #973,973 Chelsea Manor Crossroad,Centennial,Colorado,80122.0,"Arapahoe County, Colorado",Southwest,2014-01-09 00:00:00,2023-03-31 00:00:00,39.5803,-104.9549,Small,1500.0,65.0,Ship to Residence,18100.0,20800.0,2023-03-31 00:00:00,1500.0,65.0,Ship to Residence,,,,True,street,18100.0,973 Chelsea Manor Crossroad,Centennial,"Arapahoe County, Colorado",973.0,Chelsea Store #973,2014-01-09 00:00:00,Southwest,Small,Colorado,80122.0,20800.0,Southwest-3,Store,10,20,11,18
932,Timber Store #932,932 Timber Boulevard,Newport News,Virginia,23501.0,"Newport News City, Virginia",East,2019-10-23 00:00:00,2019-03-06 00:00:00,36.84,-76.28,Large,5400.0,57.0,In Store Pickup,46600.0,57300.0,2019-03-06 00:00:00,5400.0,57.0,In Store Pickup,0.247,732.0,167889.0,False,garage,46600.0,932 Timber Boulevard,Newport News,"Newport News City, Virginia",932.0,Timber Store #932,2019-10-23 00:00:00,East,Large,Virginia,23501.0,57300.0,East-3,Store,9,21,10,20
687,Blackheath Store #687,687 Blackheath Drive,Warwick,Rhode Island,2886.0,"Kent County, Rhode Island",East,2018-11-21 00:00:00,2023-05-07 00:00:00,41.7038,-71.4556,Small,7200.0,44.0,Curbside Pickup,14000.0,16500.0,2023-05-07 00:00:00,7200.0,44.0,Curbside Pickup,0.496,236.0,54120.0,True,garage,14000.0,687 Blackheath Drive,Warwick,"Kent County, Rhode Island",687.0,Blackheath Store #687,2018-11-21 00:00:00,East,Small,Rhode Island,2886.0,16500.0,East-3,Store,10,20,11,18
613,Coborn Store #613,613 Coborn Hill,Asheville,North Carolina,28801.0,"Buncombe County, North Carolina",South,2019-07-25 00:00:00,2025-09-16 00:00:00,35.5942,-82.5579,Large,2500.0,56.0,,53900.0,65700.0,2025-09-16 00:00:00,2500.0,56.0,,0.491,968.0,214182.0,False,lot,53900.0,613 Coborn Hill,Asheville,"Buncombe County, North Carolina",613.0,Coborn Store #613,2019-07-25 00:00:00,South,Large,North Carolina,28801.0,65700.0,South-2,Store,9,21,10,20
359,Camberwell Store #359,359 Camberwell Walk,Mountain View,California,94035.0,"Contra Costa County, California",West,2012-02-25 00:00:00,2020-06-02 00:00:00,37.4099,-122.05,Large,11000.0,31.0,Delivery to Car,47800.0,59800.0,2020-06-02 00:00:00,11000.0,31.0,Delivery to Car,0.385,714.0,178204.0,False,garage,47800.0,359 Camberwell Walk,Mountain View,"Contra Costa County, California",359.0,Camberwell Store #359,2012-02-25 00:00:00,West,Large,California,94035.0,59800.0,West-2,Store,9,21,10,20
527,Coborn Store #527,527 Coborn Drive,Peoria,Illinois,61601.0,"Peoria County, Illinois",Midwest,2015-12-24 00:00:00,2021-10-21 00:00:00,40.74,-89.6,Medium,8800.0,53.0,In Store Pickup,28800.0,34600.0,2021-10-21 00:00:00,8800.0,53.0,In Store Pickup,0.385,376.0,89614.0,True,garage,28800.0,527 Coborn Drive,Peoria,"Peoria County, Illinois",527.0,Coborn Store #527,2015-12-24 00:00:00,Midwest,Medium,Illinois,61601.0,34600.0,Midwest-3,Store,10,21,11,19
670,Chestnut Store #670,670 Chestnut Rise Alley,Brockton,Massachusetts,2301.0,"Plymouth County, Massachusetts",East,2014-02-16 00:00:00,2023-03-12 00:00:00,42.0784,-71.0423,Small,5200.0,26.0,In Store Pickup,16400.0,19100.0,2023-03-12 00:00:00,5200.0,26.0,In Store Pickup,0.421,228.0,55772.0,False,lot,16400.0,670 Chestnut Rise Alley,Brockton,"Plymouth County, Massachusetts",670.0,Chestnut Store #670,2014-02-16 00:00:00,East,Small,Massachusetts,2301.0,19100.0,East-2,Store,10,20,11,18
874,Bush Store #874,874 Bush Lane,Albany,Georgia,31701.0,"Dougherty County, Georgia",South,2013-03-17 00:00:00,2023-06-20 00:00:00,31.5527,-84.1592,Large,8200.0,49.0,,53100.0,62100.0,2023-06-20 00:00:00,8200.0,49.0,,0.407,876.0,214866.0,False,lot,53100.0,874 Bush Lane,Albany,"Dougherty County, Georgia",874.0,Bush Store #874,2013-03-17 00:00:00,South,Large,Georgia,31701.0,62100.0,South-3,Store,9,21,10,20
912,Angel Store #912,912 Angel Rue,Garland,Texas,75040.0,"Collin County, Texas",Southwest,2015-08-09 00:00:00,2018-01-18 00:00:00,32.9289,-96.6198,Medium,4600.0,56.0,In Store Pickup,30900.0,36200.0,2018-01-18 00:00:00,4600.0,56.0,In Store Pickup,0.397,466.0,104256.0,True,garage,30900.0,912 Angel Rue,Garland,"Collin County, Texas",912.0,Angel Store #912,2015-08-09 00:00:00,Southwest,Medium,Texas,75040.0,36200.0,Southwest-3,Store,10,21,11,19
200,Lincoln Store #200,200 Lincoln Avenue,Kalamazoo,Michigan,49001.0,"Kalamazoo County, Michigan",Midwest,2011-08-06 00:00:00,2020-08-28 00:00:00,42.2645,-85.5615,Large,7300.0,60.0,Ship to Residence,45400.0,54900.0,2020-08-28 00:00:00,7300.0,60.0,Ship to Residence,,,,True,street,45400.0,200 Lincoln Avenue,Kalamazoo,"Kalamazoo County, Michigan",200.0,Lincoln Store #200,2011-08-06 00:00:00,Midwest,Large,Michigan,49001.0,54900.0,Midwest-2,Store,9,21,10,20
567,Arline Store #567,567 Arline Crossroad,Shreveport,Louisiana,71102.0,"Bossier Parish, Louisiana",South,2011-11-16 00:00:00,2016-10-04 00:00:00,32.47,-93.79,Medium,2500.0,43.0,In Store Pickup,29500.0,36600.0,2016-10-04 00:00:00,2500.0,43.0,In Store Pickup,0.461,522.0,120780.0,True,garage,29500.0,567 Arline Crossroad,Shreveport,"Bossier Parish, Louisiana",567.0,Arline Store #567,2011-11-16 00:00:00,South,Medium,Louisiana,71102.0,36600.0,South-2,Store,10,21,11,19
108,Victoria Store #108,108 Victoria Rise Walk,Camden,New Jersey,8101.0,"Camden County, New Jersey",East,2013-07-01 00:00:00,2016-05-02 00:00:00,39.93,-75.1,Small,9100.0,27.0,,17200.0,20800.0,2016-05-02 00:00:00,9100.0,27.0,,0.407,239.0,57824.0,True,lot,17200.0,108 Victoria Rise Walk,Camden,"Camden County, New Jersey",108.0,Victoria Store #108,2013-07-01 00:00:00,East,Small,New Jersey,8101.0,20800.0,East-1,Store,10,20,11,18
801,Queen Store #801,801 Queen Avenue,Dayton,Ohio,45401.0,"Montgomery County, Ohio",Midwest,2015-07-08 00:00:00,2024-01-28 00:00:00,39.77,-84.19,Large,5000.0,42.0,In Store Pickup,52500.0,65100.0,2024-01-28 00:00:00,5000.0,42.0,In Store Pickup,,,,False,street,52500.0,801 Queen Avenue,Dayton,"Montgomery County, Ohio",801.0,Queen Store #801,2015-07-08 00:00:00,Midwest,Large,Ohio,45401.0,65100.0,Midwest-4,Store,9,21,10,20
247,Calvin Store #247,247 Calvin Boulevard,Pompano Beach,Florida,33060.0,"Broward County, Florida",South,2019-04-04 00:00:00,2018-04-28 00:00:00,26.2348,-80.1206,Large,1600.0,56.0,,55000.0,63200.0,2018-04-28 00:00:00,1600.0,56.0,,0.476,837.0,194656.0,False,garage,55000.0,247 Calvin Boulevard,Pompano Beach,"Broward County, Florida",247.0,Calvin Store #247,2019-04-04 00:00:00,South,Large,Florida,33060.0,63200.0,South-1,Store,9,21,10,20
367,Maple Store #367,367 Maple Road,Southfield,Michigan,48034.0,"Oakland County, Michigan",Midwest,2020-09-19 00:00:00,2020-01-28 00:00:00,42.4968,-83.2911,Large,7900.0,59.0,Delivery to Car,52300.0,61800.0,2020-01-28 00:00:00,7900.0,59.0,Delivery to Car,,,,False,street,52300.0,367 Maple Road,Southfield,"Oakland County, Michigan",367.0,Maple Store #367,2020-09-19 00:00:00,Midwest,Large,Michigan,48034.0,61800.0,Midwest-2,Store,9,21,10,20
