Store Key,Product Key,Adjustment Date,Adjustment Quantity,Adjustment Reason
327,490,2021-11-17,-12,Theft
768,592,2024-12-12,-11,Other
8,455,2023-05-27,-2,Cycle Count Correction
360,186,2023-01-15,-9,Damage
417,413,2022-11-11,-4,Damage
332,502,2023-12-20,-3,Expiration
341,572,2024-01-15,-1,Other
870,783,2024-02-25,-8,Expiration
84,178,2023-07-02,-5,Cycle Count Correction
809,480,2025-08-28,-2,Damage
288,915,2023-04-24,-13,Expiration
790,413,2021-09-03,-12,Other
84,808,2023-02-18,-8,Damage
576,879,2022-07-13,-9,Theft
909,98,2023-08-29,-8,Theft
617,156,2024-02-04,-14,Damage
630,1003,2025-05-12,-4,Theft
888,1051,2025-01-25,-14,Damage
523,964,2024-08-23,-1,Damage
321,109,2025-05-06,-4,Expiration
958,394,2023-06-23,-1,Cycle Count Correction
806,340,2022-04-16,-12,Theft
50,803,2022-11-17,-12,Expiration
642,798,2025-03-26,-2,Damage
557,473,2022-12-01,-11,Theft
270,679,2025-07-27,8,Cycle Count Correction
610,214,2025-02-12,14,Cycle Count Correction
39,311,2022-06-25,-10,Expiration
464,954,2024-04-09,-14,Theft
926,736,2022-07-13,-9,Damage
613,187,2022-05-31,-10,Theft
966,36,2025-06-13,-14,Damage
102,364,2025-07-11,-14,Expiration
36,409,2025-07-25,-12,Theft
209,5,2021-11-30,-9,Damage
713,304,2022-10-23,-7,Theft
285,927,2022-12-04,-13,Cycle Count Correction
204,926,2023-05-08,-1,Expiration
625,526,2025-04-16,-6,Theft
359,164,2025-01-28,-7,Theft
550,841,2023-08-26,-12,Theft
288,924,2021-12-29,-2,Damage
227,350,2023-12-01,-6,Other
464,757,2025-02-11,-2,Theft
814,689,2022-08-27,-4,Damage
984,707,2022-01-21,-8,Theft
966,629,2021-09-11,-4,Damage
204,326,2025-08-18,-13,Damage
67,185,2022-03-14,-5,Damage
525,859,2024-05-02,-12,Other
316,610,2025-03-21,-3,Theft
649,245,2022-12-14,-10,Theft
267,385,2021-12-24,-8,Cycle Count Correction
241,1077,2022-02-17,-13,Damage
19,139,2025-05-19,-4,Theft
425,695,2024-09-29,-8,Theft
974,929,2023-09-28,-11,Theft
84,524,2023-08-05,-2,Damage
19,796,2024-12-23,-4,Damage
866,565,2023-07-10,-12,Cycle Count Correction
594,225,2021-11-25,-1,Theft
400,261,2022-01-16,-5,Cycle Count Correction
332,439,2023-01-04,-4,Theft
527,959,2023-06-17,-4,Theft
725,534,2025-07-06,-3,Theft
314,127,2022-10-14,-13,Cycle Count Correction
584,999,2022-12-08,-12,Damage
334,920,2022-05-29,-13,Expiration
869,716,2024-06-08,-3,Theft
118,556,2024-12-18,-13,Damage
267,545,2025-09-16,-9,Expiration
6,395,2025-04-08,-6,Cycle Count Correction
247,217,2025-07-07,-9,Theft
360,832,2023-08-18,-1,Theft
845,97,2022-07-09,-4,Theft
367,625,2022-01-20,-9,Expiration
21,1027,2022-01-21,-11,Theft
502,135,2024-07-08,-6,Damage
327,568,2023-10-27,-1,Damage
555,778,2025-03-15,-7,Theft
24,416,2023-10-03,8,Cycle Count Correction
269,895,2025-08-28,-10,Damage
649,630,2025-03-10,-8,Theft
984,737,2023-10-28,-3,Damage
254,45,2023-08-23,-8,Damage
39,481,2022-07-19,-13,Theft
799,322,2025-08-10,-1,Theft
925,874,2024-01-22,-2,Theft
525,599,2022-07-02,1,Cycle Count Correction
725,782,2023-06-16,-4,Expiration
394,683,2022-10-06,-13,Damage
847,434,2023-04-01,11,Cycle Count Correction
725,253,2024-09-13,-12,Theft
267,655,2022-02-17,-9,Other
281,743,2023-01-05,-9,Theft
192,324,2022-02-16,-13,Damage
8,1068,2023-03-17,-13,Damage
523,548,2023-01-21,-7,Theft
285,403,2023-10-28,-8,Expiration
360,872,2024-08-08,-7,Cycle Count Correction
192,230,2024-07-02,-7,Damage
770,1002,2022-07-23,-14,Expiration
209,388,2024-11-30,-12,Damage
734,154,2022-08-07,-6,Expiration
500,67,2022-07-22,-13,Cycle Count Correction
288,198,2025-10-15,-2,Theft
96,898,2024-08-20,-3,Other
661,730,2025-08-09,-14,Damage
784,605,2022-05-13,-14,Theft
806,670,2023-12-04,2,Cycle Count Correction
603,550,2025-04-15,-12,Theft
27,429,2025-01-21,-13,Damage
893,868,2022-07-22,-5,Theft
897,258,2025-09-09,-14,Theft
164,363,2025-01-08,11,Cycle Count Correction
664,454,2022-06-08,-10,Theft
831,83,2023-02-22,-7,Damage
819,712,2024-10-02,-1,Expiration
334,533,2024-03-07,-11,Expiration
725,137,2022-01-24,-9,Damage
8,625,2024-09-23,-4,Expiration
594,748,2021-12-15,-11,Theft
527,1085,2024-08-08,-1,Cycle Count Correction
674,909,2023-12-20,-11,Theft
578,495,2025-03-02,-8,Cycle Count Correction
192,775,2024-09-07,-1,Theft
12,966,2021-09-27,-2,Theft
984,879,2022-11-13,-2,Theft
815,427,2021-10-04,-14,Theft
227,973,2022-06-11,-3,Damage
815,657,2024-05-04,12,Cycle Count Correction
831,999,2022-11-06,-11,Theft
305,374,2025-06-26,-9,Expiration
254,867,2023-11-11,-6,Expiration
115,4,2023-11-04,-5,Theft
281,603,2022-06-27,-8,Cycle Count Correction
367,697,2024-07-06,-12,Expiration
922,287,2023-12-15,-6,Expiration
318,670,2024-12-18,-3,Expiration
801,39,2023-12-03,-4,Cycle Count Correction
9999,1034,2025-09-13,-11,Cycle Count Correction
858,504,2023-12-31,-1,Damage
402,1075,2022-01-14,-1,Damage
334,1045,2023-06-14,-10,Damage
383,153,2022-12-31,-4,Cycle Count Correction
649,719,2024-06-03,-8,Theft
659,26,2022-12-20,-12,Theft
575,594,2022-03-28,-9,Expiration
898,820,2024-05-31,7,Cycle Count Correction
992,97,2022-09-23,-11,Damage
610,1088,2024-10-09,-5,Expiration
326,113,2022-01-11,-14,Damage
922,31,2021-10-13,-9,Damage
847,219,2025-01-11,-6,Other
821,796,2022-02-17,-9,Theft
657,608,2024-07-13,-8,Theft
440,671,2024-02-16,-14,Expiration
332,104,2022-03-17,-4,Expiration
321,19,2024-04-02,-9,Damage
925,357,2025-04-06,-6,Damage
314,618,2022-10-29,-2,Cycle Count Correction
177,498,2022-09-01,-6,Theft
814,211,2024-01-09,-14,Expiration
788,290,2024-01-22,-12,Expiration
790,618,2022-07-14,-3,Theft
819,376,2022-09-25,-2,Damage
713,478,2024-03-04,-2,Theft
984,445,2023-04-22,-14,Theft
670,839,2024-10-19,-9,Cycle Count Correction
303,335,2025-05-06,-12,Theft
285,118,2023-01-03,-13,Other
788,566,2025-04-20,-2,Expiration
922,804,2022-06-19,-4,Theft
102,434,2024-12-21,-14,Other
799,872,2025-06-18,-5,Damage
949,937,2024-01-16,-10,Expiration
912,408,2022-12-18,14,Cycle Count Correction
801,794,2025-01-26,-3,Theft
725,801,2022-07-10,-4,Damage
500,266,2024-07-11,-8,Other
50,182,2024-02-19,-6,Theft
882,823,2021-11-26,-1,Damage
669,405,2025-01-02,-5,Theft
561,237,2023-10-12,-3,Damage
164,340,2024-09-12,-1,Damage
115,792,2025-05-08,12,Cycle Count Correction
436,651,2022-06-22,-1,Damage
942,963,2025-06-10,-6,Other
108,147,2024-05-12,-5,Damage
902,754,2023-06-04,-11,Damage
799,869,2023-11-06,-3,Cycle Count Correction
814,619,2025-08-13,-10,Theft
241,139,2022-05-06,-12,Theft
16,655,2023-11-14,-13,Damage
902,978,2023-10-15,-14,Theft
911,504,2023-03-08,-6,Damage
455,36,2022-08-17,-10,Theft
670,1050,2022-03-08,-9,Expiration
734,461,2023-05-14,-9,Expiration
450,801,2023-02-14,-11,Theft
641,286,2022-11-12,-12,Theft
719,226,2023-03-15,-1,Theft
525,892,2023-05-27,2,Cycle Count Correction
39,167,2024-06-14,-9,Damage
799,15,2024-07-05,-3,Cycle Count Correction
425,519,2022-07-14,-4,Damage
858,898,2024-04-20,-9,Expiration
341,1021,2022-11-30,-13,Theft
12,1044,2024-01-22,-6,Expiration
642,457,2025-03-19,-9,Expiration
303,1095,2021-11-06,-10,Theft
523,151,2022-08-04,-12,Theft
725,50,2024-10-07,-1,Damage
958,390,2025-04-15,-7,Other
589,1033,2024-06-12,-13,Cycle Count Correction
417,997,2023-04-24,-13,Other
281,247,2021-12-05,-1,Cycle Count Correction
500,1038,2025-07-22,-6,Theft
958,228,2023-12-05,-12,Theft
664,423,2023-12-23,-1,Damage
204,531,2024-01-19,-10,Expiration
527,408,2024-12-06,-10,Other
538,372,2025-03-15,-12,Cycle Count Correction
591,688,2024-03-17,-12,Theft
305,709,2023-08-13,-11,Theft
882,896,2022-10-06,-12,Expiration
409,208,2023-06-21,-13,Theft
575,473,2024-09-09,-13,Expiration
790,65,2023-08-29,-7,Cycle Count Correction
305,818,2022-05-02,-3,Damage
613,671,2022-01-26,-10,Damage
664,403,2022-10-31,-8,Expiration
182,513,2024-01-27,-12,Damage
184,967,2024-01-03,-6,Theft
898,379,2023-09-25,7,Cycle Count Correction
555,236,2022-02-06,-12,Damage
83,194,2023-11-20,-8,Expiration
966,1088,2022-04-19,-8,Damage
852,56,2023-11-11,-10,Damage
814,21,2022-03-11,-3,Theft
790,699,2023-04-03,-2,Cycle Count Correction
625,121,2024-06-03,-14,Theft
118,673,2022-10-06,-7,Theft
770,153,2022-11-21,-2,Cycle Count Correction
303,479,2022-05-08,-7,Cycle Count Correction
359,944,2023-12-31,-10,Expiration
269,192,2024-03-28,-5,Theft
341,259,2023-05-13,-14,Cycle Count Correction
227,437,2022-01-01,-2,Damage
204,2,2023-10-21,-12,Theft
270,218,2025-08-13,-4,Expiration
960,216,2022-10-31,-14,Theft
250,777,2022-12-11,-6,Theft
36,429,2024-05-13,-4,Theft
799,889,2024-01-14,-8,Expiration
443,1079,2023-03-02,-12,Theft
254,214,2025-09-25,-12,Theft
36,70,2022-08-09,-1,Damage
630,38,2021-11-14,-1,Other
491,906,2023-04-04,-1,Damage
508,444,2023-10-04,-1,Expiration
611,770,2025-08-12,1,Cycle Count Correction
96,80,2025-05-25,-10,Expiration
70,940,2025-10-10,-6,Expiration
440,821,2022-10-13,-14,Theft
866,571,2025-10-07,2,Cycle Count Correction
83,58,2023-09-15,-2,Cycle Count Correction
661,719,2022-08-01,-6,Cycle Count Correction
818,587,2022-01-13,-9,Theft
819,478,2021-10-02,-13,Cycle Count Correction
584,988,2022-12-23,-6,Cycle Count Correction
383,831,2022-10-02,-1,Damage
953,711,2023-04-29,-10,Other
641,392,2021-10-30,-11,Other
657,998,2022-11-26,-4,Theft
122,665,2024-04-17,-11,Damage
27,166,2023-05-03,-6,Theft
200,237,2022-10-14,-6,Damage
897,1022,2025-09-17,-12,Damage
355,836,2022-02-10,-4,Theft
819,802,2024-03-01,-10,Theft
83,90,2024-02-08,-10,Theft
719,476,2024-04-13,-1,Theft
34,34,2024-04-26,-7,Expiration
417,870,2025-04-14,-1,Theft
464,276,2023-12-17,-5,Damage
58,463,2022-02-09,-6,Damage
201,800,2025-01-23,-13,Damage
508,757,2023-07-27,-13,Damage
402,766,2025-05-01,-3,Expiration
661,408,2023-05-31,-12,Theft
893,529,2024-08-05,-6,Damage
831,406,2024-07-29,-8,Expiration
27,474,2024-05-28,-8,Damage
164,699,2024-03-11,-9,Damage
443,831,2025-01-28,-6,Theft
870,478,2023-09-13,-7,Theft
531,91,2025-08-27,-1,Damage
83,614,2021-09-13,-2,Theft
984,13,2022-01-14,-14,Theft
981,793,2024-10-04,-11,Damage
164,400,2021-09-03,-4,Damage
647,418,2024-08-13,-9,Cycle Count Correction
902,624,2021-09-05,-12,Cycle Count Correction
409,235,2025-08-25,-14,Theft
561,1000,2025-07-20,-14,Expiration
788,863,2023-08-10,-11,Cycle Count Correction
316,261,2022-12-21,-1,Damage
766,1034,2022-07-24,1,Cycle Count Correction
874,277,2025-01-22,-7,Theft
149,274,2025-03-08,-3,Cycle Count Correction
149,268,2022-07-13,-3,Damage
327,346,2025-05-30,-11,Theft
647,379,2023-10-12,-8,Theft
790,534,2022-04-21,-5,Theft
383,434,2023-12-11,-4,Damage
942,188,2022-07-31,-10,Cycle Count Correction
874,934,2022-05-31,14,Cycle Count Correction
674,798,2024-12-30,-10,Expiration
725,163,2024-10-07,-5,Theft
305,825,2023-03-26,-5,Expiration
932,647,2024-12-08,-1,Damage
285,520,2023-12-31,-8,Theft
538,424,2025-01-16,-2,Cycle Count Correction
555,900,2025-08-27,-7,Theft
394,1008,2022-09-02,-1,Damage
801,342,2025-06-07,13,Cycle Count Correction
973,414,2022-02-01,-14,Damage
874,337,2024-11-13,-12,Theft
550,829,2021-11-05,-9,Theft
561,517,2023-03-11,-6,Other
108,795,2022-03-18,10,Cycle Count Correction
813,869,2025-02-19,-5,Damage
285,881,2024-06-08,-13,Cycle Count Correction
473,916,2023-01-26,-13,Cycle Count Correction
367,966,2024-06-05,-7,Cycle Count Correction
594,732,2024-12-13,-1,Cycle Count Correction
911,36,2022-11-17,-14,Other
664,719,2023-05-27,-14,Expiration
657,131,2024-03-09,-13,Theft
538,126,2022-04-12,-8,Damage
674,181,2022-08-26,-12,Theft
806,1020,2024-04-30,-5,Theft
84,213,2025-08-31,-7,Cycle Count Correction
659,866,2025-05-31,-5,Damage
815,980,2022-04-24,-4,Damage
725,187,2021-12-04,-4,Damage
889,1078,2025-09-17,-6,Theft
502,444,2025-07-04,-7,Damage
204,985,2023-03-02,-9,Theft
247,940,2023-09-13,-7,Damage
108,707,2021-09-20,-12,Damage
992,379,2025-09-23,-1,Expiration
949,1050,2022-03-08,-4,Expiration
500,608,2023-05-17,-11,Cycle Count Correction
713,995,2023-08-25,-9,Damage
818,103,2022-09-29,-9,Theft
571,918,2023-06-06,-14,Expiration
209,594,2023-05-12,-3,Damage
355,470,2021-09-27,12,Cycle Count Correction
438,817,2021-12-10,-9,Cycle Count Correction
575,650,2022-02-24,-14,Theft
992,510,2022-04-17,-9,Theft
661,356,2022-05-13,-14,Theft
625,125,2024-04-12,-9,Theft
70,109,2025-04-06,-10,Theft
972,417,2022-07-25,-5,Theft
557,310,2021-12-14,-13,Theft
491,300,2022-03-31,-8,Damage
360,373,2022-04-21,-13,Damage
911,289,2024-05-26,-9,Expiration
557,740,2022-06-27,-2,Cycle Count Correction
8,482,2024-12-11,-14,Expiration
241,769,2024-12-30,-1,Damage
270,565,2025-07-01,-12,Damage
974,451,2022-09-02,5,Cycle Count Correction
788,743,2021-09-28,-9,Theft
50,704,2024-03-23,12,Cycle Count Correction
809,115,2022-05-08,-13,Theft
966,871,2021-09-24,-9,Theft
425,784,2022-07-25,-14,Theft
972,733,2022-07-06,5,Cycle Count Correction
118,557,2023-06-03,-2,Other
177,148,2024-07-04,10,Cycle Count Correction
576,730,2025-02-15,-4,Theft
355,335,2023-05-03,-10,Damage
953,714,2023-01-06,-8,Theft
367,774,2023-12-30,-9,Other
770,868,2023-03-12,-8,Expiration
321,69,2024-08-19,-7,Theft
200,968,2024-05-11,-10,Expiration
182,460,2025-01-13,-14,Theft
869,803,2021-12-15,8,Cycle Count Correction
561,458,2022-04-08,13,Cycle Count Correction
129,1091,2023-07-12,-10,Other
885,546,2024-12-03,-12,Theft
578,642,2023-06-06,-5,Theft
96,103,2022-09-02,-9,Theft
821,191,2023-06-04,-1,Cycle Count Correction
281,163,2025-06-01,-4,Other
674,316,2024-03-16,7,Cycle Count Correction
170,942,2024-05-10,-12,Damage
450,449,2023-01-05,-2,Theft
375,130,2022-03-09,-14,Cycle Count Correction
149,979,2024-12-26,-11,Theft
561,53,2024-11-22,-1,Theft
992,318,2025-10-08,-10,Damage
241,534,2024-01-17,1,Cycle Count Correction
591,662,2022-05-15,-10,Theft
674,317,2024-05-30,5,Cycle Count Correction
209,399,2023-11-07,-8,Theft
902,1016,2024-11-30,-12,Expiration
36,1061,2021-12-09,-6,Theft
821,278,2025-03-15,-3,Damage
705,1043,2025-05-15,-1,Damage
417,876,2024-03-11,-5,Theft
227,861,2024-06-12,-3,Theft
922,668,2023-09-05,-12,Expiration
578,437,2025-06-25,-2,Damage
561,273,2023-03-19,-8,Theft
359,795,2022-05-25,-9,Expiration
199,252,2022-04-17,-5,Theft
992,674,2022-03-03,-11,Theft
974,746,2023-08-28,-14,Damage
50,39,2024-07-19,-7,Damage
400,756,2024-12-01,-4,Cycle Count Correction
806,818,2023-07-16,13,Cycle Count Correction
212,238,2024-08-30,-13,Theft
305,263,2023-05-27,-3,Damage
178,573,2022-11-17,-7,Theft
502,562,2023-10-10,-3,Theft
932,103,2022-02-12,-9,Expiration
201,197,2024-12-28,-8,Theft
50,460,2022-01-09,-7,Theft
204,344,2025-02-14,-10,Cycle Count Correction
889,490,2025-08-01,-14,Expiration
819,416,2023-06-04,-14,Theft
845,19,2025-09-08,-11,Damage
705,283,2025-01-30,-12,Expiration
227,764,2023-01-15,-3,Theft
544,838,2025-01-31,-2,Theft
71,58,2022-10-01,-1,Damage
953,972,2022-08-05,-14,Damage
821,66,2024-08-03,4,Cycle Count Correction
799,480,2024-06-14,-6,Theft
584,534,2021-09-03,-6,Other
649,423,2024-05-18,-3,Damage
375,370,2023-03-31,14,Cycle Count Correction
500,117,2025-01-04,-6,Theft
118,186,2024-07-20,-3,Theft
314,954,2024-02-04,-4,Expiration
118,644,2024-12-30,-2,Damage
404,500,2023-11-26,-3,Theft
912,972,2023-02-04,-4,Expiration
269,817,2022-01-02,-2,Theft
960,964,2025-03-13,-14,Theft
267,588,2022-04-08,-11,Theft
831,1031,2023-09-08,-12,Damage
821,906,2021-09-19,-9,Other
201,1069,2023-02-27,-10,Theft
16,147,2025-01-28,-5,Damage
909,499,2025-07-30,-2,Damage
67,767,2022-06-03,-10,Expiration
885,236,2024-02-07,-9,Theft
661,955,2024-11-28,6,Cycle Count Correction
341,273,2024-08-04,-1,Theft
508,961,2023-07-04,-7,Theft
647,738,2024-06-15,-2,Damage
615,677,2024-12-16,-10,Theft
768,617,2022-08-05,-12,Cycle Count Correction
425,739,2022-08-13,-5,Damage
538,975,2024-02-02,-10,Damage
960,499,2021-11-10,1,Cycle Count Correction
34,467,2023-05-29,-1,Theft
409,271,2022-11-29,-11,Theft
402,1024,2023-05-08,-13,Theft
659,874,2022-01-17,-8,Damage
321,301,2022-06-13,-9,Theft
531,179,2022-06-01,7,Cycle Count Correction
222,791,2022-03-26,-6,Other
222,399,2021-12-11,-5,Expiration
784,95,2023-01-17,-4,Cycle Count Correction
417,231,2024-05-14,-1,Damage
201,656,2024-08-28,-10,Theft
719,395,2021-09-19,5,Cycle Count Correction
717,876,2022-09-23,-3,Cycle Count Correction
360,379,2021-11-26,-11,Theft
555,916,2025-05-12,-11,Cycle Count Correction
360,975,2023-01-01,-13,Other
296,182,2022-12-18,-4,Expiration
713,402,2024-08-25,-5,Theft
984,413,2022-09-21,2,Cycle Count Correction
895,639,2023-12-04,-2,Damage
625,115,2023-04-18,-5,Damage
870,340,2025-01-27,-3,Theft
974,1016,2024-01-27,13,Cycle Count Correction
537,55,2022-03-11,-14,Damage
615,1085,2024-06-15,-4,Theft
945,951,2024-06-17,-9,Cycle Count Correction
960,625,2022-04-02,-13,Theft
932,848,2023-06-03,-4,Damage
12,482,2022-08-14,-2,Theft
296,247,2025-08-15,-5,Theft
129,83,2025-09-27,6,Cycle Count Correction
866,741,2025-02-17,-3,Other
610,632,2025-02-13,-14,Other
491,983,2023-09-08,-11,Expiration
659,656,2024-04-22,-14,Other
669,78,2023-04-16,-14,Theft
674,911,2025-04-01,-3,Theft
911,492,2025-03-30,-4,Theft
925,417,2023-03-23,-7,Expiration
809,1020,2024-03-23,-14,Damage
199,591,2022-11-06,-10,Expiration
611,834,2023-07-31,-6,Expiration
664,896,2024-05-12,-2,Theft
537,517,2024-09-08,-13,Damage
199,855,2022-06-26,-8,Expiration
288,499,2022-02-13,-10,Cycle Count Correction
979,261,2023-08-23,-7,Expiration
56,906,2024-05-25,-13,Theft
16,97,2022-10-31,-1,Other
611,1041,2025-02-11,-6,Damage
882,428,2022-08-01,2,Cycle Count Correction
209,826,2024-05-21,-12,Damage
801,469,2025-08-13,-9,Cycle Count Correction
409,395,2025-05-18,-14,Damage
942,329,2024-04-12,-10,Theft
687,598,2024-02-15,-9,Theft
958,374,2024-09-01,-6,Cycle Count Correction
267,382,2021-10-03,-5,Damage
538,695,2024-06-09,-1,Expiration
16,599,2022-11-03,-4,Theft
858,709,2022-06-28,-1,Cycle Count Correction
788,836,2023-10-16,-5,Damage
895,586,2023-10-15,-7,Theft
799,1028,2023-10-15,-4,Theft
39,237,2021-12-21,-12,Theft
557,381,2025-06-17,-14,Expiration
845,1068,2024-08-18,-11,Theft
909,468,2024-02-21,-7,Cycle Count Correction
799,778,2023-02-19,-11,Theft
8,51,2025-01-14,-12,Damage
227,304,2024-05-26,-6,Damage
902,302,2023-06-03,-1,Theft
847,587,2025-03-20,-4,Damage
847,453,2025-04-22,-14,Expiration
571,601,2024-04-30,-13,Damage
897,222,2025-07-07,-6,Damage
584,226,2022-07-13,-14,Cycle Count Correction
129,163,2024-06-26,-10,Damage
440,585,2025-07-05,-2,Theft
898,74,2023-02-06,-13,Cycle Count Correction
895,260,2021-10-30,-14,Damage
164,933,2024-07-02,-12,Damage
664,865,2022-03-11,-13,Damage
818,154,2021-11-14,-14,Expiration
177,788,2021-08-27,-4,Damage
250,55,2022-04-16,-14,Damage
885,323,2025-02-28,-4,Theft
177,643,2022-04-26,-12,Other
945,341,2023-01-01,3,Cycle Count Correction
527,178,2025-07-11,-1,Other
267,1058,2023-02-08,-8,Damage
267,277,2022-01-14,-9,Theft
303,941,2021-11-02,7,Cycle Count Correction
893,81,2024-02-06,-12,Theft
567,441,2023-12-01,-12,Theft
974,977,2022-07-25,-10,Theft
89,717,2023-11-11,-13,Expiration
425,670,2025-06-08,-13,Cycle Count Correction
425,275,2025-04-29,-13,Theft
575,618,2024-12-16,-4,Theft
932,55,2025-01-11,-2,Damage
450,666,2025-05-19,-7,Theft
525,231,2025-09-18,-10,Theft
869,1043,2023-09-06,-14,Cycle Count Correction
204,31,2021-10-25,8,Cycle Count Correction
21,212,2022-02-13,-7,Theft
889,496,2023-11-27,-13,Damage
383,368,2024-10-15,14,Cycle Count Correction
763,1058,2025-02-04,-13,Damage
897,15,2023-07-21,-4,Damage
222,677,2024-02-08,-7,Theft
717,125,2025-03-20,-3,Cycle Count Correction
443,698,2024-04-27,-7,Expiration
305,977,2022-06-12,-6,Expiration
178,483,2023-11-12,-2,Other
296,599,2022-03-20,-7,Cycle Count Correction
321,815,2024-02-01,-4,Theft
893,852,2023-11-17,-1,Cycle Count Correction
603,819,2022-08-01,1,Cycle Count Correction
360,310,2022-06-19,-2,Expiration
870,876,2022-02-20,-2,Cycle Count Correction
21,817,2025-09-02,-1,Damage
440,776,2021-09-11,-12,Theft
661,1000,2025-10-02,-4,Cycle Count Correction
610,415,2024-05-20,-13,Damage
912,574,2025-01-09,-6,Damage
19,1048,2022-04-13,-6,Expiration
758,36,2022-09-03,-13,Cycle Count Correction
866,674,2021-11-19,-4,Theft
717,361,2022-12-18,-12,Theft
889,866,2025-08-07,-2,Damage
571,22,2025-09-24,-13,Cycle Count Correction
966,51,2022-10-22,1,Cycle Count Correction
316,326,2024-04-16,-14,Theft
318,260,2021-08-31,-8,Theft
615,304,2022-04-07,-3,Cycle Count Correction
845,900,2025-01-07,9,Cycle Count Correction
367,528,2022-01-20,-8,Theft
314,602,2024-07-28,-8,Theft
19,538,2023-12-31,-14,Theft
50,136,2021-09-29,-6,Expiration
71,89,2024-03-19,-2,Theft
341,895,2024-05-04,-1,Cycle Count Correction
641,494,2023-01-17,-7,Cycle Count Correction
911,438,2022-09-10,4,Cycle Count Correction
355,5,2022-07-10,-9,Expiration
204,203,2025-01-27,-10,Theft
58,969,2023-06-09,-3,Theft
845,697,2022-07-21,-9,Damage
21,873,2022-05-13,-10,Theft
436,946,2024-07-29,-11,Theft
758,52,2024-03-14,-7,Theft
115,151,2024-10-04,8,Cycle Count Correction
858,690,2024-08-16,-9,Theft
360,306,2022-07-23,-4,Theft
269,294,2025-08-10,-14,Theft
209,19,2024-09-13,-3,Other
36,122,2024-03-23,-3,Damage
888,747,2024-03-05,-6,Theft
912,335,2024-09-03,-2,Cycle Count Correction
925,186,2022-09-16,-13,Damage
649,985,2021-12-21,-5,Theft
89,872,2024-09-12,-6,Expiration
12,716,2022-12-01,-5,Theft
979,386,2025-02-22,-6,Cycle Count Correction
318,970,2025-03-25,-8,Damage
882,30,2022-04-30,-12,Theft
531,85,2022-10-12,4,Cycle Count Correction
267,389,2025-05-10,-11,Cycle Count Correction
557,294,2024-08-02,-9,Theft
717,735,2023-03-08,-10,Damage
58,610,2024-07-19,-10,Cycle Count Correction
525,746,2024-07-14,-3,Expiration
9999,481,2025-06-18,-4,Theft
12,44,2023-06-07,-14,Damage
610,796,2022-02-16,-5,Expiration
334,532,2022-01-26,-9,Damage
669,579,2025-01-07,-8,Damage
56,237,2024-08-27,-6,Damage
911,21,2023-05-18,-9,Expiration
974,981,2022-05-16,-13,Other
809,996,2023-06-26,14,Cycle Count Correction
594,541,2023-06-14,-1,Theft
71,993,2025-05-18,-7,Damage
527,653,2024-07-28,-14,Expiration
845,481,2025-07-08,-11,Cycle Count Correction
178,358,2025-09-09,-8,Theft
784,1087,2025-01-04,-6,Other
33,1069,2022-07-15,-14,Theft
555,1089,2024-05-21,-4,Damage
815,380,2023-10-17,-3,Cycle Count Correction
27,537,2025-05-29,-11,Other
557,862,2025-09-03,-3,Theft
417,850,2022-01-14,-3,Damage
908,222,2024-06-14,1,Cycle Count Correction
953,736,2024-12-29,-2,Cycle Count Correction
455,951,2024-11-23,-2,Theft
170,263,2025-06-10,-5,Expiration
359,866,2023-10-17,-3,Damage
129,561,2024-07-23,9,Cycle Count Correction
912,130,2023-12-03,-3,Theft
527,140,2022-12-14,-9,Damage
584,925,2023-01-21,-11,Expiration
713,404,2024-12-30,-5,Damage
818,382,2022-06-17,-6,Expiration
847,806,2023-11-11,-12,Damage
164,101,2024-10-25,-10,Theft
341,338,2023-08-23,-1,Theft
818,98,2023-06-24,4,Cycle Count Correction
885,344,2025-05-29,-11,Expiration
852,446,2023-06-20,-1,Damage
795,641,2021-11-03,-11,Theft
400,165,2025-07-13,-4,Cycle Count Correction
417,1041,2025-03-25,-4,Theft
334,165,2025-08-16,-7,Damage
250,31,2022-06-14,-11,Other
960,567,2025-01-23,-3,Damage
200,423,2021-09-25,-14,Damage
21,454,2022-02-08,-4,Damage
324,319,2022-07-13,-14,Expiration
288,770,2024-04-03,-6,Damage
768,194,2022-01-31,-8,Damage
250,895,2024-03-30,-8,Damage
27,117,2023-01-08,-6,Theft
555,194,2023-04-29,-2,Expiration
502,361,2024-05-20,-13,Damage
806,981,2023-02-18,12,Cycle Count Correction
178,511,2023-06-21,-12,Expiration
24,1058,2025-08-14,-5,Theft
58,99,2024-10-14,13,Cycle Count Correction
641,853,2024-02-28,-9,Other
425,913,2024-08-26,-3,Expiration
83,269,2025-08-16,-11,Expiration
613,1000,2024-02-08,-1,Expiration
67,377,2023-06-20,-5,Theft
450,603,2022-06-24,-2,Expiration
974,696,2025-07-09,-2,Damage
500,883,2025-08-21,-12,Cycle Count Correction
178,411,2022-12-14,-12,Theft
222,881,2024-03-01,-3,Theft
567,275,2022-10-23,-7,Damage
440,676,2023-11-19,-13,Other
852,729,2025-02-18,-10,Expiration
806,478,2024-05-16,-10,Theft
613,1066,2024-01-09,-11,Cycle Count Correction
531,673,2023-11-09,-2,Damage
858,335,2022-09-18,-13,Theft
27,911,2025-07-23,-9,Damage
932,124,2022-04-09,-1,Expiration
674,313,2021-10-06,11,Cycle Count Correction
70,1059,2024-12-26,-14,Damage
