Date Key,Traffic Source,Web Visits
2022-09-27,Social,936
2022-09-28,Direct,375
2022-09-28,Email,42
2022-09-28,Organic Search,977
2022-09-28,Paid Search,511
2022-09-28,Referral,386
2022-09-28,Social,452
2022-09-29,Direct,647
2022-09-29,Email,158
2022-09-29,Organic Search,854
2022-09-29,Paid Search,652
2022-09-29,Referral,182
2022-09-29,Social,287
2022-09-30,Direct,269
2022-09-30,Email,97
2022-09-30,Organic Search,1123
2022-09-30,Paid Search,247
2022-09-30,Referral,250
2022-09-30,Social,484
2022-10-01,Direct,373
2022-10-01,Email,20
2022-10-01,Organic Search,804
2022-10-01,Paid Search,376
2022-10-01,Referral,406
2022-10-01,Social,336
2022-10-02,Direct,261
2022-10-02,Email,120
2022-10-02,Organic Search,779
2022-10-02,Paid Search,644
2022-10-02,Referral,98
2022-10-02,Social,646
2022-10-03,Direct,101
2022-10-03,Email,241
2022-10-03,Organic Search,564
2022-10-03,Paid Search,319
2022-10-03,Referral,186
2022-10-03,Social,556
2022-10-04,Direct,334
2022-10-04,Email,331
2022-10-04,Organic Search,787
2022-10-04,Paid Search,500
2022-10-04,Referral,20
2022-10-04,Social,580
2022-10-05,Direct,604
2022-10-05,Email,198
2022-10-05,Organic Search,534
2022-10-05,Paid Search,1050
2022-10-05,Referral,76
2022-10-05,Social,391
2022-10-06,Direct,705
2022-10-06,Email,124
2022-10-06,Organic Search,345
2022-10-06,Paid Search,857
2022-10-06,Referral,77
2022-10-06,Social,433
2022-10-07,Direct,243
2022-10-07,Email,194
2022-10-07,Organic Search,1071
2022-10-07,Paid Search,898
2022-10-07,Referral,67
2022-10-07,Social,227
2022-10-08,Direct,383
2022-10-08,Email,63
2022-10-08,Organic Search,704
2022-10-08,Paid Search,571
2022-10-08,Referral,30
2022-10-08,Social,389
2022-10-09,Direct,419
2022-10-09,Email,94
2022-10-09,Organic Search,1114
2022-10-09,Paid Search,496
2022-10-09,Referral,86
2022-10-09,Social,446
2022-10-10,Direct,382
2022-10-10,Email,178
2022-10-10,Organic Search,895
2022-10-10,Paid Search,481
2022-10-10,Referral,174
2022-10-10,Social,1033
2022-10-11,Direct,322
2022-10-11,Email,179
2022-10-11,Organic Search,647
2022-10-11,Paid Search,664
2022-10-11,Referral,251
2022-10-11,Social,899
2022-10-12,Direct,366
2022-10-12,Email,251
2022-10-12,Organic Search,898
2022-10-12,Paid Search,331
2022-10-12,Referral,145
2022-10-12,Social,634
2022-10-13,Direct,239
2022-10-13,Email,43
2022-10-13,Organic Search,612
2022-10-13,Paid Search,1130
2022-10-13,Referral,181
2022-10-13,Social,386
2022-10-14,Direct,334
2022-10-14,Email,256
2022-10-14,Organic Search,519
2022-10-14,Paid Search,445
2022-10-14,Referral,221
2022-10-14,Social,980
2022-10-15,Direct,350
2022-10-15,Email,61
2022-10-15,Organic Search,958
2022-10-15,Paid Search,536
2022-10-15,Referral,49
2022-10-15,Social,733
2022-10-16,Direct,434
2022-10-16,Email,31
2022-10-16,Organic Search,436
2022-10-16,Paid Search,371
2022-10-16,Referral,67
2022-10-16,Social,510
2022-10-17,Direct,223
2022-10-17,Email,66
2022-10-17,Organic Search,492
2022-10-17,Paid Search,418
2022-10-17,Referral,97
2022-10-17,Social,484
2022-10-18,Direct,429
2022-10-18,Email,141
2022-10-18,Organic Search,1157
2022-10-18,Paid Search,784
2022-10-18,Referral,102
2022-10-18,Social,443
2022-10-19,Direct,460
2022-10-19,Email,86
2022-10-19,Organic Search,520
2022-10-19,Paid Search,516
2022-10-19,Referral,99
2022-10-19,Social,510
2022-10-20,Direct,313
2022-10-20,Email,92
2022-10-20,Organic Search,759
2022-10-20,Paid Search,562
2022-10-20,Referral,343
2022-10-20,Social,630
2022-10-21,Direct,398
2022-10-21,Email,240
2022-10-21,Organic Search,767
2022-10-21,Paid Search,393
2022-10-21,Referral,497
2022-10-21,Social,601
2022-10-22,Direct,295
2022-10-22,Email,150
2022-10-22,Organic Search,767
2022-10-22,Paid Search,887
2022-10-22,Referral,101
2022-10-22,Social,714
2022-10-23,Direct,332
2022-10-23,Email,168
2022-10-23,Organic Search,327
2022-10-23,Paid Search,492
2022-10-23,Referral,272
2022-10-23,Social,1187
2022-10-24,Direct,269
2022-10-24,Email,90
2022-10-24,Organic Search,665
2022-10-24,Paid Search,517
2022-10-24,Referral,31
2022-10-24,Social,764
2022-10-25,Direct,232
2022-10-25,Email,61
2022-10-25,Organic Search,636
2022-10-25,Paid Search,821
2022-10-25,Referral,141
2022-10-25,Social,984
2022-10-26,Direct,328
2022-10-26,Email,191
2022-10-26,Organic Search,614
2022-10-26,Paid Search,790
2022-10-26,Referral,106
2022-10-26,Social,555
2022-10-27,Direct,266
2022-10-27,Email,212
2022-10-27,Organic Search,542
2022-10-27,Paid Search,681
2022-10-27,Referral,128
2022-10-27,Social,387
2022-10-28,Direct,491
2022-10-28,Email,36
2022-10-28,Organic Search,757
2022-10-28,Paid Search,480
2022-10-28,Referral,256
2022-10-28,Social,339
2022-10-29,Direct,396
2022-10-29,Email,66
2022-10-29,Organic Search,618
2022-10-29,Paid Search,570
2022-10-29,Referral,75
2022-10-29,Social,516
2022-10-30,Direct,286
2022-10-30,Email,146
2022-10-30,Organic Search,601
2022-10-30,Paid Search,643
2022-10-30,Referral,172
2022-10-30,Social,519
2022-10-31,Direct,297
2022-10-31,Email,75
2022-10-31,Organic Search,1055
2022-10-31,Paid Search,894
2022-10-31,Referral,40
2022-10-31,Social,939
2022-11-01,Direct,312
2022-11-01,Email,153
2022-11-01,Organic Search,1205
2022-11-01,Paid Search,687
2022-11-01,Referral,192
2022-11-01,Social,268
2022-11-02,Direct,349
2022-11-02,Email,81
2022-11-02,Organic Search,596
2022-11-02,Paid Search,1075
2022-11-02,Referral,106
2022-11-02,Social,551
2022-11-03,Direct,401
2022-11-03,Email,171
2022-11-03,Organic Search,500
2022-11-03,Paid Search,364
2022-11-03,Referral,217
2022-11-03,Social,859
2022-11-04,Direct,283
2022-11-04,Email,212
2022-11-04,Organic Search,430
2022-11-04,Paid Search,808
2022-11-04,Referral,102
2022-11-04,Social,935
2022-11-05,Direct,371
2022-11-05,Email,101
2022-11-05,Organic Search,803
2022-11-05,Paid Search,565
2022-11-05,Referral,208
2022-11-05,Social,518
2022-11-06,Direct,302
2022-11-06,Email,116
2022-11-06,Organic Search,725
2022-11-06,Paid Search,465
2022-11-06,Referral,86
2022-11-06,Social,1106
2022-11-07,Direct,187
2022-11-07,Email,43
2022-11-07,Organic Search,720
2022-11-07,Paid Search,595
2022-11-07,Referral,214
2022-11-07,Social,575
2022-11-08,Direct,475
2022-11-08,Email,153
2022-11-08,Organic Search,525
2022-11-08,Paid Search,210
2022-11-08,Referral,39
2022-11-08,Social,1057
2022-11-09,Direct,376
2022-11-09,Email,166
2022-11-09,Organic Search,700
2022-11-09,Paid Search,674
2022-11-09,Referral,298
2022-11-09,Social,440
2022-11-10,Direct,382
2022-11-10,Email,187
2022-11-10,Organic Search,491
2022-11-10,Paid Search,288
2022-11-10,Referral,279
2022-11-10,Social,169
2022-11-11,Direct,279
2022-11-11,Email,34
2022-11-11,Organic Search,554
2022-11-11,Paid Search,400
2022-11-11,Referral,399
2022-11-11,Social,440
2022-11-12,Direct,320
2022-11-12,Email,90
2022-11-12,Organic Search,524
2022-11-12,Paid Search,638
2022-11-12,Referral,74
2022-11-12,Social,359
2022-11-13,Direct,288
2022-11-13,Email,118
2022-11-13,Organic Search,957
2022-11-13,Paid Search,685
2022-11-13,Referral,90
2022-11-13,Social,427
2022-11-14,Direct,206
2022-11-14,Email,45
2022-11-14,Organic Search,763
2022-11-14,Paid Search,346
2022-11-14,Referral,83
2022-11-14,Social,763
2022-11-15,Direct,331
2022-11-15,Email,64
2022-11-15,Organic Search,962
2022-11-15,Paid Search,324
2022-11-15,Referral,80
2022-11-15,Social,288
2022-11-16,Direct,645
2022-11-16,Email,78
2022-11-16,Organic Search,1121
2022-11-16,Paid Search,442
2022-11-16,Referral,83
2022-11-16,Social,258
2022-11-17,Direct,524
2022-11-17,Email,115
2022-11-17,Organic Search,732
2022-11-17,Paid Search,279
2022-11-17,Referral,182
2022-11-17,Social,511
2022-11-18,Direct,484
2022-11-18,Email,223
2022-11-18,Organic Search,787
2022-11-18,Paid Search,118
2022-11-18,Referral,158
2022-11-18,Social,273
2022-11-19,Direct,347
2022-11-19,Email,49
2022-11-19,Organic Search,624
2022-11-19,Paid Search,395
2022-11-19,Referral,121
2022-11-19,Social,648
2022-11-20,Direct,182
2022-11-20,Email,205
2022-11-20,Organic Search,412
2022-11-20,Paid Search,308
2022-11-20,Referral,280
2022-11-20,Social,250
2022-11-21,Direct,256
2022-11-21,Email,115
2022-11-21,Organic Search,676
2022-11-21,Paid Search,537
2022-11-21,Referral,473
2022-11-21,Social,155
2022-11-22,Direct,280
2022-11-22,Email,68
2022-11-22,Organic Search,623
2022-11-22,Paid Search,411
2022-11-22,Referral,51
2022-11-22,Social,508
2022-11-23,Direct,417
2022-11-23,Email,138
2022-11-23,Organic Search,907
2022-11-23,Paid Search,876
2022-11-23,Referral,168
2022-11-23,Social,330
2022-11-24,Direct,307
2022-11-24,Email,106
2022-11-24,Organic Search,884
2022-11-24,Paid Search,481
2022-11-24,Referral,91
2022-11-24,Social,797
2022-11-25,Direct,558
2022-11-25,Email,76
2022-11-25,Organic Search,744
2022-11-25,Paid Search,522
2022-11-25,Referral,305
2022-11-25,Social,349
2022-11-26,Direct,298
2022-11-26,Email,252
2022-11-26,Organic Search,224
2022-11-26,Paid Search,824
2022-11-26,Referral,115
2022-11-26,Social,834
2022-11-27,Direct,262
2022-11-27,Email,84
2022-11-27,Organic Search,617
2022-11-27,Paid Search,573
2022-11-27,Referral,27
2022-11-27,Social,422
2022-11-28,Direct,428
2022-11-28,Email,72
2022-11-28,Organic Search,998
2022-11-28,Paid Search,944
2022-11-28,Referral,165
2022-11-28,Social,804
2022-11-29,Direct,223
2022-11-29,Email,90
2022-11-29,Organic Search,895
2022-11-29,Paid Search,489
2022-11-29,Referral,93
2022-11-29,Social,264
2022-11-30,Direct,485
2022-11-30,Email,142
2022-11-30,Organic Search,523
2022-11-30,Paid Search,497
2022-11-30,Referral,102
2022-11-30,Social,663
2022-12-01,Direct,216
2022-12-01,Email,68
2022-12-01,Organic Search,752
2022-12-01,Paid Search,815
2022-12-01,Referral,45
2022-12-01,Social,617
2022-12-02,Direct,384
2022-12-02,Email,243
2022-12-02,Organic Search,702
2022-12-02,Paid Search,497
2022-12-02,Referral,108
2022-12-02,Social,671
2022-12-03,Direct,295
2022-12-03,Email,174
2022-12-03,Organic Search,1164
2022-12-03,Paid Search,717
2022-12-03,Referral,84
2022-12-03,Social,490
2022-12-04,Direct,238
2022-12-04,Email,127
2022-12-04,Organic Search,643
2022-12-04,Paid Search,531
2022-12-04,Referral,132
2022-12-04,Social,256
2022-12-05,Direct,505
2022-12-05,Email,197
2022-12-05,Organic Search,500
2022-12-05,Paid Search,958
2022-12-05,Referral,127
2022-12-05,Social,333
2022-12-06,Direct,251
2022-12-06,Email,48
2022-12-06,Organic Search,886
2022-12-06,Paid Search,670
2022-12-06,Referral,182
2022-12-06,Social,900
2022-12-07,Direct,434
2022-12-07,Email,194
2022-12-07,Organic Search,873
2022-12-07,Paid Search,702
2022-12-07,Referral,326
2022-12-07,Social,123
2022-12-08,Direct,248
2022-12-08,Email,50
2022-12-08,Organic Search,1134
2022-12-08,Paid Search,715
2022-12-08,Referral,114
2022-12-08,Social,499
2022-12-09,Direct,301
2022-12-09,Email,147
2022-12-09,Organic Search,486
2022-12-09,Paid Search,929
2022-12-09,Referral,35
2022-12-09,Social,189
2022-12-10,Direct,279
2022-12-10,Email,72
2022-12-10,Organic Search,650
2022-12-10,Paid Search,314
2022-12-10,Referral,155
2022-12-10,Social,296
2022-12-11,Direct,368
2022-12-11,Email,47
2022-12-11,Organic Search,1018
2022-12-11,Paid Search,386
2022-12-11,Referral,75
2022-12-11,Social,356
2022-12-12,Direct,362
2022-12-12,Email,84
2022-12-12,Organic Search,806
2022-12-12,Paid Search,524
2022-12-12,Referral,25
2022-12-12,Social,312
2022-12-13,Direct,465
2022-12-13,Email,20
2022-12-13,Organic Search,1329
2022-12-13,Paid Search,472
2022-12-13,Referral,44
2022-12-13,Social,788
2022-12-14,Direct,280
2022-12-14,Email,39
2022-12-14,Organic Search,449
2022-12-14,Paid Search,842
2022-12-14,Referral,107
2022-12-14,Social,217
2022-12-15,Direct,438
2022-12-15,Email,153
2022-12-15,Organic Search,465
2022-12-15,Paid Search,323
2022-12-15,Referral,158
2022-12-15,Social,314
2022-12-16,Direct,258
2022-12-16,Email,77
2022-12-16,Organic Search,534
2022-12-16,Paid Search,438
2022-12-16,Referral,21
2022-12-16,Social,684
2022-12-17,Direct,309
2022-12-17,Email,159
2022-12-17,Organic Search,683
2022-12-17,Paid Search,518
2022-12-17,Referral,139
2022-12-17,Social,723
2022-12-18,Direct,363
2022-12-18,Email,86
2022-12-18,Organic Search,688
2022-12-18,Paid Search,485
2022-12-18,Referral,146
2022-12-18,Social,568
2022-12-19,Direct,283
2022-12-19,Email,126
2022-12-19,Organic Search,741
2022-12-19,Paid Search,443
2022-12-19,Referral,82
2022-12-19,Social,378
2022-12-20,Direct,295
2022-12-20,Email,272
2022-12-20,Organic Search,734
2022-12-20,Paid Search,558
2022-12-20,Referral,57
2022-12-20,Social,684
2022-12-21,Direct,445
2022-12-21,Email,194
2022-12-21,Organic Search,809
2022-12-21,Paid Search,366
2022-12-21,Referral,272
2022-12-21,Social,329
2022-12-22,Direct,232
2022-12-22,Email,145
2022-12-22,Organic Search,733
2022-12-22,Paid Search,456
2022-12-22,Referral,377
2022-12-22,Social,714
2022-12-23,Direct,372
2022-12-23,Email,92
2022-12-23,Organic Search,891
2022-12-23,Paid Search,395
2022-12-23,Referral,227
2022-12-23,Social,581
2022-12-24,Direct,275
2022-12-24,Email,269
2022-12-24,Organic Search,595
2022-12-24,Paid Search,237
2022-12-24,Referral,112
2022-12-24,Social,1328
2022-12-25,Direct,227
2022-12-25,Email,168
2022-12-25,Organic Search,865
2022-12-25,Paid Search,438
2022-12-25,Referral,92
2022-12-25,Social,248
2022-12-26,Direct,163
2022-12-26,Email,64
2022-12-26,Organic Search,565
2022-12-26,Paid Search,1194
2022-12-26,Referral,193
2022-12-26,Social,591
2022-12-27,Direct,175
2022-12-27,Email,226
2022-12-27,Organic Search,908
2022-12-27,Paid Search,1469
2022-12-27,Referral,24
2022-12-27,Social,630
2022-12-28,Direct,386
2022-12-28,Email,135
2022-12-28,Organic Search,974
2022-12-28,Paid Search,652
2022-12-28,Referral,212
2022-12-28,Social,936
2022-12-29,Direct,166
2022-12-29,Email,237
2022-12-29,Organic Search,964
2022-12-29,Paid Search,768
2022-12-29,Referral,122
2022-12-29,Social,747
2022-12-30,Direct,295
2022-12-30,Email,96
2022-12-30,Organic Search,598
2022-12-30,Paid Search,193
2022-12-30,Referral,229
2022-12-30,Social,959
2022-12-31,Direct,303
2022-12-31,Email,82
2022-12-31,Organic Search,933
2022-12-31,Paid Search,570
2022-12-31,Referral,140
2022-12-31,Social,383
2023-01-01,Direct,530
2023-01-01,Email,178
2023-01-01,Organic Search,540
2023-01-01,Paid Search,640
2023-01-01,Referral,33
2023-01-01,Social,454
2023-01-02,Direct,286
2023-01-02,Email,77
2023-01-02,Organic Search,1053
2023-01-02,Paid Search,609
2023-01-02,Referral,208
2023-01-02,Social,858
2023-01-03,Direct,392
2023-01-03,Email,169
2023-01-03,Organic Search,1333
2023-01-03,Paid Search,840
2023-01-03,Referral,152
2023-01-03,Social,572
2023-01-04,Direct,676
2023-01-04,Email,74
2023-01-04,Organic Search,893
2023-01-04,Paid Search,997
2023-01-04,Referral,35
2023-01-04,Social,694
2023-01-05,Direct,304
2023-01-05,Email,300
2023-01-05,Organic Search,603
2023-01-05,Paid Search,339
2023-01-05,Referral,84
2023-01-05,Social,1691
2023-01-06,Direct,370
2023-01-06,Email,82
2023-01-06,Organic Search,1163
2023-01-06,Paid Search,698
2023-01-06,Referral,284
2023-01-06,Social,816
2023-01-07,Direct,327
2023-01-07,Email,188
2023-01-07,Organic Search,944
2023-01-07,Paid Search,877
2023-01-07,Referral,275
2023-01-07,Social,152
2023-01-08,Direct,296
2023-01-08,Email,177
2023-01-08,Organic Search,1314
2023-01-08,Paid Search,411
2023-01-08,Referral,62
2023-01-08,Social,524
2023-01-09,Direct,299
2023-01-09,Email,60
2023-01-09,Organic Search,1169
2023-01-09,Paid Search,616
2023-01-09,Referral,65
2023-01-09,Social,461
2023-01-10,Direct,454
2023-01-10,Email,149
2023-01-10,Organic Search,784
2023-01-10,Paid Search,659
2023-01-10,Referral,315
2023-01-10,Social,1290
2023-01-11,Direct,327
2023-01-11,Email,188
2023-01-11,Organic Search,1716
2023-01-11,Paid Search,497
2023-01-11,Referral,93
2023-01-11,Social,530
2023-01-12,Direct,223
2023-01-12,Email,204
2023-01-12,Organic Search,986
2023-01-12,Paid Search,387
2023-01-12,Referral,367
2023-01-12,Social,244
2023-01-13,Direct,251
2023-01-13,Email,178
2023-01-13,Organic Search,1103
2023-01-13,Paid Search,474
2023-01-13,Referral,185
2023-01-13,Social,287
2023-01-14,Direct,351
2023-01-14,Email,49
2023-01-14,Organic Search,721
2023-01-14,Paid Search,560
2023-01-14,Referral,498
2023-01-14,Social,650
2023-01-15,Direct,252
2023-01-15,Email,105
2023-01-15,Organic Search,1009
2023-01-15,Paid Search,883
2023-01-15,Referral,314
2023-01-15,Social,412
2023-01-16,Direct,492
2023-01-16,Email,199
2023-01-16,Organic Search,1198
2023-01-16,Paid Search,261
2023-01-16,Referral,55
2023-01-16,Social,334
2023-01-17,Direct,603
2023-01-17,Email,81
2023-01-17,Organic Search,1099
2023-01-17,Paid Search,397
2023-01-17,Referral,166
2023-01-17,Social,757
2023-01-18,Direct,406
2023-01-18,Email,226
2023-01-18,Organic Search,1454
2023-01-18,Paid Search,654
2023-01-18,Referral,56
2023-01-18,Social,748
2023-01-19,Direct,601
2023-01-19,Email,291
2023-01-19,Organic Search,1123
2023-01-19,Paid Search,499
2023-01-19,Referral,119
2023-01-19,Social,715
2023-01-20,Direct,527
2023-01-20,Email,111
2023-01-20,Organic Search,993
2023-01-20,Paid Search,430
2023-01-20,Referral,283
2023-01-20,Social,865
2023-01-21,Direct,306
2023-01-21,Email,158
2023-01-21,Organic Search,841
2023-01-21,Paid Search,594
2023-01-21,Referral,283
2023-01-21,Social,855
2023-01-22,Direct,635
2023-01-22,Email,167
2023-01-22,Organic Search,770
2023-01-22,Paid Search,575
2023-01-22,Referral,140
2023-01-22,Social,633
2023-01-23,Direct,544
2023-01-23,Email,203
2023-01-23,Organic Search,491
2023-01-23,Paid Search,416
2023-01-23,Referral,187
2023-01-23,Social,546
2023-01-24,Direct,494
2023-01-24,Email,181
2023-01-24,Organic Search,1058
2023-01-24,Paid Search,409
2023-01-24,Referral,282
2023-01-24,Social,665
2023-01-25,Direct,259
2023-01-25,Email,163
2023-01-25,Organic Search,968
2023-01-25,Paid Search,507
2023-01-25,Referral,300
2023-01-25,Social,854
2023-01-26,Direct,475
2023-01-26,Email,58
2023-01-26,Organic Search,772
2023-01-26,Paid Search,591
2023-01-26,Referral,365
2023-01-26,Social,334
2023-01-27,Direct,344
2023-01-27,Email,76
2023-01-27,Organic Search,1620
2023-01-27,Paid Search,491
2023-01-27,Referral,86
2023-01-27,Social,883
2023-01-28,Direct,243
2023-01-28,Email,219
2023-01-28,Organic Search,765
2023-01-28,Paid Search,437
2023-01-28,Referral,97
2023-01-28,Social,203
2023-01-29,Direct,267
2023-01-29,Email,114
2023-01-29,Organic Search,1199
2023-01-29,Paid Search,877
2023-01-29,Referral,72
2023-01-29,Social,494
2023-01-30,Direct,247
2023-01-30,Email,184
2023-01-30,Organic Search,1400
2023-01-30,Paid Search,849
2023-01-30,Referral,181
2023-01-30,Social,762
2023-01-31,Direct,186
2023-01-31,Email,263
2023-01-31,Organic Search,1036
2023-01-31,Paid Search,935
2023-01-31,Referral,266
2023-01-31,Social,640
2023-02-01,Direct,321
2023-02-01,Email,212
2023-02-01,Organic Search,1006
2023-02-01,Paid Search,462
2023-02-01,Referral,482
2023-02-01,Social,1233
2023-02-02,Direct,302
2023-02-02,Email,85
2023-02-02,Organic Search,1603
2023-02-02,Paid Search,617
2023-02-02,Referral,38
2023-02-02,Social,1068
2023-02-03,Direct,320
2023-02-03,Email,84
2023-02-03,Organic Search,1169
2023-02-03,Paid Search,507
2023-02-03,Referral,176
2023-02-03,Social,359
2023-02-04,Direct,334
2023-02-04,Email,95
2023-02-04,Organic Search,1358
2023-02-04,Paid Search,423
2023-02-04,Referral,191
2023-02-04,Social,501
2023-02-05,Direct,365
2023-02-05,Email,225
2023-02-05,Organic Search,1176
2023-02-05,Paid Search,550
2023-02-05,Referral,43
2023-02-05,Social,886
2023-02-06,Direct,428
2023-02-06,Email,212
2023-02-06,Organic Search,960
2023-02-06,Paid Search,483
2023-02-06,Referral,196
2023-02-06,Social,378
2023-02-07,Direct,1108
2023-02-07,Email,78
2023-02-07,Organic Search,578
2023-02-07,Paid Search,410
2023-02-07,Referral,134
2023-02-07,Social,315
2023-02-08,Direct,374
2023-02-08,Email,101
2023-02-08,Organic Search,390
2023-02-08,Paid Search,659
2023-02-08,Referral,160
2023-02-08,Social,290
2023-02-09,Direct,609
2023-02-09,Email,109
2023-02-09,Organic Search,471
2023-02-09,Paid Search,506
2023-02-09,Referral,131
2023-02-09,Social,1000
2023-02-10,Direct,589
2023-02-10,Email,126
2023-02-10,Organic Search,1201
2023-02-10,Paid Search,620
2023-02-10,Referral,187
2023-02-10,Social,857
2023-02-11,Direct,330
2023-02-11,Email,152
2023-02-11,Organic Search,533
2023-02-11,Paid Search,727
2023-02-11,Referral,268
2023-02-11,Social,239
2023-02-12,Direct,310
2023-02-12,Email,110
2023-02-12,Organic Search,1169
2023-02-12,Paid Search,1075
2023-02-12,Referral,15
2023-02-12,Social,613
2023-02-13,Direct,759
2023-02-13,Email,76
2023-02-13,Organic Search,1328
2023-02-13,Paid Search,346
2023-02-13,Referral,271
2023-02-13,Social,372
2023-02-14,Direct,433
2023-02-14,Email,219
2023-02-14,Organic Search,896
2023-02-14,Paid Search,1111
2023-02-14,Referral,189
2023-02-14,Social,1071
2023-02-15,Direct,427
2023-02-15,Email,74
2023-02-15,Organic Search,940
2023-02-15,Paid Search,979
2023-02-15,Referral,285
2023-02-15,Social,415
2023-02-16,Direct,289
2023-02-16,Email,65
2023-02-16,Organic Search,1351
2023-02-16,Paid Search,801
2023-02-16,Referral,139
2023-02-16,Social,1088
2023-02-17,Direct,597
2023-02-17,Email,142
2023-02-17,Organic Search,837
2023-02-17,Paid Search,1078
2023-02-17,Referral,207
2023-02-17,Social,572
2023-02-18,Direct,348
2023-02-18,Email,97
2023-02-18,Organic Search,1225
2023-02-18,Paid Search,910
2023-02-18,Referral,114
2023-02-18,Social,862
2023-02-19,Direct,232
2023-02-19,Email,136
2023-02-19,Organic Search,1246
2023-02-19,Paid Search,452
2023-02-19,Referral,54
2023-02-19,Social,368
2023-02-20,Direct,326
2023-02-20,Email,140
2023-02-20,Organic Search,1206
2023-02-20,Paid Search,588
2023-02-20,Referral,426
2023-02-20,Social,1101
2023-02-21,Direct,131
2023-02-21,Email,167
2023-02-21,Organic Search,870
2023-02-21,Paid Search,796
2023-02-21,Referral,188
2023-02-21,Social,879
2023-02-22,Direct,361
2023-02-22,Email,240
2023-02-22,Organic Search,1181
2023-02-22,Paid Search,655
2023-02-22,Referral,24
2023-02-22,Social,422
2023-02-23,Direct,685
2023-02-23,Email,123
2023-02-23,Organic Search,1350
2023-02-23,Paid Search,441
2023-02-23,Referral,138
2023-02-23,Social,846
2023-02-24,Direct,252
2023-02-24,Email,120
2023-02-24,Organic Search,1478
2023-02-24,Paid Search,564
2023-02-24,Referral,140
2023-02-24,Social,231
2023-02-25,Direct,361
2023-02-25,Email,91
2023-02-25,Organic Search,1123
2023-02-25,Paid Search,926
2023-02-25,Referral,98
2023-02-25,Social,304
2023-02-26,Direct,264
2023-02-26,Email,168
2023-02-26,Organic Search,690
2023-02-26,Paid Search,696
2023-02-26,Referral,180
2023-02-26,Social,431
2023-02-27,Direct,528
2023-02-27,Email,185
2023-02-27,Organic Search,1058
2023-02-27,Paid Search,431
2023-02-27,Referral,342
2023-02-27,Social,265
2023-02-28,Direct,285
2023-02-28,Email,169
2023-02-28,Organic Search,909
2023-02-28,Paid Search,1056
2023-02-28,Referral,25
2023-02-28,Social,696
2023-03-01,Direct,314
2023-03-01,Email,66
2023-03-01,Organic Search,633
2023-03-01,Paid Search,871
2023-03-01,Referral,81
2023-03-01,Social,847
2023-03-02,Direct,452
2023-03-02,Email,435
2023-03-02,Organic Search,1074
2023-03-02,Paid Search,755
2023-03-02,Referral,371
2023-03-02,Social,327
2023-03-03,Direct,299
2023-03-03,Email,128
2023-03-03,Organic Search,1116
2023-03-03,Paid Search,405
2023-03-03,Referral,96
2023-03-03,Social,1825
2023-03-04,Direct,307
2023-03-04,Email,148
2023-03-04,Organic Search,484
2023-03-04,Paid Search,432
2023-03-04,Referral,159
2023-03-04,Social,1199
2023-03-05,Direct,284
2023-03-05,Email,248
2023-03-05,Organic Search,745
2023-03-05,Paid Search,627
2023-03-05,Referral,228
2023-03-05,Social,451
2023-03-06,Direct,768
2023-03-06,Email,123
2023-03-06,Organic Search,594
2023-03-06,Paid Search,861
2023-03-06,Referral,353
2023-03-06,Social,271
2023-03-07,Direct,432
2023-03-07,Email,248
2023-03-07,Organic Search,418
2023-03-07,Paid Search,677
2023-03-07,Referral,66
2023-03-07,Social,1173
2023-03-08,Direct,329
2023-03-08,Email,275
2023-03-08,Organic Search,1134
2023-03-08,Paid Search,453
2023-03-08,Referral,231
2023-03-08,Social,498
2023-03-09,Direct,155
2023-03-09,Email,212
2023-03-09,Organic Search,1059
2023-03-09,Paid Search,1422
2023-03-09,Referral,80
2023-03-09,Social,309
2023-03-10,Direct,711
2023-03-10,Email,168
2023-03-10,Organic Search,531
2023-03-10,Paid Search,650
2023-03-10,Referral,506
2023-03-10,Social,983
2023-03-11,Direct,605
2023-03-11,Email,92
2023-03-11,Organic Search,935
2023-03-11,Paid Search,657
2023-03-11,Referral,15
2023-03-11,Social,1249
2023-03-12,Direct,217
2023-03-12,Email,56
2023-03-12,Organic Search,1115
2023-03-12,Paid Search,742
2023-03-12,Referral,69
2023-03-12,Social,1295
2023-03-13,Direct,168
2023-03-13,Email,143
2023-03-13,Organic Search,1399
2023-03-13,Paid Search,328
2023-03-13,Referral,346
2023-03-13,Social,196
2023-03-14,Direct,474
2023-03-14,Email,53
2023-03-14,Organic Search,865
2023-03-14,Paid Search,916
2023-03-14,Referral,253
2023-03-14,Social,270
2023-03-15,Direct,440
2023-03-15,Email,228
2023-03-15,Organic Search,1625
2023-03-15,Paid Search,680
2023-03-15,Referral,136
2023-03-15,Social,441
2023-03-16,Direct,658
2023-03-16,Email,108
2023-03-16,Organic Search,1153
2023-03-16,Paid Search,657
2023-03-16,Referral,169
2023-03-16,Social,458
2023-03-17,Direct,571
2023-03-17,Email,172
2023-03-17,Organic Search,720
2023-03-17,Paid Search,392
2023-03-17,Referral,222
2023-03-17,Social,465
2023-03-18,Direct,399
2023-03-18,Email,64
2023-03-18,Organic Search,1025
2023-03-18,Paid Search,523
2023-03-18,Referral,140
2023-03-18,Social,434
2023-03-19,Direct,420
2023-03-19,Email,66
2023-03-19,Organic Search,1100
2023-03-19,Paid Search,709
2023-03-19,Referral,608
2023-03-19,Social,510
2023-03-20,Direct,673
2023-03-20,Email,324
2023-03-20,Organic Search,828
