Product Key,Product Name,Product Type,Product Family,Product Line,Product Group,Product Description,Sku Number,Price,Product Status,Product Notes,Updated At,Updated By,Proposed Price,Vendor Key
247,247-19.5Portable Touch Screen All in,Computers,Computers & Tablets,Desktops,Asus,19.5Portable Touch Screen All in,CT3789850006,151.5,,,2021-06-11 16:58:44,todd@sigmacomputing.com,150.0,1
248,248-21.5Touch Screen All In,Computers,Computers & Tablets,Desktops,Asus,21.5Touch Screen All In,CT9776393587,57.0,,,2021-06-11 16:58:45,todd@sigmacomputing.com,150.0,8
249,249-Inspiron 23.8Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,Inspiron 23.8Touch Screen All In,CT6360680509,162.0,,,2021-06-11 16:58:45,todd@sigmacomputing.com,150.0,8
250,250-Inspiron 23.8All In One,Computers,Computers & Tablets,Desktops,Dell,Inspiron 23.8All In One,CT5679960582,272.5,,,2021-06-11 16:58:46,todd@sigmacomputing.com,150.0,10
251,251-Inspiron 19.5Portable Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,Inspiron 19.5Portable Touch Screen All In,CT2668275292,498.0,,,2021-06-11 16:58:47,todd@sigmacomputing.com,150.0,10
252,252-Inspiron 19.5Portable Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,Inspiron 19.5Portable Touch Screen All In,CT3975392702,288.0,,,,,,1
253,253-19.45All in One,Computers,Computers & Tablets,Desktops,HP,19.45All in One,CT2457288477,304.0,,,,,,1
254,254-Pavilion 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,Pavilion 23Touch Screen All In,CT4698415187,115.0,,,,,,1
255,255-Pavilion 21.5Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,Pavilion 21.5Touch Screen All In,CT7459038985,109.5,,,,,,10
256,256-Pavilion 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,Pavilion 23Touch Screen All In,CT2550360943,4336.0,,,,,,8
257,257-Pavilion 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,Pavilion 23Touch Screen All In,CT7769932574,151.5,,,,,,1
258,258-19.45All In One,Computers,Computers & Tablets,Desktops,HP,19.45All In One,CT5009663409,498.0,,,,,,1
259,259-21.5Touch Screen All In,Computers,Computers & Tablets,Desktops,Lenovo,21.5Touch Screen All In,CT2624354757,382.5,,,,,,1
260,260-21.5All In One,Computers,Computers & Tablets,Desktops,Lenovo,21.5All In One,CT1679660667,235.5,,,,,,1
261,261-21.5All In One,Computers,Computers & Tablets,Desktops,Lenovo,21.5All In One,CT8425344555,146.5,,,,,,8
262,262-ENVY 27Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,ENVY 27Touch Screen All In,CT4639576066,477.0,,,,,,10
263,263-Inspiron 23.8All In One,Computers,Computers & Tablets,Desktops,Dell,Inspiron 23.8All In One,CT2433329599,109.5,,,,,,8
264,"264-27"" iMac® with Retina 5K display   Intel Core i5 (3.2GHz)   8GB Memory",Computers,Computers & Tablets,Desktops,Apple,"27"" iMac® with Retina 5K display   Intel Core i5 (3.2GHz)   8GB Memory",CT5813846456,120.0,,,,,,10
265,265-Inspiron 19.5Portable Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,Inspiron 19.5Portable Touch Screen All In,CT9841845457,540.0,,,,,,1
266,266-Desktop   Intel Core i7   8GB Memory,Computers,Computers & Tablets,Desktops,iBUYPOWER,Desktop   Intel Core i7   8GB Memory,CT2967618389,167.5,,,,,,1
267,267-IdeaCentre 23.84K Ultra HD Touch Screen All In,Computers,Computers & Tablets,Desktops,Lenovo,IdeaCentre 23.84K Ultra HD Touch Screen All In,CT9713544500,120.0,,,,,,10
268,268-ENVY Desktop   Intel Core i7   16GB Memory,Computers,Computers & Tablets,Desktops,HP,ENVY Desktop   Intel Core i7   16GB Memory,CT1241712347,839.5,,,,,,8
269,269-Pavilion 21.5Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,Pavilion 21.5Touch Screen All In,CT2972569943,109.5,,,,,,10
270,270-Pavilion 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,Pavilion 23Touch Screen All In,CT4693807809,178.0,,,,,,10
271,271-19.5Portable Touch Screen All in,Computers,Computers & Tablets,Desktops,Asus,19.5Portable Touch Screen All in,CT4638483089,682.0,,,,,,8
272,272-Inspiron 19.5Portable Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,Inspiron 19.5Portable Touch Screen All In,CT7564156748,162.0,,,,,,10
273,273-SHIELD Pro   Black,Computers,Computers & Tablets,Desktops,NVIDIA,SHIELD Pro   Black,CT1332664751,162.0,,,,,,17
274,274-IdeaCentre 300s Desktop   Intel Core i5   8GB Memory,Computers,Computers & Tablets,Desktops,Lenovo,IdeaCentre 300s Desktop   Intel Core i5   8GB Memory,CT4011286927,214.5,,,,,,10
275,275-Gamer Ultra Desktop   AMD FX Series,Computers,Computers & Tablets,Desktops,CyberPowerPC,Gamer Ultra Desktop   AMD FX Series,CT8827478977,62.5,,,,,,8
276,276-Inspiron 23Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,Inspiron 23Touch Screen All In,CT7482159029,193.5,,,,,,3
277,277-Inspiron Desktop   Intel Celeron   2GB Memory,Computers,Computers & Tablets,Desktops,Dell,Inspiron Desktop   Intel Celeron   2GB Memory,CT7638547239,288.0,,,,,,10
278,278-Inspiron Desktop   Intel Pentium   4GB Memory,Computers,Computers & Tablets,Desktops,Dell,Inspiron Desktop   Intel Pentium   4GB Memory,CT7303893024,1180.5,,,,,,10
279,"279-27"" iMac® with Retina 5K display   Intel Core i5 (3.3GHz)   8GB Memory",Computers,Computers & Tablets,Desktops,Apple,"27"" iMac® with Retina 5K display   Intel Core i5 (3.3GHz)   8GB Memory",CT8701663922,99.0,,,,,,1
280,280-Pavilion 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,Pavilion 23Touch Screen All In,CT5370546105,503.5,,,,,,1
281,281-Pavilion Desktop   Intel Core i3   8GB Memory,Computers,Computers & Tablets,Desktops,HP,Pavilion Desktop   Intel Core i3   8GB Memory,CT4724305338,272.5,,,,,,10
282,282-ENVY 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,ENVY 23Touch Screen All In,CT1125491363,561.0,,,,,,8
283,283-Desktop   AMD A10 Series,Computers,Computers & Tablets,Desktops,Asus,Desktop   AMD A10 Series,CT3721911168,162.0,,,,,,19
284,284-Pavilion Desktop   Intel Pentium   4GB Memory,Computers,Computers & Tablets,Desktops,HP,Pavilion Desktop   Intel Pentium   4GB Memory,CT2324979199,183.0,,,,,,8
285,285-Slimline Desktop   Intel Pentium   4GB Memory,Computers,Computers & Tablets,Desktops,HP,Slimline Desktop   Intel Pentium   4GB Memory,CT4818434108,120.0,,,,,,1
286,286-Desktop   Intel Core i5   8GB Memory,Computers,Computers & Tablets,Desktops,Asus,Desktop   Intel Core i5   8GB Memory,CT3064614683,519.0,,,,,,8
287,287-21.5IPS LED HD Monitor   Black,Computers,Computers & Tablets,Desktops,Lenovo,21.5IPS LED HD Monitor   Black,CT6845192561,272.5,,,,,,20
288,"288-27"" LED Curved HD Monitor   Black",Computers,Computers & Tablets,Desktops,Samsung,"27"" LED Curved HD Monitor   Black",CT6596585801,178.0,,,,,,1
289,289-24IPS HD Monitor   Black,Computers,Computers & Tablets,Desktops,LG,24IPS HD Monitor   Black,CT1548810065,1138.5,,,,,,10
290,"290-21.5"" LED HD Monitor   Black",Computers,Computers & Tablets,Desktops,Asus,"21.5"" LED HD Monitor   Black",CT9595895962,120.0,,,,,,1
291,"291-27"" Widescreen Flat Panel LED HD Monitor   Black",Computers,Computers & Tablets,Desktops,AOC,"27"" Widescreen Flat Panel LED HD Monitor   Black",CT1580291319,477.0,,,,,,10
292,292-21.5IPS LCD HD Monitor   Black,Computers,Computers & Tablets,Desktops,Acer,21.5IPS LCD HD Monitor   Black,CT8381741551,167.5,,,,,,1
293,"293-24"" LED HD Monitor   Black",Computers,Computers & Tablets,Desktops,Asus,"24"" LED HD Monitor   Black",CT3571906564,613.5,,,,,,8
294,"294-21.5"" LED HD Touch Screen Monitor   Black",Computers,Computers & Tablets,Desktops,Dell,"21.5"" LED HD Touch Screen Monitor   Black",CT1692407873,172.5,,,,,,10
295,295-19.5HD Touch Screen Monitor   Black,Computers,Computers & Tablets,Desktops,Asus,19.5HD Touch Screen Monitor   Black,CT9298379174,283.0,,,,,,1
296,296-UltraSharp U2715H 27IPS LED HD Monitor   Black,Computers,Computers & Tablets,Desktops,Dell,UltraSharp U2715H 27IPS LED HD Monitor   Black,CT2583625859,298.5,,,,,,8
297,297-EarPods™ with Remote and Mic   White,Music,Audio,Headphones,Apple,EarPods™ with Remote and Mic   White,AU9208921406,109.5,,,,,,18
298,298-Powerbeats2 Wireless Earbud Headphones   Black/Red,Music,Audio,Headphones,Beats by Dr. Dre,Powerbeats2 Wireless Earbud Headphones   Black/Red,AU5819806160,5491.0,,,,,,16
299,299-Flat Aux Stereo Audio Cable   Black,Music,Audio,Headphones,Griffin Technology,Flat Aux Stereo Audio Cable   Black,AU8012592728,162.0,,,,,,16
300,300-3' 3.5mm Stereo Auxiliary Cable   White,Music,Audio,Headphones,Griffin Technology,3' 3.5mm Stereo Auxiliary Cable   White,AU8220154836,1159.5,,,,,,18
301,301-Bluetooth Headphones   Gray,Music,Audio,Headphones,Insignia,Bluetooth Headphones   Gray,AU8708113738,120.0,,,,,,18
302,302-Earbud Headphones   White,Music,Audio,Headphones,Insignia™,Earbud Headphones   White,AU1742747320,57.0,,,,,,4
303,303-3' 3.5mm Audio Cable   White,Music,Audio,Headphones,Insignia™,3' 3.5mm Audio Cable   White,AU3843990561,671.5,,,,,,4
304,304-Over the Ear Wireless Headphones,Music,Audio,Headphones,Insignia™,Over the Ear Wireless Headphones,AU6510262449,671.5,,,,,,18
305,305-3' 3.5mm Audio Cable   Black,Music,Audio,Headphones,Insignia™,3' 3.5mm Audio Cable   Black,AU7364247562,109.5,,,,,,16
306,306-Gummy Plus In Ear Headphones   Black,Music,Audio,Headphones,JVC,Gummy Plus In Ear Headphones   Black,AU3914937425,571.5,,,,,,4
307,307-Sport Clip On Earbud Headphones   Black,Music,Audio,Headphones,JVC,Sport Clip On Earbud Headphones   Black,AU8383806579,109.5,,,,,,4
308,308-Tone Infinim Wireless Earbud Headphones   Metallic Silver,Music,Audio,Headphones,LG,Tone Infinim Wireless Earbud Headphones   Metallic Silver,AU2449331303,115.0,,,,,,19
309,309-Tone Pro Bluetooth Headset   Black,Music,Audio,Headphones,LG,Tone Pro Bluetooth Headset   Black,AU3531292937,120.0,,,,,,18
310,310-Tone Ultra Bluetooth Stereo Headset   Black,Music,Audio,Headphones,LG,Tone Ultra Bluetooth Stereo Headset   Black,AU2042435303,792.0,,,,,,16
311,311-Tone Pro Bluetooth Headset   Blue,Music,Audio,Headphones,LG,Tone Pro Bluetooth Headset   Blue,AU3718595762,256.5,,,,,,3
312,312-Ink'd 2 Earbud Headphones   Black,Music,Audio,Headphones,Skullcandy,Ink'd 2 Earbud Headphones   Black,AU9365792821,445.5,,,,,,16
313,313-Ink'd 2 Earbud Headphones   Red/Black,Music,Audio,Headphones,Skullcandy,Ink'd 2 Earbud Headphones   Red/Black,AU2260918438,109.5,,,,,,16
314,314-EX Series Earbud Headphones   Black,Music,Audio,Headphones,Sony,EX Series Earbud Headphones   Black,AU2274092936,183.0,,,,,,18
315,315-ZX Series On Ear Headphones   Black,Music,Audio,Headphones,Sony,ZX Series On Ear Headphones   Black,AU8214074018,225.0,,,,,,4
316,316-Wireless FM Over the Ear Headphones,Music,Audio,Headphones,Sony,Wireless FM Over the Ear Headphones,AU6873105314,57.0,,,,,,16
317,317-EX Series Earbud Headphones   White,Music,Audio,Headphones,Sony,EX Series Earbud Headphones   White,AU2399604101,435.0,,,,,,18
318,318-Noise Canceling Over the,Music,Audio,Headphones,Sony,Noise Canceling Over the,AU3140865826,167.5,,,,,,18
319,319-EX Earbud Headphones   White,Music,Audio,Headphones,Sony,EX Earbud Headphones   White,AU3980818202,204.0,,,,,,4
320,320-ZX Series On Ear Headphones   White,Music,Audio,Headphones,Sony,ZX Series On Ear Headphones   White,AU2878977250,57.0,,,,,,18
321,321-Earbud Headphones   Black,Music,Audio,Headphones,Sony,Earbud Headphones   Black,AU3224005044,167.5,,,,,,18
322,322-Gumy Plus Earbud Headphones   Black,Music,Audio,Headphones,JVC,Gumy Plus Earbud Headphones   Black,AU2177510244,62.5,,,,,,4
323,323-Fix Earbud Headphones   Black/Chrome,Music,Audio,Headphones,Skullcandy,Fix Earbud Headphones   Black/Chrome,AU8667499201,62.5,,,,,,18
324,324-QuietComfort® 25 Acoustic Noise Cancelling™ Headphones (iOS)   Triple Black,Music,Audio,Headphones,Bose®,QuietComfort® 25 Acoustic Noise Cancelling™ Headphones (iOS)   Triple Black,AU6862108473,902.5,,,,,,18
325,325-Uproar On Ear Headphones   Black,Music,Audio,Headphones,Skullcandy,Uproar On Ear Headphones   Black,AU9631661714,172.5,,,,,,16
326,326-6' Flat Auxiliary Stereo Audio Cable   Black,Music,Audio,Headphones,Griffin Technology,6' Flat Auxiliary Stereo Audio Cable   Black,AU4454128101,99.0,,,,,,16
327,327-20' Headphone Extension Cable and Adapter Kit   Black,Music,Audio,Headphones,Insignia™,20' Headphone Extension Cable and Adapter Kit   Black,AU1116361482,120.0,,,,,,16
328,328-Ink'd 2 Earbud Headphones   Blue/Black,Music,Audio,Headphones,Skullcandy,Ink'd 2 Earbud Headphones   Blue/Black,AU6383529412,288.0,,,,,,13
329,329-Earbud Headphones   Black,Music,Audio,Headphones,Sony,Earbud Headphones   Black,AU6427398419,109.5,,,,,,4
330,330-X2 Wireless Earbud Headphones   Midnight,Music,Audio,Headphones,Jaybird,X2 Wireless Earbud Headphones   Midnight,AU3784789145,52.0,,,,,,18
331,331-Powerbeats² Wireless Headphones   Black,Music,Audio,Headphones,Beats by Dr. Dre,Powerbeats² Wireless Headphones   Black,AU9428187151,361.5,,,,,,16
332,332-Smokin' Buds 2 Earbud Headphones   Black/Red/Orange,Music,Audio,Headphones,Skullcandy,Smokin' Buds 2 Earbud Headphones   Black/Red/Orange,AU6124471627,225.0,,,,,,4
333,333-Step Up EX Series Earbud Headphones   Black,Music,Audio,Headphones,Sony,Step Up EX Series Earbud Headphones   Black,AU2389006686,167.5,,,,,,18
334,334-urBeats Earbud Headphones   Black,Music,Audio,Headphones,Beats by Dr. Dre,urBeats Earbud Headphones   Black,AU5913007464,120.0,,,,,,16
335,335-Gumy Earbud Headphones   Black,Music,Audio,Headphones,JVC,Gumy Earbud Headphones   Black,AU8085320490,293.5,,,,,,18
336,336-EX Series Earbud Headphones   Black,Music,Audio,Headphones,Sony,EX Series Earbud Headphones   Black,AU7461584699,241.0,,,,,,11
337,337-Ink'd 2 Earbud Headphones   Black/Mint,Music,Audio,Headphones,Skullcandy,Ink'd 2 Earbud Headphones   Black/Mint,AU3726740474,482.5,,,,,,16
338,338-4.5' 3.5mm Audio Cable   Red,Music,Audio,Headphones,Beats by Dr. Dre,4.5' 3.5mm Audio Cable   Red,AU1786012460,361.5,,,,,,16
339,339-SoundLink® Around Ear Wireless Headphones II   Black,Music,Audio,Headphones,Bose®,SoundLink® Around Ear Wireless Headphones II   Black,AU2842856939,99.0,,,,,,4
340,340-On Ear Headphones   Black,Music,Audio,Headphones,Sony,On Ear Headphones   Black,AU9129555081,965.5,,,,,,16
341,341-Transit Mini Wireless Earbud Headphones   Gray,Music,Audio,Headphones,Jam,Transit Mini Wireless Earbud Headphones   Gray,AU6985833751,304.0,,,,,,4
342,342-Gumy Earbud Headphones   White,Music,Audio,Headphones,JVC,Gumy Earbud Headphones   White,AU8769602453,1054.5,,,,,,6
343,343-EX Series Earbud Headphones   Violet,Music,Audio,Headphones,Sony,EX Series Earbud Headphones   Violet,AU2468164348,162.0,,,,,,16
344,344-EX Series Earbud Headphones   Blue,Music,Audio,Headphones,Sony,EX Series Earbud Headphones   Blue,AU6133663640,99.0,,,,,,16
345,345-Step Wireless Earbud Headphones   Black,Music,Audio,Headphones,Jabra,Step Wireless Earbud Headphones   Black,AU6419550314,115.0,,,,,,18
346,346-Survivor AUX 4' Auxiliary Audio Cable   Blue,Music,Audio,Headphones,Griffin Technology,Survivor AUX 4' Auxiliary Audio Cable   Blue,AU7619949561,115.0,,,,,,4
347,347-Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Silver,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Silver,RM1510239178,708.0,,,,,,1
348,348-Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,RM2997215111,340.5,,,,,,10
349,349-Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,RM5268239480,120.0,,,,,,16
350,350-Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,RM5531979619,319.5,,,,,,16
351,351-Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,RM1798155155,57.0,,,,,,1
352,352-Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,RM7849818339,214.5,,,,,,1
353,353-Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,RM3544173413,498.0,,,,,,10
354,354-Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,Music,Refurbished MP3,iPods,Apple,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,RM7727052092,230.5,,,,,,10
355,355-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,MP8070711672,288.0,,,,,,20
356,356-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP7715392931,823.5,,,,,,3
357,357-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Gold,MP4726222726,356.5,,,,,,12
358,358-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,MP1711239863,235.5,,,,,,17
359,359-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP8484965111,398.5,,,,,,20
360,360-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,MP7630705083,178.0,,,,,,20
361,361-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Pink,MP2632973577,1180.5,,,,,,20
362,362-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Blue,MP9592536908,99.0,,,,,,18
363,363-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,MP7281076736,183.0,,,,,,20
364,364-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,MP2496955146,256.5,,,,,,20
365,365-iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP2007989006,871.0,,,,,,20
366,366-iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Pink,MP5992268869,246.0,,,,,,20
367,367-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,MP3885025629,172.5,,,,,,3
368,368-iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   White/Silver,Music,MP3 Player,iPods,Apple,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   White/Silver,MP3364196549,115.0,,,,,,2
369,369-iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Gold,MP2298722800,613.5,,,,,,5
370,370-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Pink,MP5417740938,619.0,,,,,,3
371,371-Walkman 64 GB Flash Portable Media Player   Silver,Music,MP3 Player,iPods,Sony,Walkman 64 GB Flash Portable Media Player   Silver,MP3840944975,592.5,,,,,,20
372,372-$15 iTunes Gift Card   Blue/Purple,Music,MP3 Player,iPods,Apple,$15 iTunes Gift Card   Blue/Purple,MP1974518266,120.0,,,,,,20
373,373-$25 iTunes Gift Card   Orange,Music,MP3 Player,iPods,Apple,$25 iTunes Gift Card   Orange,MP6486220239,52.0,,,,,,20
374,374-$100 iTunes Gift Card   Purple/Pink/Orange,Music,MP3 Player,iPods,Apple,$100 iTunes Gift Card   Purple/Pink/Orange,MP9305927611,1201.5,,,,,,3
375,375-$50 iTunes Gift Card   Green,Music,MP3 Player,iPods,Apple,$50 iTunes Gift Card   Green,MP8539902817,692.5,,,,,,20
376,376-$10 iTunes Gift Cards (3 Pack)   Pink,Music,MP3 Player,iPods,Apple,$10 iTunes Gift Cards (3 Pack)   Pink,MP2514651806,540.0,,,,,,3
377,377-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,MP6607378649,99.0,,,,,,3
378,378-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,MP5862152673,325.0,,,,,,3
379,379-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,MP3406612445,529.5,,,,,,3
380,380-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP5960064729,62.5,,,,,,3
381,381-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,MP7638492709,718.5,,,,,,3
382,382-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Pink,MP6788803109,230.5,,,,,,3
383,383-iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP2963463769,99.0,,,,,,20
384,384-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Space Gray,MP1333998214,361.5,,,,,,3
385,385-iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   White & Silver,Music,MP3 Player,iPods,Apple,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   White & Silver,MP6548724357,151.5,,,,,,3
386,386-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Blue,MP8025301219,445.5,,,,,,8
387,387-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,MP2734310910,1238.5,,,,,,12
388,388-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Pink,MP9985928148,487.5,,,,,,3
389,389-iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Blue,MP8174580055,283.0,,,,,,3
390,390-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Silver,MP3576921944,120.0,,,,,,3
391,391-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Gold,MP1085475413,109.5,,,,,,3
392,392-iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,MP6359244568,115.0,,,,,,6
393,393-iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Silver,MP9181007541,949.5,,,,,,20
394,394-iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Pink,MP5351656798,550.5,,,,,,20
395,395-iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Gold,MP1105819907,1054.5,,,,,,20
396,396-iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Gold,MP5347531110,514.0,,,,,,3
397,"397-MacBook® Pro   15.4"" Display   Intel Core i7",Computers,Computers & Tablets,Laptops,Apple,"MacBook® Pro   15.4"" Display   Intel Core i7",CT4940693319,162.0,,,,,,1
398,398-Surface Book 2 in 1 13.5Touch,Computers,Computers & Tablets,Laptops,Microsoft,Surface Book 2 in 1 13.5Touch,CT2933842761,167.5,,,,,,1
