Return ID,Order Number,Product Key,Return Date,Return Quantity,Refund Amount,Return Reason,Restocked
50103,94281,636,2023-10-10,1,30.59,Defective/Damaged,N
50104,94286,61,2023-11-18,2,163.75,Defective/Damaged,N
50105,94290,189,2023-12-26,1,68.37,Wrong Size/Fit,Y
50106,94290,1086,2024-01-08,1,407.16,Defective/Damaged,N
50107,94302,1087,2024-03-15,1,795.33,Wrong Size/Fit,Y
50108,94305,572,2024-04-13,2,84.0,Changed Mind,Y
50109,94310,301,2024-05-15,1,120.0,Better Price Found,N
50110,94310,659,2024-05-15,1,79.4,Changed Mind,Y
50111,94311,723,2024-05-25,2,95.79,Not As Described,Y
50112,94312,508,2024-05-19,1,51.3,Defective/Damaged,N
50113,94314,285,2024-05-20,2,91.8,Better Price Found,Y
50114,94315,288,2024-06-11,2,126.0,Better Price Found,Y
50115,94315,924,2024-06-15,2,58.99,Wrong Size/Fit,Y
50116,94319,616,2024-07-08,2,65.83,Not As Described,Y
50117,94320,694,2024-07-04,2,362.91,Changed Mind,Y
50118,94324,806,2024-07-29,2,163.8,Better Price Found,Y
50119,94326,315,2024-09-03,2,291.37,Changed Mind,Y
50120,94328,923,2024-09-02,2,167.85,Defective/Damaged,N
50121,94329,159,2024-09-13,1,170.94,Other,N
50122,94331,649,2024-10-08,1,47.96,Wrong Size/Fit,Y
50123,94333,793,2024-10-23,2,629.27,Changed Mind,Y
50124,94336,649,2024-10-26,1,47.97,Defective/Damaged,N
50125,94339,58,2024-12-03,2,261.3,Not As Described,Y
50126,94339,1071,2024-11-22,1,40.72,Wrong Size/Fit,Y
50127,94341,598,2024-12-15,2,147.0,Defective/Damaged,N
50128,94341,964,2024-12-04,1,179.4,Not As Described,Y
50129,94342,226,2025-01-01,1,45.1,Not As Described,Y
50130,94342,651,2024-12-21,1,149.25,Better Price Found,Y
50131,94343,248,2025-01-09,1,16.39,Other,Y
50132,94344,1091,2025-01-06,2,149.29,Not As Described,Y
50133,94347,465,2025-01-31,1,162.4,Not As Described,Y
50134,94349,323,2025-01-26,1,43.88,Other,Y
50135,94349,1001,2025-02-03,1,62.64,Changed Mind,N
50136,94351,26,2025-02-27,1,242.06,Better Price Found,Y
50137,94351,810,2025-03-07,1,41.68,Changed Mind,N
50138,94352,235,2025-03-04,1,171.58,Defective/Damaged,N
50139,94352,481,2025-02-19,2,713.0,Other,Y
50140,94352,1036,2025-03-12,1,416.14,Other,Y
50141,94353,724,2025-03-20,2,338.64,Defective/Damaged,Y
50142,94357,883,2025-04-19,2,294.84,Changed Mind,Y
50143,94358,308,2025-04-16,1,203.16,Not As Described,Y
50144,94359,616,2025-04-18,2,65.83,Wrong Size/Fit,Y
50145,94359,1069,2025-04-17,1,288.14,Better Price Found,Y
50146,94360,206,2025-05-10,2,294.92,Defective/Damaged,N
50147,94360,484,2025-05-09,1,78.49,Other,Y
50148,94360,876,2025-05-05,1,74.47,Wrong Size/Fit,Y
50149,94362,1079,2025-04-28,2,240.0,Defective/Damaged,N
50150,94365,813,2025-05-31,2,196.75,Wrong Size/Fit,Y
50151,94367,810,2025-06-12,2,83.36,Changed Mind,Y
50152,94368,277,2025-06-20,2,220.32,Wrong Size/Fit,Y
50153,94370,275,2025-07-14,1,20.78,Defective/Damaged,N
50154,94373,745,2025-08-03,1,78.14,Wrong Size/Fit,Y
50155,94377,159,2025-08-12,1,170.94,Not As Described,Y
50156,94380,58,2025-09-16,1,130.65,Defective/Damaged,N
50157,94381,925,2025-09-24,1,45.54,Defective/Damaged,N
50158,94383,1061,2025-10-12,1,55.03,Changed Mind,Y
50159,94385,275,2025-10-18,2,41.56,Changed Mind,Y
50160,94387,1061,2025-10-18,2,110.05,Changed Mind,Y
50161,94388,171,2021-09-06,1,103.24,Changed Mind,N
50162,94390,914,2021-09-27,1,43.64,Better Price Found,Y
50163,94392,864,2021-09-26,1,58.91,Changed Mind,Y
50164,94394,1057,2021-10-05,1,243.9,Changed Mind,Y
50165,94396,702,2021-11-11,1,45.79,Changed Mind,N
50166,94398,576,2021-11-06,2,165.0,Defective/Damaged,N
50167,94399,292,2021-11-25,1,62.81,Defective/Damaged,N
50168,94400,782,2021-12-14,1,43.99,Not As Described,N
50169,94401,718,2021-12-11,1,33.66,Changed Mind,Y
50170,94402,320,2021-12-14,1,36.91,Better Price Found,Y
50171,94403,1083,2022-01-02,2,1639.55,Defective/Damaged,Y
50172,94404,517,2021-12-31,1,122.1,Changed Mind,N
50173,94404,1022,2022-01-09,1,105.05,Better Price Found,Y
50174,94404,1065,2022-01-03,2,944.69,Wrong Size/Fit,N
50175,94406,16,2022-01-09,2,250.53,Not As Described,N
50176,94406,552,2022-01-23,1,27.27,Not As Described,Y
50177,94408,810,2022-01-25,1,41.68,Defective/Damaged,N
50178,94409,111,2022-02-13,1,31.88,Better Price Found,Y
50179,94410,820,2022-02-01,1,71.43,Not As Described,Y
50180,94412,711,2022-02-14,2,67.32,Changed Mind,Y
50181,94412,835,2022-02-21,1,85.6,Defective/Damaged,N
50182,94417,921,2022-03-23,1,101.17,Better Price Found,Y
50183,94420,726,2022-04-15,1,23.26,Other,Y
50184,94424,57,2022-05-24,1,91.88,Changed Mind,Y
50185,94427,1014,2022-06-07,2,50.02,Wrong Size/Fit,N
50186,94428,403,2022-06-15,2,80.79,Changed Mind,Y
50187,94430,895,2022-06-16,2,173.93,Defective/Damaged,N
50188,94433,981,2022-07-28,1,115.06,Defective/Damaged,N
50189,94435,652,2022-08-20,1,56.81,Not As Described,Y
50190,94440,1049,2022-08-24,1,33.34,Not As Described,Y
50191,94444,916,2022-09-27,1,92.12,Changed Mind,Y
50192,94446,1072,2022-10-27,2,158.17,Changed Mind,Y
50193,94449,980,2022-11-18,2,207.19,Changed Mind,Y
50194,94456,551,2022-12-15,1,53.44,Wrong Size/Fit,N
50195,94460,903,2023-01-17,1,23.6,Wrong Size/Fit,Y
50196,94462,95,2023-02-19,1,45.31,Defective/Damaged,N
50197,94462,886,2023-02-11,2,130.99,Not As Described,Y
50198,94463,301,2023-02-19,1,120.0,Changed Mind,Y
50199,94464,203,2023-02-18,1,221.19,Changed Mind,N
50200,94465,742,2023-02-25,1,241.13,Defective/Damaged,N
50201,94467,967,2023-03-11,1,289.14,Changed Mind,Y
50202,94470,978,2023-03-22,1,143.2,Other,Y
50203,94472,336,2023-04-18,1,156.05,Changed Mind,Y
50204,94473,810,2023-05-02,2,83.36,Better Price Found,Y
50205,94474,718,2023-05-15,1,33.66,Changed Mind,N
50206,94477,113,2023-06-06,1,22.94,Changed Mind,Y
50207,94481,184,2023-06-24,1,126.96,Better Price Found,Y
50208,94483,65,2023-07-03,2,161.69,Wrong Size/Fit,Y
50209,94485,1083,2025-07-27,2,1639.55,Changed Mind,Y
50210,94487,821,2023-08-17,1,78.72,Better Price Found,N
50211,94488,301,2025-07-30,1,120.0,Defective/Damaged,N
50212,94491,390,2025-09-03,1,92.46,Changed Mind,Y
50213,94492,842,2023-09-07,1,89.33,Defective/Damaged,N
50214,94493,713,2023-09-26,1,77.16,Changed Mind,Y
50215,94494,218,2025-09-12,1,31.43,Wrong Size/Fit,Y
50216,94498,1065,2023-10-13,2,944.69,Defective/Damaged,N
50217,94499,517,2023-10-24,1,122.1,Better Price Found,N
50218,94499,883,2023-10-14,2,294.84,Wrong Size/Fit,Y
50219,94502,658,2023-11-16,2,162.31,Changed Mind,Y
50220,94503,649,2023-12-02,2,95.93,Defective/Damaged,N
50221,94506,845,2023-12-23,1,120.0,Defective/Damaged,N
50222,94508,1053,2023-12-31,2,89.26,Wrong Size/Fit,Y
50223,94512,292,2024-01-17,1,62.81,Wrong Size/Fit,Y
50224,94517,477,2024-03-13,1,177.42,Changed Mind,Y
50225,94521,964,2024-03-26,2,358.8,Wrong Size/Fit,Y
50226,94522,1026,2024-04-03,2,210.1,Changed Mind,N
50227,94524,410,2024-04-23,1,26.39,Changed Mind,Y
50228,94526,470,2024-04-28,2,125.0,Not As Described,N
50229,94528,482,2024-05-28,2,92.63,Changed Mind,Y
50230,94534,649,2024-06-26,2,95.93,Wrong Size/Fit,Y
50231,94534,1064,2024-06-24,1,57.42,Defective/Damaged,N
50232,94536,649,2024-07-18,1,47.96,Wrong Size/Fit,Y
50233,94543,484,2024-08-23,2,156.98,Changed Mind,Y
50234,94545,665,2024-09-06,2,114.24,Not As Described,Y
50235,94546,1079,2024-10-02,1,120.0,Changed Mind,Y
50236,94547,890,2024-09-23,2,97.86,Changed Mind,Y
50237,94550,481,2024-10-08,1,356.5,Better Price Found,Y
50238,94554,882,2024-11-07,1,21.53,Wrong Size/Fit,Y
50239,94555,334,2024-12-02,1,93.06,Wrong Size/Fit,Y
50240,94557,1072,2024-12-06,1,79.08,Changed Mind,Y
50241,94563,415,2025-01-03,2,514.91,Other,Y
50242,94566,723,2025-01-26,2,95.8,Changed Mind,Y
50243,94567,702,2025-02-06,1,45.79,Not As Described,Y
50244,94568,209,2025-02-06,2,426.81,Wrong Size/Fit,Y
50245,94572,924,2025-03-18,1,29.5,Better Price Found,Y
50246,94572,926,2025-03-10,2,161.8,Defective/Damaged,N
50247,94573,568,2025-03-26,1,343.42,Not As Described,Y
50248,94577,95,2025-04-23,2,90.63,Better Price Found,Y
50249,94581,967,2025-05-28,1,289.14,Defective/Damaged,N
50250,94581,1049,2025-06-02,1,33.34,Defective/Damaged,N
50251,94584,606,2025-06-08,2,140.53,Not As Described,Y
50252,94587,308,2025-07-06,1,203.16,Wrong Size/Fit,Y
50253,94587,375,2025-07-07,2,445.97,Better Price Found,Y
50254,94589,821,2025-07-06,1,78.72,Changed Mind,Y
50255,94589,1026,2025-07-04,2,210.1,Wrong Size/Fit,Y
50256,94592,587,2025-07-31,1,116.32,Wrong Size/Fit,N
50257,94592,739,2025-08-04,1,27.54,Changed Mind,Y
50258,94592,814,2025-08-08,1,139.34,Changed Mind,N
50259,94596,482,2025-08-26,2,92.63,Changed Mind,Y
50260,94596,843,2025-08-31,1,77.92,Wrong Size/Fit,N
50261,94597,189,2025-09-05,2,136.74,Changed Mind,Y
50262,94597,497,2025-09-07,1,18.9,Wrong Size/Fit,Y
50263,94599,739,2025-10-01,1,27.54,Changed Mind,Y
50264,94612,704,2022-03-16,1,20.35,Changed Mind,Y
50265,94614,760,2022-05-17,1,93.79,Defective/Damaged,N
50266,94615,841,2022-06-21,1,171.11,Wrong Size/Fit,N
50267,94615,1028,2022-07-13,1,238.03,Changed Mind,Y
50268,94615,1069,2022-06-25,1,288.14,Changed Mind,N
50269,94621,953,2022-12-23,2,113.85,Changed Mind,Y
50270,94624,806,2023-03-31,2,163.8,Defective/Damaged,N
50271,94626,321,2023-05-12,1,77.47,Not As Described,Y
50272,94632,998,2023-11-25,1,73.08,Changed Mind,Y
50273,94645,407,2024-11-25,1,31.35,Not As Described,N
50274,94646,998,2025-01-05,1,73.08,Defective/Damaged,N
50275,94651,208,2025-06-01,1,53.62,Changed Mind,Y
50276,94653,1051,2025-08-20,1,150.07,Wrong Size/Fit,Y
50277,94654,113,2025-09-20,1,22.94,Wrong Size/Fit,N
50278,94658,368,2021-09-13,2,97.87,Not As Described,Y
50279,94659,178,2021-09-12,2,125.06,Changed Mind,Y
50280,94659,703,2021-09-21,2,123.43,Wrong Size/Fit,Y
50281,94662,496,2021-10-25,1,86.25,Changed Mind,Y
50282,94664,188,2021-11-03,1,176.12,Changed Mind,N
50283,94669,1039,2021-12-06,1,35.72,Changed Mind,Y
50284,94676,477,2022-01-28,2,177.42,Not As Described,Y
50285,94677,333,2022-02-01,1,66.62,Defective/Damaged,N
50286,94677,1047,2022-01-17,1,41.75,Wrong Size/Fit,Y
50287,94678,210,2022-02-03,1,90.87,Better Price Found,Y
50288,94679,270,2022-02-15,2,45.39,Changed Mind,N
50289,94684,57,2022-03-14,2,91.88,Changed Mind,Y
50290,94684,887,2022-03-31,1,96.88,Wrong Size/Fit,Y
50291,94685,46,2022-03-13,2,95.11,Wrong Size/Fit,Y
50292,94686,208,2022-04-02,1,26.81,Not As Described,Y
50293,94687,517,2022-03-25,1,61.05,Changed Mind,N
50294,94690,346,2022-04-26,1,24.03,Wrong Size/Fit,Y
50295,94690,1095,2022-04-22,2,39.67,Wrong Size/Fit,Y
50296,94691,1083,2022-05-03,2,819.77,Other,N
50297,94692,626,2022-05-08,2,26.06,Better Price Found,Y
50298,94693,250,2022-05-15,1,26.64,Changed Mind,N
50299,94694,503,2022-06-01,2,97.54,Not As Described,Y
50300,94696,44,2022-06-09,2,157.01,Changed Mind,Y
50301,94696,917,2022-06-17,2,85.7,Changed Mind,Y
50302,94697,1061,2022-06-07,1,27.52,Defective/Damaged,N
50303,94701,390,2022-07-03,1,46.23,Better Price Found,Y
50304,94702,255,2022-07-15,1,14.89,Not As Described,Y
50305,94704,255,2022-07-26,2,29.78,Wrong Size/Fit,Y
50306,94708,8,2022-08-31,2,127.82,Changed Mind,Y
50307,94709,1073,2022-08-31,1,80.02,Changed Mind,Y
50308,94715,483,2022-11-02,1,53.13,Defective/Damaged,N
50309,94719,235,2022-11-26,1,85.79,Not As Described,N
50310,94720,380,2022-12-08,1,25.87,Wrong Size/Fit,Y
50311,94721,1008,2022-12-06,1,60.0,Wrong Size/Fit,N
50312,94725,768,2023-01-04,1,28.5,Changed Mind,Y
50313,94726,305,2023-01-21,2,72.05,Defective/Damaged,N
50314,94732,255,2023-02-11,2,29.78,Changed Mind,Y
50315,94735,49,2023-02-23,2,81.51,Wrong Size/Fit,Y
50316,94735,604,2023-03-17,2,180.53,Not As Described,N
50317,94741,228,2023-04-26,1,101.37,Defective/Damaged,N
50318,94744,287,2023-05-09,2,102.19,Defective/Damaged,N
50319,94745,443,2023-05-25,2,23.0,Wrong Size/Fit,Y
50320,94747,598,2023-05-13,2,73.5,Not As Described,Y
50321,94752,1029,2023-06-23,2,57.03,Other,N
50322,94758,33,2025-08-20,2,73.36,Other,Y
50323,94759,284,2023-08-20,1,35.0,Not As Described,Y
50324,94760,814,2023-09-10,2,139.34,Defective/Damaged,N
50325,94761,309,2025-09-09,2,75.43,Better Price Found,Y
50326,94761,721,2025-08-27,2,37.38,Defective/Damaged,N
50327,94766,455,2023-10-13,2,128.43,Changed Mind,Y
50328,94766,821,2023-10-11,1,39.36,Changed Mind,Y
50329,94766,1039,2023-10-09,1,35.72,Changed Mind,Y
50330,94767,106,2023-10-18,2,49.11,Changed Mind,Y
50331,94768,442,2023-10-23,1,136.81,Better Price Found,N
50332,94774,782,2023-12-13,2,43.99,Changed Mind,Y
50333,94775,59,2023-12-10,2,157.08,Wrong Size/Fit,Y
50334,94776,762,2023-12-28,2,182.71,Not As Described,N
50335,94781,967,2024-01-15,1,144.57,Wrong Size/Fit,N
50336,94783,607,2024-01-16,1,54.84,Changed Mind,Y
50337,94783,935,2024-02-04,2,60.84,Defective/Damaged,Y
50338,94792,57,2024-04-02,1,45.94,Changed Mind,Y
50339,94797,652,2024-04-26,1,28.41,Better Price Found,Y
50340,94798,697,2024-05-08,2,72.98,Changed Mind,Y
50341,94799,93,2024-05-20,1,32.25,Wrong Size/Fit,Y
50342,94802,113,2024-06-05,2,22.94,Defective/Damaged,N
50343,94802,290,2024-05-26,1,21.0,Changed Mind,Y
50344,94803,137,2024-06-26,2,1046.74,Wrong Size/Fit,Y
50345,94807,1069,2024-07-11,2,288.15,Better Price Found,Y
50346,94809,484,2024-08-11,1,78.49,Wrong Size/Fit,Y
50347,94810,358,2024-07-22,2,178.74,Better Price Found,N
50348,94810,1026,2024-08-16,1,52.53,Wrong Size/Fit,Y
50349,94811,421,2024-08-15,1,44.04,Not As Described,Y
50350,94819,1018,2024-10-03,1,51.68,Changed Mind,Y
50351,94820,591,2024-10-23,2,167.79,Defective/Damaged,N
50352,94823,650,2024-10-28,1,30.29,Defective/Damaged,N
50353,94825,104,2024-11-13,2,152.49,Changed Mind,Y
50354,94826,484,2024-11-09,1,39.24,Defective/Damaged,N
50355,94826,786,2024-11-10,1,36.21,Wrong Size/Fit,N
50356,94828,34,2024-12-06,2,143.69,Not As Described,Y
50357,94828,1008,2024-11-21,1,60.0,Other,Y
50358,94832,743,2025-01-01,2,82.29,Not As Described,Y
50359,94833,474,2024-12-29,2,780.19,Defective/Damaged,Y
50360,94837,106,2025-02-16,1,24.56,Wrong Size/Fit,Y
50361,94844,1052,2025-03-30,1,88.09,Wrong Size/Fit,Y
50362,94847,1061,2025-05-02,1,27.51,Defective/Damaged,N
50363,94849,834,2025-05-03,2,118.37,Wrong Size/Fit,Y
50364,94852,248,2025-05-20,2,16.39,Changed Mind,N
50365,94854,1026,2025-05-30,1,52.53,Wrong Size/Fit,Y
50366,94855,254,2025-06-24,1,14.66,Defective/Damaged,N
50367,94856,497,2025-06-12,2,18.9,Changed Mind,Y
50368,94858,795,2025-07-10,1,92.34,Defective/Damaged,Y
50369,94859,603,2025-07-22,1,39.53,Not As Described,Y
50370,94863,1023,2025-08-07,2,130.07,Changed Mind,N
50371,94863,1080,2025-08-15,2,319.5,Not As Described,Y
50372,94865,23,2025-08-14,1,86.25,Better Price Found,Y
50373,94865,451,2025-08-16,1,77.39,Defective/Damaged,Y
50374,94866,517,2025-08-28,1,61.05,Other,Y
50375,94868,821,2025-09-28,2,78.72,Defective/Damaged,Y
50376,94869,714,2025-09-15,1,39.17,Not As Described,Y
50377,94873,646,2025-10-18,2,126.52,Not As Described,Y
50378,94874,598,2025-10-18,1,36.75,Defective/Damaged,N
50379,94874,786,2025-10-18,1,36.21,Defective/Damaged,Y
50380,94874,821,2025-10-18,1,39.36,Changed Mind,Y
50381,94877,65,2021-09-10,1,80.84,Other,N
50382,94877,788,2021-08-30,1,26.65,Wrong Size/Fit,Y
50383,94877,1050,2021-08-29,2,1616.81,Changed Mind,Y
50384,94878,1017,2021-09-05,1,256.82,Defective/Damaged,N
50385,94880,855,2021-09-24,1,49.68,Not As Described,Y
50386,94880,990,2021-09-23,1,109.15,Defective/Damaged,N
50387,94881,471,2021-10-02,1,150.75,Not As Described,Y
50388,94886,135,2021-10-28,1,127.41,Wrong Size/Fit,Y
50389,94889,224,2021-11-30,1,52.0,Changed Mind,Y
50390,94893,59,2021-12-17,1,157.08,Wrong Size/Fit,Y
50391,94895,455,2022-01-11,1,128.43,Changed Mind,N
50392,94895,723,2022-01-24,1,47.9,Changed Mind,Y
50393,94896,617,2022-01-11,1,220.14,Wrong Size/Fit,Y
50394,94897,113,2022-02-01,1,22.94,Better Price Found,Y
50395,94897,327,2022-02-05,1,149.46,Defective/Damaged,N
50396,94899,330,2022-02-17,1,40.56,Not As Described,N
50397,94899,496,2022-01-26,1,172.5,Better Price Found,Y
50398,94905,31,2022-03-22,1,114.65,Changed Mind,N
50399,94907,1023,2022-04-20,2,260.13,Defective/Damaged,N
50400,94916,876,2022-06-09,1,74.47,Defective/Damaged,N
50401,94923,834,2022-07-26,2,236.73,Defective/Damaged,N
50402,94925,155,2022-08-11,1,126.47,Changed Mind,Y
50403,94936,821,2022-11-06,1,78.72,Better Price Found,Y
50404,94938,320,2022-11-06,1,36.91,Not As Described,Y
50405,94938,330,2022-11-12,1,40.56,Changed Mind,N
50406,94939,596,2022-11-06,1,79.5,Changed Mind,Y
50407,94942,1042,2022-12-16,2,398.37,Wrong Size/Fit,Y
50408,94945,38,2023-01-10,1,174.51,Wrong Size/Fit,Y
50409,94952,248,2023-02-23,1,16.39,Defective/Damaged,N
50410,94956,784,2023-03-09,1,63.54,Defective/Damaged,N
50411,94958,723,2023-03-28,1,47.9,Changed Mind,Y
50412,94958,940,2023-04-07,1,84.24,Not As Described,Y
50413,94961,39,2023-04-21,1,316.56,Wrong Size/Fit,Y
50414,94961,135,2023-04-24,1,127.42,Not As Described,Y
50415,94964,1061,2023-05-06,1,55.02,Defective/Damaged,N
50416,94965,843,2023-05-14,1,77.92,Wrong Size/Fit,Y
50417,94966,325,2023-05-18,1,107.64,Wrong Size/Fit,Y
50418,94967,221,2023-06-09,2,215.2,Not As Described,Y
50419,94967,785,2023-06-15,1,93.84,Changed Mind,Y
50420,94971,1059,2023-06-29,1,1737.0,Wrong Size/Fit,Y
50421,94972,510,2023-07-24,1,31.68,Wrong Size/Fit,N
50422,94972,1054,2023-07-07,1,275.23,Changed Mind,Y
50423,94972,1059,2023-07-16,1,1737.0,Changed Mind,Y
50424,94976,321,2023-07-28,1,77.47,Changed Mind,Y
50425,94976,398,2023-08-19,1,70.44,Better Price Found,Y
50426,94977,276,2025-08-08,1,49.34,Changed Mind,Y
50427,94977,890,2025-08-21,1,48.93,Defective/Damaged,N
50428,94979,845,2023-08-27,1,120.0,Defective/Damaged,N
50429,94980,1094,2025-08-30,1,175.13,Not As Described,N
50430,94981,744,2023-08-27,1,66.06,Defective/Damaged,N
50431,94982,574,2023-09-30,1,96.0,Changed Mind,N
50432,94983,831,2025-09-25,1,142.0,Changed Mind,Y
50433,94984,921,2023-09-30,1,101.17,Defective/Damaged,N
50434,94988,170,2023-11-01,1,106.21,Changed Mind,Y
50435,94991,20,2023-11-14,1,161.2,Changed Mind,N
50436,94992,890,2023-11-28,1,48.93,Wrong Size/Fit,Y
50437,94993,1018,2023-11-25,1,103.36,Changed Mind,Y
50438,94994,392,2023-11-26,1,89.93,Defective/Damaged,N
50439,94994,940,2023-11-26,1,84.24,Wrong Size/Fit,Y
50440,94998,603,2024-01-03,1,79.06,Wrong Size/Fit,Y
50441,94999,277,2024-01-08,1,110.16,Not As Described,N
50442,95000,301,2024-01-24,1,120.0,Wrong Size/Fit,Y
50443,95000,786,2024-01-29,1,72.42,Changed Mind,Y
50444,95005,104,2024-02-25,1,152.49,Other,Y
50445,95005,318,2024-02-11,1,74.37,Other,Y
50446,95006,883,2024-02-26,1,147.42,Wrong Size/Fit,Y
50447,95007,319,2024-02-28,1,105.67,Changed Mind,Y
50448,95007,858,2024-02-26,1,118.9,Changed Mind,Y
50449,95009,723,2024-03-25,1,47.9,Changed Mind,N
50450,95011,159,2024-04-07,2,341.88,Better Price Found,N
50451,95011,1084,2024-04-05,1,317.25,Wrong Size/Fit,N
50452,95013,887,2024-04-18,1,193.75,Wrong Size/Fit,Y
50453,95019,1046,2024-06-19,1,119.98,Other,Y
50454,95020,360,2024-06-22,1,145.34,Wrong Size/Fit,Y
50455,95020,897,2024-06-23,1,92.08,Changed Mind,Y
50456,95022,631,2024-06-27,1,63.59,Better Price Found,Y
50457,95022,1026,2024-07-09,1,105.05,Wrong Size/Fit,Y
50458,95025,309,2024-07-17,1,75.43,Changed Mind,Y
50459,95028,66,2024-08-15,1,66.12,Defective/Damaged,N
50460,95029,346,2024-08-08,1,48.07,Better Price Found,N
50461,95031,68,2024-09-05,1,52.67,Better Price Found,N
50462,95033,651,2024-09-13,1,149.25,Not As Described,Y
50463,95037,441,2024-10-07,1,69.0,Wrong Size/Fit,Y
50464,95043,334,2024-11-11,2,186.12,Changed Mind,Y
50465,95044,79,2024-11-21,2,330.5,Better Price Found,Y
50466,95044,703,2024-11-30,1,123.43,Changed Mind,N
50467,95046,501,2024-12-08,1,47.94,Wrong Size/Fit,Y
50468,95046,571,2024-12-19,1,79.2,Changed Mind,Y
50469,95046,594,2024-12-27,1,75.49,Not As Described,Y
50470,95048,1096,2024-12-18,1,277.36,Wrong Size/Fit,Y
50471,95049,470,2025-01-10,1,62.5,Not As Described,Y
50472,95049,501,2025-01-06,1,47.94,Changed Mind,Y
50473,95049,609,2024-12-24,1,718.17,Changed Mind,Y
50474,95049,1042,2025-01-04,1,199.19,Wrong Size/Fit,Y
50475,95050,802,2025-01-25,2,147.39,Defective/Damaged,N
50476,95051,781,2025-01-09,2,43.47,Defective/Damaged,N
50477,95053,51,2025-01-21,1,123.98,Wrong Size/Fit,Y
50478,95055,292,2025-02-18,2,125.62,Changed Mind,Y
50479,95056,1045,2025-03-03,1,2718.05,Changed Mind,Y
50480,95063,497,2025-04-09,1,18.9,Wrong Size/Fit,Y
50481,95063,944,2025-04-19,2,279.68,Changed Mind,Y
50482,95072,617,2025-05-31,1,220.14,Not As Described,Y
50483,95074,849,2025-07-06,1,199.98,Not As Described,Y
50484,95075,845,2025-06-20,1,120.0,Changed Mind,Y
50485,95076,535,2025-06-30,1,65.41,Changed Mind,Y
50486,95077,560,2025-07-22,2,163.88,Better Price Found,Y
50487,95077,1077,2025-07-28,1,108.4,Defective/Damaged,Y
50488,95081,493,2025-07-29,1,172.5,Better Price Found,Y
50489,95083,631,2025-08-25,1,63.59,Other,Y
50490,95085,991,2025-09-21,1,130.41,Not As Described,N
50491,95086,658,2025-09-24,1,81.15,Not As Described,Y
50492,95087,572,2025-09-28,1,42.0,Wrong Size/Fit,Y
50493,95088,476,2025-10-07,1,72.54,Not As Described,Y
50494,95089,525,2025-10-17,1,157.46,Changed Mind,Y
50495,95094,560,2021-09-13,1,81.94,Not As Described,Y
50496,95095,845,2021-09-15,1,120.0,Not As Described,Y
50497,95096,869,2021-09-25,2,711.36,Wrong Size/Fit,N
50498,95097,684,2021-09-18,1,102.59,Not As Described,Y
50499,95099,407,2021-10-14,1,31.35,Defective/Damaged,N
50500,95099,855,2021-10-13,1,49.68,Defective/Damaged,N
50501,95102,726,2021-11-07,1,23.26,Better Price Found,Y
50502,95103,531,2021-11-10,1,93.84,Changed Mind,N
50503,95104,1061,2021-11-06,1,55.02,Changed Mind,Y
50504,95105,182,2021-11-25,2,686.97,Not As Described,Y
50505,95106,233,2021-11-12,1,74.95,Changed Mind,Y
50506,95108,171,2021-12-04,1,103.24,Changed Mind,Y
50507,95108,923,2021-11-25,1,83.93,Wrong Size/Fit,Y
50508,95110,793,2021-12-30,2,629.27,Changed Mind,Y
50509,95112,975,2022-01-07,2,128.16,Defective/Damaged,N
50510,95116,666,2022-02-04,1,128.59,Better Price Found,Y
50511,95124,652,2022-04-14,1,56.81,Other,Y
50512,95126,956,2022-04-23,1,59.18,Changed Mind,Y
50513,95128,627,2022-04-29,1,52.12,Defective/Damaged,N
50514,95128,810,2022-05-07,1,41.68,Wrong Size/Fit,Y
50515,95130,23,2022-05-21,2,345.0,Defective/Damaged,N
50516,95132,858,2022-05-23,1,118.89,Defective/Damaged,N
50517,95135,782,2022-06-15,1,43.99,Changed Mind,Y
50518,95136,233,2022-06-30,1,74.95,Changed Mind,Y
50519,95137,748,2022-06-23,1,82.96,Defective/Damaged,N
50520,95141,981,2022-08-09,1,115.06,Changed Mind,Y
50521,95147,233,2022-08-29,2,149.91,Other,Y
50522,95150,74,2022-09-30,1,224.47,Wrong Size/Fit,Y
50523,95151,320,2022-10-17,2,73.82,Changed Mind,Y
50524,95152,527,2022-10-15,2,127.07,Changed Mind,Y
50525,95153,935,2022-10-12,1,60.83,Not As Described,Y
50526,95155,521,2022-11-09,1,173.83,Other,Y
50527,95158,905,2022-11-24,1,34.16,Better Price Found,Y
50528,95159,306,2022-11-27,1,401.19,Better Price Found,Y
50529,95162,924,2022-12-29,1,29.5,Defective/Damaged,N
50530,95165,490,2023-01-20,1,128.43,Defective/Damaged,N
50531,95167,593,2023-02-10,2,76.56,Not As Described,Y
50532,95173,1047,2023-02-28,1,83.51,Wrong Size/Fit,N
50533,95176,764,2023-03-25,2,211.93,Not As Described,Y
50534,95177,640,2023-04-19,2,158.87,Defective/Damaged,N
50535,95180,301,2023-05-06,1,120.0,Wrong Size/Fit,Y
50536,95182,874,2023-05-27,1,24.26,Better Price Found,Y
50537,95185,627,2023-06-05,1,52.12,Defective/Damaged,N
50538,95186,631,2023-06-17,1,63.59,Not As Described,Y
50539,95186,969,2023-05-28,1,152.35,Better Price Found,Y
50540,95187,289,2023-06-08,1,196.12,Defective/Damaged,N
50541,95190,8,2023-07-09,2,255.65,Not As Described,Y
50542,95190,518,2023-06-21,1,399.3,Wrong Size/Fit,Y
