Store Key,Date Key,Store Visits
269,2023-01-18,5
269,2023-01-19,5
269,2023-01-20,6
269,2023-01-21,3
269,2023-01-22,3
269,2023-01-23,3
269,2023-01-24,6
269,2023-01-25,10
269,2023-01-26,10
269,2023-01-27,3
269,2023-01-28,5
269,2023-01-29,3
269,2023-01-30,5
269,2023-01-31,3
269,2023-02-01,5
269,2023-02-02,9
269,2023-02-03,5
269,2023-02-04,3
269,2023-02-05,3
269,2023-02-06,5
269,2023-02-07,4
269,2023-02-08,18
269,2023-02-09,11
269,2023-02-10,5
269,2023-02-11,3
269,2023-02-12,3
269,2023-02-13,7
269,2023-02-14,3
269,2023-02-15,8
269,2023-02-16,14
269,2023-02-17,3
269,2023-02-18,4
269,2023-02-19,3
269,2023-02-20,3
269,2023-02-21,4
269,2023-02-22,10
269,2023-02-23,5
269,2023-02-24,3
269,2023-02-25,3
269,2023-02-26,3
269,2023-02-27,3
269,2023-02-28,3
269,2023-03-01,9
269,2023-03-02,5
269,2023-03-03,3
269,2023-03-04,3
269,2023-03-05,3
269,2023-03-06,4
269,2023-03-07,16
269,2023-03-08,13
269,2023-03-09,8
269,2023-03-10,3
269,2023-03-11,3
269,2023-03-12,3
269,2023-03-13,3
269,2023-03-14,15
269,2023-03-15,5
269,2023-03-16,9
269,2023-03-17,3
269,2023-03-18,3
269,2023-03-19,4
269,2023-03-20,3
269,2023-03-21,12
269,2023-03-22,5
269,2023-03-23,8
269,2023-03-24,3
269,2023-03-25,3
269,2023-03-26,3
269,2023-03-27,5
269,2023-03-28,12
269,2023-03-29,13
269,2023-03-30,5
269,2023-03-31,4
269,2023-04-01,3
269,2023-04-02,3
269,2023-04-03,8
269,2023-04-04,18
269,2023-04-05,3
269,2023-04-06,14
269,2023-04-07,3
269,2023-04-08,3
269,2023-04-09,3
269,2023-04-10,3
269,2023-04-11,5
269,2023-04-12,12
269,2023-04-13,3
269,2023-04-14,3
269,2023-04-15,3
269,2023-04-16,3
269,2023-04-17,3
269,2023-04-18,8
269,2023-04-19,10
269,2023-04-20,10
269,2023-04-21,3
269,2023-04-22,3
269,2023-04-23,3
269,2023-04-24,5
269,2023-04-25,10
269,2023-04-26,5
269,2023-04-27,5
269,2023-04-28,11
269,2023-04-29,3
269,2023-04-30,3
269,2023-05-01,5
269,2023-05-02,5
269,2023-05-03,10
269,2023-05-04,6
269,2023-05-05,3
269,2023-05-06,5
269,2023-05-07,6
269,2023-05-08,9
269,2023-05-09,5
269,2023-05-10,16
269,2023-05-11,3
269,2023-05-12,3
269,2023-05-13,3
269,2023-05-14,4
269,2023-05-15,5
269,2023-05-16,10
269,2023-05-17,5
269,2023-05-18,9
269,2023-05-19,3
269,2023-05-20,13
269,2023-05-21,3
269,2023-05-22,11
269,2023-05-23,3
269,2023-05-24,10
269,2023-05-25,3
269,2023-05-26,3
269,2023-05-27,11
269,2023-05-28,3
269,2023-05-29,6
269,2023-05-30,3
269,2023-05-31,15
269,2023-06-01,3
269,2023-06-02,9
269,2023-06-03,9
269,2023-06-04,3
269,2023-06-05,9
269,2023-06-06,3
269,2023-06-07,22
269,2023-06-08,3
269,2023-06-09,11
269,2023-06-10,5
269,2023-06-11,3
269,2023-06-12,5
269,2023-06-13,4
269,2023-06-14,3
269,2023-06-15,16
269,2023-06-16,4
269,2023-06-17,3
269,2023-06-18,5
269,2023-06-19,3
269,2023-06-20,10
269,2023-06-21,3
269,2023-06-22,3
269,2023-06-23,15
269,2023-06-24,3
269,2023-06-25,3
269,2023-06-26,10
269,2023-06-27,5
269,2023-06-28,5
269,2023-06-29,6
269,2023-06-30,5
269,2023-07-01,9
269,2023-07-02,3
269,2023-07-03,3
269,2023-07-04,6
269,2023-07-05,3
269,2023-07-06,4
269,2023-07-07,3
269,2023-07-08,13
269,2023-07-09,3
269,2023-07-10,3
269,2023-07-11,5
269,2023-07-12,18
269,2023-07-13,3
269,2023-07-14,5
269,2023-07-15,3
269,2023-07-16,5
269,2023-07-17,3
269,2023-07-18,17
269,2023-07-19,6
269,2023-07-20,13
269,2023-07-21,5
269,2023-07-22,5
269,2023-07-23,3
269,2023-07-24,3
269,2023-07-25,3
269,2023-07-26,11
269,2023-07-27,3
269,2023-07-28,3
269,2023-07-29,6
269,2023-07-30,3
269,2023-07-31,5
269,2023-08-01,3
269,2023-08-02,5
269,2023-08-03,10
269,2023-08-04,9
269,2023-08-05,3
269,2023-08-06,5
269,2023-08-07,5
269,2023-08-08,3
269,2023-08-09,8
269,2023-08-10,15
269,2023-08-11,6
269,2023-08-12,3
269,2023-08-13,3
269,2023-08-14,3
269,2023-08-15,3
269,2023-08-16,12
269,2023-08-17,10
269,2023-08-18,3
269,2023-08-19,5
269,2023-08-20,3
269,2023-08-21,3
269,2023-08-22,3
269,2023-08-23,3
269,2023-08-24,10
269,2023-08-25,4
269,2023-08-26,5
269,2023-08-27,3
269,2023-08-28,3
269,2023-08-29,8
269,2023-08-30,4
269,2023-08-31,15
269,2023-09-01,5
269,2023-09-02,3
269,2023-09-03,3
269,2023-09-04,5
269,2023-09-05,7
269,2023-09-06,5
269,2023-09-07,3
269,2023-09-08,6
269,2023-09-09,6
269,2023-09-10,4
269,2023-09-11,3
269,2023-09-12,5
269,2023-09-13,6
269,2023-09-14,4
269,2023-09-15,3
269,2023-09-16,6
269,2023-09-17,7
269,2023-09-18,5
269,2023-09-19,15
269,2023-09-20,3
269,2023-09-21,11
269,2023-09-22,5
269,2023-09-23,4
269,2023-09-24,5
269,2023-09-25,3
269,2023-09-26,5
269,2023-09-27,4
269,2023-09-28,3
269,2023-09-29,10
269,2023-09-30,17
269,2023-10-01,3
269,2023-10-02,5
269,2023-10-03,4
269,2023-10-04,3
269,2023-10-05,5
269,2023-10-06,14
269,2023-10-07,5
269,2023-10-08,5
269,2023-10-09,4
269,2023-10-10,16
269,2023-10-11,3
269,2023-10-12,9
269,2023-10-13,3
269,2023-10-14,20
269,2023-10-15,3
269,2023-10-16,10
269,2023-10-17,3
269,2023-10-18,17
269,2023-10-19,5
269,2023-10-20,22
269,2023-10-21,15
269,2023-10-22,5
269,2023-10-23,8
269,2023-10-24,5
269,2023-10-25,3
269,2023-10-26,5
269,2023-10-27,9
269,2023-10-28,17
269,2023-10-29,10
269,2023-10-30,12
269,2023-10-31,4
269,2023-11-01,10
269,2023-11-02,5
269,2023-11-03,10
269,2023-11-04,3
269,2023-11-05,8
269,2023-11-06,10
269,2023-11-07,18
269,2023-11-08,3
269,2023-11-09,5
269,2023-11-10,13
269,2023-11-11,3
269,2023-11-12,5
269,2023-11-13,24
269,2023-11-14,6
269,2023-11-15,5
269,2023-11-16,6
269,2023-11-17,10
269,2023-11-18,3
269,2023-11-19,9
269,2023-11-20,11
269,2023-11-21,3
269,2023-11-22,5
269,2023-11-23,14
269,2023-11-24,5
269,2023-11-25,3
269,2023-11-26,5
269,2023-11-27,15
269,2023-11-28,10
269,2023-11-29,3
269,2023-11-30,11
269,2023-12-01,12
269,2023-12-02,4
269,2023-12-03,9
269,2023-12-04,5
269,2023-12-05,5
269,2023-12-06,3
269,2023-12-07,5
269,2023-12-08,10
269,2023-12-09,6
269,2023-12-10,13
269,2023-12-11,3
269,2023-12-12,6
269,2023-12-13,6
269,2023-12-14,9
269,2023-12-15,12
269,2023-12-16,5
269,2023-12-17,12
269,2023-12-18,15
269,2023-12-19,4
269,2023-12-20,6
269,2023-12-21,12
269,2023-12-22,3
269,2023-12-23,5
269,2023-12-24,5
269,2023-12-25,5
269,2023-12-26,12
269,2023-12-27,5
269,2023-12-28,6
269,2023-12-29,3
269,2023-12-30,8
269,2023-12-31,9
269,2024-01-01,6
269,2024-01-02,5
269,2024-01-03,3
269,2024-01-04,10
269,2024-01-05,3
269,2024-01-06,13
269,2024-01-07,4
269,2024-01-08,3
269,2024-01-09,5
269,2024-01-10,13
269,2024-01-11,8
269,2024-01-12,3
269,2024-01-13,11
269,2024-01-14,5
269,2024-01-15,5
269,2024-01-16,5
269,2024-01-17,3
269,2024-01-18,10
269,2024-01-19,5
269,2024-01-20,8
269,2024-01-21,4
269,2024-01-22,16
269,2024-01-23,3
269,2024-01-24,3
269,2024-01-25,3
269,2024-01-26,15
269,2024-01-27,15
269,2024-01-28,3
269,2024-01-29,9
269,2024-01-30,3
269,2024-01-31,5
269,2024-02-01,9
269,2024-02-02,5
269,2024-02-03,24
269,2024-02-04,9
269,2024-02-05,11
269,2024-02-06,11
269,2024-02-07,3
269,2024-02-08,3
269,2024-02-09,12
269,2024-02-10,21
269,2024-02-11,4
269,2024-02-12,11
269,2024-02-13,6
269,2024-02-14,3
269,2024-02-15,3
269,2024-02-16,14
269,2024-02-17,20
269,2024-02-18,6
269,2024-02-19,10
269,2024-02-20,10
269,2024-02-21,3
269,2024-02-22,4
269,2024-02-23,6
269,2024-02-24,11
269,2024-02-25,10
269,2024-02-26,24
269,2024-02-27,9
269,2024-02-28,9
269,2024-02-29,10
269,2024-03-01,5
269,2024-03-02,6
269,2024-03-03,5
269,2024-03-04,10
269,2024-03-05,9
269,2024-03-06,3
269,2024-03-07,17
269,2024-03-08,3
269,2024-03-09,3
269,2024-03-10,11
269,2024-03-11,16
269,2024-03-12,10
269,2024-03-13,17
269,2024-03-14,10
269,2024-03-15,4
269,2024-03-16,3
269,2024-03-17,7
269,2024-03-18,13
269,2024-03-19,4
269,2024-03-20,4
269,2024-03-21,19
269,2024-03-22,4
269,2024-03-23,4
269,2024-03-24,9
269,2024-03-25,15
269,2024-03-26,3
269,2024-03-27,3
269,2024-03-28,11
269,2024-03-29,5
269,2024-03-30,6
269,2024-03-31,5
269,2024-04-01,8
269,2024-04-02,5
269,2024-04-03,4
269,2024-04-04,13
269,2024-04-05,10
269,2024-04-06,3
269,2024-04-07,5
269,2024-04-08,3
269,2024-04-09,11
269,2024-04-10,3
269,2024-04-11,16
269,2024-04-12,5
269,2024-04-13,3
269,2024-04-14,5
269,2024-04-15,22
269,2024-04-16,3
269,2024-04-17,5
269,2024-04-18,7
269,2024-04-19,9
269,2024-04-20,5
269,2024-04-21,5
269,2024-04-22,13
269,2024-04-23,10
269,2024-04-24,5
269,2024-04-25,3
269,2024-04-26,13
269,2024-04-27,5
269,2024-04-28,9
269,2024-04-29,20
269,2024-04-30,13
269,2024-05-01,5
269,2024-05-02,9
269,2024-05-03,7
269,2024-05-04,4
269,2024-05-05,11
269,2024-05-06,10
269,2024-05-07,10
269,2024-05-08,9
269,2024-05-09,5
269,2024-05-10,10
269,2024-05-11,9
269,2024-05-12,3
269,2024-05-13,9
269,2024-05-14,4
269,2024-05-15,9
269,2024-05-16,8
269,2024-05-17,5
269,2024-05-18,18
269,2024-05-19,6
269,2024-05-20,5
269,2024-05-21,9
269,2024-05-22,5
269,2024-05-23,3
269,2024-05-24,23
269,2024-05-25,3
269,2024-05-26,15
269,2024-05-27,3
269,2024-05-28,23
269,2024-05-29,10
269,2024-05-30,14
269,2024-05-31,3
269,2024-06-01,4
269,2024-06-02,3
269,2024-06-03,3
269,2024-06-04,28
269,2024-06-05,5
269,2024-06-06,3
269,2024-06-07,11
269,2024-06-08,8
269,2024-06-09,12
269,2024-06-10,12
269,2024-06-11,9
269,2024-06-12,5
269,2024-06-13,5
269,2024-06-14,16
269,2024-06-15,3
269,2024-06-16,5
269,2024-06-17,10
269,2024-06-18,15
269,2024-06-19,5
269,2024-06-20,11
269,2024-06-21,5
269,2024-06-22,29
269,2024-06-23,6
269,2024-06-24,5
269,2024-06-25,18
269,2024-06-26,11
269,2024-06-27,8
269,2024-06-28,3
269,2024-06-29,5
269,2024-06-30,3
269,2024-07-01,9
269,2024-07-02,10
269,2024-07-03,18
269,2024-07-04,3
269,2024-07-05,6
269,2024-07-06,4
269,2024-07-07,7
269,2024-07-08,18
269,2024-07-09,5
269,2024-07-10,5
269,2024-07-11,10
269,2024-07-12,12
269,2024-07-13,11
269,2024-07-14,4
269,2024-07-15,5
269,2024-07-16,11
269,2024-07-17,9
269,2024-07-18,16
269,2024-07-19,10
269,2024-07-20,21
269,2024-07-21,11
269,2024-07-22,4
269,2024-07-23,3
269,2024-07-24,12
269,2024-07-25,15
269,2024-07-26,11
269,2024-07-27,10
269,2024-07-28,8
269,2024-07-29,4
269,2024-07-30,5
269,2024-07-31,13
269,2024-08-01,16
269,2024-08-02,5
269,2024-08-03,13
269,2024-08-04,12
269,2024-08-05,5
269,2024-08-06,28
269,2024-08-07,8
269,2024-08-08,14
269,2024-08-09,14
269,2024-08-10,27
269,2024-08-11,11
269,2024-08-12,3
269,2024-08-13,6
269,2024-08-14,24
269,2024-08-15,4
269,2024-08-16,20
269,2024-08-17,11
269,2024-08-18,12
269,2024-08-19,5
269,2024-08-20,14
269,2024-08-21,9
269,2024-08-22,9
269,2024-08-23,16
269,2024-08-24,11
269,2024-08-25,9
269,2024-08-26,5
269,2024-08-27,15
269,2024-08-28,17
269,2024-08-29,10
269,2024-08-30,9
269,2024-08-31,9
269,2024-09-01,5
269,2024-09-02,4
269,2024-09-03,14
269,2024-09-04,8
269,2024-09-05,11
269,2024-09-06,17
269,2024-09-07,10
269,2024-09-08,13
269,2024-09-09,5
269,2024-09-10,5
269,2024-09-11,10
269,2024-09-12,12
269,2024-09-13,3
269,2024-09-14,12
269,2024-09-15,19
269,2024-09-16,6
269,2024-09-17,3
269,2024-09-18,6
269,2024-09-19,12
269,2024-09-20,14
269,2024-09-21,24
269,2024-09-22,9
269,2024-09-23,3
269,2024-09-24,10
269,2024-09-25,5
269,2024-09-26,14
269,2024-09-27,3
269,2024-09-28,9
269,2024-09-29,10
269,2024-09-30,3
269,2024-10-01,6
269,2024-10-02,18
269,2024-10-03,3
269,2024-10-04,10
269,2024-10-05,14
269,2024-10-06,3
269,2024-10-07,3
269,2024-10-08,16
269,2024-10-09,8
269,2024-10-10,5
269,2024-10-11,9
269,2024-10-12,8
269,2024-10-13,16
269,2024-10-14,3
269,2024-10-15,15
269,2024-10-16,3
269,2024-10-17,13
269,2024-10-18,4
269,2024-10-19,20
269,2024-10-20,5
269,2024-10-21,3
269,2024-10-22,14
269,2024-10-23,6
269,2024-10-24,21
269,2024-10-25,8
269,2024-10-26,21
269,2024-10-27,15
269,2024-10-28,3
269,2024-10-29,14
269,2024-10-30,17
269,2024-10-31,19
269,2024-11-01,6
269,2024-11-02,22
269,2024-11-03,5
269,2024-11-04,3
269,2024-11-05,16
269,2024-11-06,12
269,2024-11-07,21
269,2024-11-08,18
269,2024-11-09,17
269,2024-11-10,3
269,2024-11-11,3
269,2024-11-12,18
269,2024-11-13,6
269,2024-11-14,31
269,2024-11-15,10
269,2024-11-16,8
269,2024-11-17,5
269,2024-11-18,9
269,2024-11-19,3
269,2024-11-20,18
269,2024-11-21,24
269,2024-11-22,3
269,2024-11-23,23
269,2024-11-24,3
269,2024-11-25,4
269,2024-11-26,5
269,2024-11-27,27
269,2024-11-28,22
269,2024-11-29,3
269,2024-11-30,35
269,2024-12-01,20
269,2024-12-02,9
269,2024-12-03,3
269,2024-12-04,9
269,2024-12-05,17
269,2024-12-06,9
269,2024-12-07,14
269,2024-12-08,9
269,2024-12-09,6
269,2024-12-10,5
269,2024-12-11,5
269,2024-12-12,21
269,2024-12-13,26
269,2024-12-14,11
269,2024-12-15,3
269,2024-12-16,5
269,2024-12-17,5
269,2024-12-18,11
269,2024-12-19,14
269,2024-12-20,11
269,2024-12-21,18
269,2024-12-22,6
269,2024-12-23,3
269,2024-12-24,3
269,2024-12-25,11
269,2024-12-26,32
269,2024-12-27,30
269,2024-12-28,3
269,2024-12-29,10
269,2024-12-30,3
269,2024-12-31,3
269,2025-01-01,10
269,2025-01-02,22
269,2025-01-03,22
269,2025-01-04,10
269,2025-01-05,14
269,2025-01-06,3
269,2025-01-07,5
269,2025-01-08,10
269,2025-01-09,16
269,2025-01-10,9
269,2025-01-11,5
269,2025-01-12,13
269,2025-01-13,3
269,2025-01-14,5
269,2025-01-15,15
269,2025-01-16,13
269,2025-01-17,18
269,2025-01-18,5
269,2025-01-19,19
269,2025-01-20,3
269,2025-01-21,9
269,2025-01-22,9
269,2025-01-23,3
269,2025-01-24,5
269,2025-01-25,14
269,2025-01-26,3
269,2025-01-27,15
269,2025-01-28,4
269,2025-01-29,15
269,2025-01-30,3
269,2025-01-31,5
269,2025-02-01,3
269,2025-02-02,9
269,2025-02-03,12
269,2025-02-04,8
269,2025-02-05,20
269,2025-02-06,6
269,2025-02-07,3
269,2025-02-08,3
269,2025-02-09,5
269,2025-02-10,23
269,2025-02-11,4
269,2025-02-12,6
269,2025-02-13,8
269,2025-02-14,10
269,2025-02-15,11
269,2025-02-16,14
269,2025-02-17,15
269,2025-02-18,5
269,2025-02-19,7
269,2025-02-20,28
269,2025-02-21,5
269,2025-02-22,6
269,2025-02-23,6
269,2025-02-24,8
269,2025-02-25,16
269,2025-02-26,16
269,2025-02-27,3
269,2025-02-28,5
269,2025-03-01,8
269,2025-03-02,10
269,2025-03-03,11
269,2025-03-04,13
269,2025-03-05,13
269,2025-03-06,9
269,2025-03-07,3
269,2025-03-08,5
269,2025-03-09,5
269,2025-03-10,13
269,2025-03-11,14
269,2025-03-12,19
269,2025-03-13,3
269,2025-03-14,5
269,2025-03-15,3
269,2025-03-16,14
269,2025-03-17,8
269,2025-03-18,15
269,2025-03-19,22
269,2025-03-20,4
269,2025-03-21,6
269,2025-03-22,9
269,2025-03-23,6
269,2025-03-24,13
269,2025-03-25,17
269,2025-03-26,18
269,2025-03-27,6
269,2025-03-28,3
269,2025-03-29,8
269,2025-03-30,6
269,2025-03-31,16
269,2025-04-01,23
269,2025-04-02,18
269,2025-04-03,5
269,2025-04-04,3
269,2025-04-05,21
269,2025-04-06,8
269,2025-04-07,5
269,2025-04-08,26
269,2025-04-09,13
269,2025-04-10,3
269,2025-04-11,3
269,2025-04-12,10
269,2025-04-13,16
269,2025-04-14,14
269,2025-04-15,13
269,2025-04-16,14
269,2025-04-17,10
269,2025-04-18,5
269,2025-04-19,9
269,2025-04-20,12
269,2025-04-21,6
269,2025-04-22,20
269,2025-04-23,15
269,2025-04-24,10
269,2025-04-25,16
269,2025-04-26,9
269,2025-04-27,5
269,2025-04-28,10
269,2025-04-29,17
269,2025-04-30,6
269,2025-05-01,12
269,2025-05-02,9
269,2025-05-03,12
269,2025-05-04,3
269,2025-05-05,14
269,2025-05-06,10
269,2025-05-07,3
269,2025-05-08,25
269,2025-05-09,5
269,2025-05-10,16
269,2025-05-11,8
269,2025-05-12,4
269,2025-05-13,22
269,2025-05-14,13
269,2025-05-15,23
269,2025-05-16,6
269,2025-05-17,9
269,2025-05-18,6
269,2025-05-19,15
269,2025-05-20,18
269,2025-05-21,3
269,2025-05-22,17
269,2025-05-23,5
269,2025-05-24,10
269,2025-05-25,11
269,2025-05-26,10
269,2025-05-27,4
269,2025-05-28,5
269,2025-05-29,13
269,2025-05-30,16
269,2025-05-31,8
269,2025-06-01,15
269,2025-06-02,3
269,2025-06-03,20
269,2025-06-04,15
269,2025-06-05,9
269,2025-06-06,19
269,2025-06-07,6
269,2025-06-08,3
269,2025-06-09,9
269,2025-06-10,10
269,2025-06-11,21
269,2025-06-12,8
269,2025-06-13,13
269,2025-06-14,14
269,2025-06-15,5
269,2025-06-16,15
269,2025-06-17,3
269,2025-06-18,21
269,2025-06-19,10
269,2025-06-20,15
269,2025-06-21,10
269,2025-06-22,28
269,2025-06-23,10
269,2025-06-24,6
269,2025-06-25,19
269,2025-06-26,9
269,2025-06-27,14
269,2025-06-28,18
269,2025-06-29,5
269,2025-06-30,6
269,2025-07-01,4
269,2025-07-02,6
269,2025-07-03,15
269,2025-07-04,22
269,2025-07-05,11
269,2025-07-06,19
269,2025-07-07,4
269,2025-07-08,8
269,2025-07-09,9
269,2025-07-10,23
269,2025-07-11,9
269,2025-07-12,17
269,2025-07-13,11
269,2025-07-14,10
269,2025-07-15,12
269,2025-07-16,3
269,2025-07-17,11
269,2025-07-18,9
269,2025-07-19,9
269,2025-07-20,4
269,2025-07-21,10
269,2025-07-22,11
269,2025-07-23,4
269,2025-07-24,32
269,2025-07-25,21
269,2025-07-26,13
269,2025-07-27,17
269,2025-07-28,6
269,2025-07-29,11
269,2025-07-30,12
269,2025-07-31,5
269,2025-08-01,16
269,2025-08-02,12
269,2025-08-03,3
269,2025-08-04,3
269,2025-08-05,5
269,2025-08-06,5
269,2025-08-07,9
269,2025-08-08,4
269,2025-08-09,9
269,2025-08-10,28
269,2025-08-11,3
269,2025-08-12,5
269,2025-08-13,10
269,2025-08-14,14
269,2025-08-15,15
269,2025-08-16,26
269,2025-08-17,14
269,2025-08-18,3
269,2025-08-19,3
269,2025-08-20,25
269,2025-08-21,12
269,2025-08-22,38
269,2025-08-23,23
269,2025-08-24,9
269,2025-08-25,3
269,2025-08-26,6
269,2025-08-27,16
269,2025-08-28,10
269,2025-08-29,12
269,2025-08-30,13
269,2025-08-31,11
269,2025-09-01,5
269,2025-09-02,13
269,2025-09-03,6
269,2025-09-04,15
269,2025-09-05,26
269,2025-09-06,27
269,2025-09-07,5
269,2025-09-08,6
269,2025-09-09,26
269,2025-09-10,29
269,2025-09-11,3
269,2025-09-12,13
269,2025-09-13,13
269,2025-09-14,10
269,2025-09-15,3
269,2025-09-16,25
269,2025-09-17,5
269,2025-09-18,17
269,2025-09-19,5
269,2025-09-20,10
269,2025-09-21,5
269,2025-09-22,5
269,2025-09-23,3
269,2025-09-24,17
269,2025-09-25,15
269,2025-09-26,14
269,2025-09-27,9
269,2025-09-28,18
269,2025-09-29,5
269,2025-09-30,13
269,2025-10-01,25
269,2025-10-02,5
269,2025-10-03,16
269,2025-10-04,9
269,2025-10-05,6
269,2025-10-06,3
269,2025-10-07,8
269,2025-10-08,14
269,2025-10-09,15
269,2025-10-10,13
269,2025-10-11,11
269,2025-10-12,6
269,2025-10-13,13
269,2025-10-14,11
269,2025-10-15,11
269,2025-10-16,5
269,2025-10-17,19
269,2025-10-18,9
375,2021-08-19,5
375,2021-08-20,7
375,2021-08-21,7
375,2021-08-22,16
375,2021-08-23,5
375,2021-08-24,5
375,2021-08-25,5
375,2021-08-26,5
375,2021-08-27,5
375,2021-08-28,5
375,2021-08-29,9
375,2021-08-30,5
375,2021-08-31,5
375,2021-09-01,5
375,2021-09-02,5
375,2021-09-03,5
375,2021-09-04,12
375,2021-09-05,5
375,2021-09-06,5
375,2021-09-07,5
375,2021-09-08,5
375,2021-09-09,5
375,2021-09-10,7
375,2021-09-11,10
375,2021-09-12,5
375,2021-09-13,5
375,2021-09-14,5
375,2021-09-15,5
375,2021-09-16,5
375,2021-09-17,15
375,2021-09-18,5
375,2021-09-19,5
375,2021-09-20,5
375,2021-09-21,8
375,2021-09-22,5
375,2021-09-23,15
375,2021-09-24,11
375,2021-09-25,10
375,2021-09-26,5
375,2021-09-27,5
375,2021-09-28,5
375,2021-09-29,5
375,2021-09-30,5
375,2021-10-01,7
375,2021-10-02,12
375,2021-10-03,5
375,2021-10-04,5
375,2021-10-05,5
375,2021-10-06,5
375,2021-10-07,13
375,2021-10-08,5
375,2021-10-09,7
375,2021-10-10,5
375,2021-10-11,6
375,2021-10-12,5
375,2021-10-13,5
375,2021-10-14,9
375,2021-10-15,5
375,2021-10-16,7
375,2021-10-17,5
375,2021-10-18,8
375,2021-10-19,5
375,2021-10-20,5
375,2021-10-21,5
375,2021-10-22,16
375,2021-10-23,5
375,2021-10-24,12
375,2021-10-25,5
375,2021-10-26,5
375,2021-10-27,5
375,2021-10-28,6
375,2021-10-29,8
375,2021-10-30,5
375,2021-10-31,5
375,2021-11-01,5
375,2021-11-02,5
375,2021-11-03,5
375,2021-11-04,7
375,2021-11-05,7
375,2021-11-06,5
375,2021-11-07,5
375,2021-11-08,5
375,2021-11-09,5
375,2021-11-10,10
375,2021-11-11,5
375,2021-11-12,7
375,2021-11-13,11
375,2021-11-14,7
375,2021-11-15,5
375,2021-11-16,5
375,2021-11-17,5
375,2021-11-18,10
375,2021-11-19,9
375,2021-11-20,5
375,2021-11-21,6
375,2021-11-22,5
375,2021-11-23,5
375,2021-11-24,7
375,2021-11-25,7
375,2021-11-26,5
375,2021-11-27,6
375,2021-11-28,5
375,2021-11-29,5
375,2021-11-30,5
375,2021-12-01,5
375,2021-12-02,5
375,2021-12-03,5
375,2021-12-04,6
375,2021-12-05,5
375,2021-12-06,5
375,2021-12-07,5
375,2021-12-08,5
375,2021-12-09,7
375,2021-12-10,5
375,2021-12-11,12
375,2021-12-12,10
375,2021-12-13,5
375,2021-12-14,5
375,2021-12-15,11
375,2021-12-16,5
375,2021-12-17,5
375,2021-12-18,7
375,2021-12-19,10
375,2021-12-20,5
375,2021-12-21,5
375,2021-12-22,5
375,2021-12-23,5
375,2021-12-24,5
375,2021-12-25,5
375,2021-12-26,7
375,2021-12-27,10
375,2021-12-28,5
375,2021-12-29,5
375,2021-12-30,5
375,2021-12-31,5
375,2022-01-01,5
375,2022-01-02,5
375,2022-01-03,8
375,2022-01-04,7
375,2022-01-05,5
375,2022-01-06,5
375,2022-01-07,14
375,2022-01-08,5
375,2022-01-09,10
375,2022-01-10,5
375,2022-01-11,15
375,2022-01-12,5
375,2022-01-13,8
375,2022-01-14,5
375,2022-01-15,6
375,2022-01-16,5
375,2022-01-17,5
375,2022-01-18,5
375,2022-01-19,5
375,2022-01-20,5
375,2022-01-21,5
375,2022-01-22,7
375,2022-01-23,5
375,2022-01-24,5
375,2022-01-25,5
375,2022-01-26,5
375,2022-01-27,5
375,2022-01-28,15
375,2022-01-29,5
375,2022-01-30,8
375,2022-01-31,7
375,2022-02-01,5
375,2022-02-02,5
375,2022-02-03,5
375,2022-02-04,7
375,2022-02-05,5
375,2022-02-06,8
375,2022-02-07,5
375,2022-02-08,5
375,2022-02-09,7
375,2022-02-10,5
375,2022-02-11,8
375,2022-02-12,5
375,2022-02-13,13
375,2022-02-14,5
375,2022-02-15,5
375,2022-02-16,5
375,2022-02-17,7
375,2022-02-18,5
375,2022-02-19,5
375,2022-02-20,5
375,2022-02-21,5
375,2022-02-22,5
375,2022-02-23,5
375,2022-02-24,8
375,2022-02-25,5
375,2022-02-26,5
375,2022-02-27,5
375,2022-02-28,5
375,2022-03-01,5
375,2022-03-02,5
375,2022-03-03,5
375,2022-03-04,5
375,2022-03-05,5
375,2022-03-06,10
375,2022-03-07,5
375,2022-03-08,5
375,2022-03-09,5
375,2022-03-10,16
375,2022-03-11,5
375,2022-03-12,5
375,2022-03-13,6
375,2022-03-14,8
375,2022-03-15,5
375,2022-03-16,5
375,2022-03-17,5
375,2022-03-18,5
375,2022-03-19,5
375,2022-03-20,5
375,2022-03-21,5
375,2022-03-22,7
375,2022-03-23,11
375,2022-03-24,7
375,2022-03-25,5
375,2022-03-26,5
375,2022-03-27,5
375,2022-03-28,6
375,2022-03-29,5
375,2022-03-30,5
375,2022-03-31,5
375,2022-04-01,5
375,2022-04-02,5
375,2022-04-03,5
375,2022-04-04,10
375,2022-04-05,5
375,2022-04-06,5
375,2022-04-07,5
375,2022-04-08,5
375,2022-04-09,5
375,2022-04-10,8
375,2022-04-11,5
375,2022-04-12,6
375,2022-04-13,8
375,2022-04-14,5
375,2022-04-15,5
375,2022-04-16,8
375,2022-04-17,9
375,2022-04-18,5
375,2022-04-19,9
375,2022-04-20,5
375,2022-04-21,5
375,2022-04-22,8
375,2022-04-23,5
375,2022-04-24,15
375,2022-04-25,5
375,2022-04-26,5
375,2022-04-27,8
375,2022-04-28,8
375,2022-04-29,5
375,2022-04-30,5
375,2022-05-01,5
375,2022-05-02,7
375,2022-05-03,5
375,2022-05-04,5
375,2022-05-05,11
375,2022-05-06,5
375,2022-05-07,7
375,2022-05-08,7
375,2022-05-09,5
375,2022-05-10,5
375,2022-05-11,5
