Store Key,Fiscal Year,Fiscal Period,Budget Sales Amount,Budget Units
227,2022,9,73119.38,59
227,2022,10,73817.31,56
227,2022,11,90379.57,74
227,2022,12,68359.55,60
227,2023,1,66489.05,64
227,2023,2,83495.27,77
227,2023,3,74414.28,60
227,2023,4,64289.62,65
227,2023,5,90388.45,87
227,2023,6,66992.32,54
227,2023,7,74602.68,43
227,2023,8,97339.37,54
227,2023,9,77576.46,57
227,2023,10,72775.63,64
227,2023,11,92654.52,82
227,2023,12,77622.87,78
227,2024,1,75206.1,60
227,2024,2,85654.46,76
227,2024,3,71998.31,62
227,2024,4,92800.18,53
227,2024,5,106965.95,69
227,2024,6,73891.97,58
227,2024,7,48978.52,53
227,2024,8,55388.3,53
227,2024,9,60909.65,30
227,2024,10,86076.79,30
227,2024,11,76841.8,33
227,2024,12,78624.06,26
227,2025,1,67540.74,29
227,2025,2,82485.43,37
227,2025,3,62132.55,28
227,2025,4,58799.0,27
227,2025,5,76471.53,32
227,2025,6,62047.93,40
227,2025,7,58409.77,41
227,2025,8,56967.28,59
227,2025,9,30122.84,31
227,2025,10,26687.29,13
241,2021,8,95607.85,64
241,2021,9,170917.52,91
241,2021,10,163266.17,98
241,2021,11,205679.83,136
241,2021,12,186503.02,108
241,2022,1,146995.41,95
241,2022,2,222829.66,119
241,2022,3,177691.68,90
241,2022,4,176678.71,107
241,2022,5,221975.53,132
241,2022,6,181660.0,100
241,2022,7,199100.47,95
241,2022,8,116400.02,136
241,2022,9,207092.51,95
241,2022,10,204757.3,108
241,2022,11,240036.8,137
241,2022,12,212145.05,109
241,2023,1,173308.81,98
241,2023,2,254666.47,119
241,2023,3,206242.68,89
241,2023,4,203779.75,98
241,2023,5,249662.86,146
241,2023,6,220768.41,89
241,2023,7,234371.24,60
241,2023,8,267240.83,84
241,2023,9,207631.12,78
241,2023,10,198763.6,95
241,2023,11,234903.71,130
241,2023,12,193035.46,113
241,2024,1,189365.21,107
241,2024,2,249799.28,132
241,2024,3,188618.35,107
241,2024,4,189408.68,95
241,2024,5,275900.94,127
241,2024,6,170365.98,101
241,2024,7,124412.79,102
241,2024,8,164714.99,123
241,2024,9,152186.34,96
241,2024,10,177054.68,106
241,2024,11,252764.26,120
241,2024,12,206102.43,107
241,2025,1,174343.08,105
241,2025,2,231572.1,123
241,2025,3,186830.32,100
241,2025,4,194437.59,96
241,2025,5,228012.86,131
241,2025,6,190234.23,123
241,2025,7,188085.58,145
241,2025,8,218260.46,201
241,2025,9,204775.97,128
241,2025,10,182778.14,54
247,2021,8,91886.6,52
247,2021,9,176646.78,103
247,2021,10,163961.28,103
247,2021,11,213395.14,124
247,2021,12,172234.8,93
247,2022,1,162542.64,88
247,2022,2,205129.11,122
247,2022,3,150258.74,82
247,2022,4,157182.51,97
247,2022,5,200397.16,101
247,2022,6,162092.25,97
247,2022,7,176434.0,89
247,2022,8,103258.73,111
247,2022,9,202556.49,94
247,2022,10,202518.54,94
247,2022,11,262494.22,123
247,2022,12,208995.69,95
247,2023,1,199441.8,87
247,2023,2,234283.0,107
247,2023,3,180476.05,95
247,2023,4,195371.53,83
247,2023,5,223891.79,128
247,2023,6,185517.7,72
247,2023,7,200979.11,58
247,2023,8,245313.89,75
247,2023,9,198110.79,88
247,2023,10,188353.39,84
247,2023,11,232348.69,119
247,2023,12,191695.82,123
247,2024,1,198247.87,94
247,2024,2,275964.42,114
247,2024,3,168313.7,100
247,2024,4,176987.48,87
247,2024,5,251966.06,120
247,2024,6,180447.1,104
247,2024,7,116419.22,94
247,2024,8,131419.21,107
247,2024,9,164204.29,87
247,2024,10,181876.75,96
247,2024,11,217148.98,113
247,2024,12,258065.28,100
247,2025,1,174579.02,89
247,2025,2,207600.49,122
247,2025,3,185330.48,87
247,2025,4,211523.1,114
247,2025,5,236838.6,119
247,2025,6,181940.85,117
247,2025,7,184787.81,125
247,2025,8,218323.22,186
247,2025,9,178747.61,105
247,2025,10,161232.63,49
250,2021,8,63512.13,34
250,2021,9,92932.69,55
250,2021,10,92625.05,56
250,2021,11,124146.21,77
250,2021,12,101133.46,55
250,2022,1,113396.74,54
250,2022,2,126675.56,79
250,2022,3,104917.92,51
250,2022,4,100127.79,56
250,2022,5,126999.44,78
250,2022,6,97383.39,57
250,2022,7,92402.79,54
250,2022,8,72032.44,64
250,2022,9,112222.86,57
250,2022,10,101034.73,58
250,2022,11,150380.07,64
250,2022,12,119034.4,63
250,2023,1,126344.76,59
250,2023,2,153057.25,68
250,2023,3,117321.97,58
250,2023,4,116497.85,59
250,2023,5,146842.27,75
250,2023,6,116408.18,45
250,2023,7,101154.2,37
250,2023,8,126150.95,43
250,2023,9,125457.59,46
250,2023,10,117004.51,65
250,2023,11,146110.74,69
250,2023,12,131310.64,72
250,2024,1,137957.84,61
250,2024,2,149422.71,75
250,2024,3,113440.95,58
250,2024,4,141696.75,58
250,2024,5,158985.72,77
250,2024,6,100859.08,51
250,2024,7,78599.74,51
250,2024,8,102978.02,69
250,2024,9,109915.81,67
250,2024,10,139316.28,64
250,2024,11,142531.05,77
250,2024,12,140504.91,68
250,2025,1,137137.53,52
250,2025,2,164980.4,76
250,2025,3,116203.56,52
250,2025,4,118066.89,56
250,2025,5,150519.3,76
250,2025,6,122124.15,79
250,2025,7,133793.14,83
250,2025,8,158162.58,94
250,2025,9,129896.17,78
250,2025,10,99927.56,31
254,2021,8,16406.59,19
254,2021,9,29969.48,31
254,2021,10,30382.03,28
254,2021,11,42131.04,43
254,2021,12,41245.84,31
254,2022,1,53337.94,31
254,2022,2,63813.39,46
254,2022,3,40544.82,34
254,2022,4,53945.61,32
254,2022,5,63106.16,46
254,2022,6,33803.37,39
254,2022,7,50560.48,37
254,2022,8,20091.6,57
254,2022,9,33284.25,43
254,2022,10,35395.96,41
254,2022,11,49714.35,60
254,2022,12,50510.2,45
254,2023,1,62594.98,48
254,2023,2,72132.75,58
254,2023,3,47143.87,44
254,2023,4,67797.92,43
254,2023,5,72727.65,64
254,2023,6,42273.23,38
254,2023,7,55507.65,32
254,2023,8,86881.89,40
254,2023,9,65852.03,42
254,2023,10,51809.22,47
254,2023,11,93095.98,72
254,2023,12,71669.21,68
254,2024,1,73431.16,68
254,2024,2,87933.19,82
254,2024,3,76179.57,67
254,2024,4,73513.95,70
254,2024,5,92065.55,76
254,2024,6,55696.69,75
254,2024,7,59691.69,69
254,2024,8,48444.82,90
254,2024,9,69564.52,65
254,2024,10,76878.28,78
254,2024,11,122579.78,73
254,2024,12,126953.51,65
254,2025,1,118314.3,73
254,2025,2,138604.41,82
254,2025,3,105705.31,63
254,2025,4,104448.61,66
254,2025,5,124762.07,82
254,2025,6,125221.08,77
254,2025,7,124043.96,87
254,2025,8,156636.2,99
254,2025,9,131155.39,73
254,2025,10,135285.8,34
267,2021,8,29801.52,18
267,2021,9,46473.02,29
267,2021,10,59504.91,29
267,2021,11,76212.7,40
267,2021,12,53627.51,32
267,2022,1,65153.7,38
267,2022,2,79300.56,40
267,2022,3,75915.33,33
267,2022,4,81929.49,42
267,2022,5,90888.87,50
267,2022,6,74716.78,40
267,2022,7,61962.46,36
267,2022,8,36812.39,57
267,2022,9,53790.3,44
267,2022,10,65814.79,38
267,2022,11,91241.5,50
267,2022,12,67552.94,41
267,2023,1,76540.52,43
267,2023,2,95501.69,55
267,2023,3,88486.94,40
267,2023,4,102093.11,46
267,2023,5,106931.62,53
267,2023,6,87945.46,36
267,2023,7,71702.94,26
267,2023,8,111762.91,40
267,2023,9,91647.96,41
267,2023,10,77551.76,50
267,2023,11,110305.98,73
267,2023,12,97246.86,83
267,2024,1,114977.75,74
267,2024,2,107457.59,100
267,2024,3,97061.08,72
267,2024,4,104574.67,74
267,2024,5,129882.66,98
267,2024,6,73656.45,71
267,2024,7,59562.28,74
267,2024,8,87847.78,91
267,2024,9,108501.45,75
267,2024,10,109621.21,87
267,2024,11,168647.9,105
267,2024,12,192033.84,83
267,2025,1,178594.22,81
267,2025,2,217669.05,113
267,2025,3,156131.82,84
267,2025,4,174788.6,81
267,2025,5,217391.81,114
267,2025,6,185006.69,99
267,2025,7,175245.34,104
267,2025,8,229334.43,135
267,2025,9,176516.93,100
267,2025,10,190200.82,42
269,2021,8,40127.67,20
269,2021,9,44735.1,28
269,2021,10,72089.55,31
269,2021,11,58901.38,42
269,2021,12,41731.82,27
269,2022,1,42784.52,27
269,2022,2,71007.82,39
269,2022,3,52910.55,31
269,2022,4,69744.58,30
269,2022,5,64077.06,40
269,2022,6,57617.31,25
269,2022,7,56855.36,31
269,2022,8,46480.78,40
269,2022,9,51352.72,33
269,2022,10,81987.32,31
269,2022,11,68203.36,34
269,2022,12,51009.63,30
269,2023,1,48328.63,32
269,2023,2,84726.11,36
269,2023,3,66719.32,35
269,2023,4,77167.52,29
269,2023,5,75038.03,42
269,2023,6,65009.55,34
269,2023,7,64645.9,28
269,2023,8,74417.91,38
269,2023,9,61596.68,38
269,2023,10,73859.75,46
269,2023,11,59325.95,68
269,2023,12,71132.87,65
269,2024,1,55205.81,53
269,2024,2,68362.46,75
269,2024,3,60721.5,63
269,2024,4,62089.14,65
269,2024,5,77182.0,78
269,2024,6,70713.52,74
269,2024,7,55580.3,65
269,2024,8,76733.52,98
269,2024,9,65691.42,84
269,2024,10,94461.72,85
269,2024,11,129043.81,98
269,2024,12,116331.5,83
269,2025,1,95527.61,78
269,2025,2,135500.85,102
269,2025,3,113771.39,84
269,2025,4,145551.9,82
269,2025,5,161561.76,116
269,2025,6,149606.24,96
269,2025,7,137911.98,94
269,2025,8,193840.03,132
269,2025,9,148783.66,91
269,2025,10,166203.32,41
270,2021,8,68188.78,67
270,2021,9,126933.97,109
270,2021,10,135857.72,112
270,2021,11,159422.69,149
270,2021,12,109932.57,123
270,2022,1,145641.13,122
270,2022,2,144549.51,145
270,2022,3,122329.3,122
270,2022,4,126704.43,127
270,2022,5,145060.6,128
270,2022,6,128842.08,142
270,2022,7,119643.63,115
270,2022,8,79993.47,132
270,2022,9,147488.24,108
270,2022,10,150657.62,120
270,2022,11,186088.69,149
270,2022,12,132407.47,113
270,2023,1,166612.43,115
270,2023,2,173553.52,143
270,2023,3,146103.13,109
270,2023,4,138653.49,121
270,2023,5,170954.94,132
270,2023,6,161066.98,119
270,2023,7,135370.69,111
270,2023,8,200526.61,149
270,2023,9,153988.3,111
270,2023,10,134415.38,105
270,2023,11,183422.57,153
270,2023,12,149025.42,151
270,2024,1,162296.71,113
270,2024,2,200881.98,155
270,2024,3,151843.87,116
270,2024,4,128559.07,116
270,2024,5,158954.49,154
270,2024,6,119439.52,109
270,2024,7,145027.38,122
270,2024,8,189640.89,147
270,2024,9,123962.88,119
270,2024,10,117676.75,110
270,2024,11,137406.26,139
270,2024,12,161238.45,122
270,2025,1,104863.61,107
270,2025,2,162393.91,150
270,2025,3,124717.45,122
270,2025,4,116025.64,120
270,2025,5,160969.72,161
270,2025,6,116495.33,120
270,2025,7,107131.26,128
270,2025,8,158474.73,146
270,2025,9,127439.14,121
270,2025,10,113522.62,61
281,2021,8,37941.24,35
281,2021,9,60397.36,64
281,2021,10,72620.49,61
281,2021,11,98093.85,73
281,2021,12,78779.83,56
281,2022,1,76516.6,60
281,2022,2,81322.85,70
281,2022,3,74954.09,60
281,2022,4,73228.34,57
281,2022,5,87434.66,65
281,2022,6,80257.89,64
281,2022,7,85405.12,59
281,2022,8,44977.8,75
281,2022,9,71813.96,60
281,2022,10,83882.37,68
281,2022,11,115057.19,78
281,2022,12,98854.94,55
281,2023,1,88646.25,55
281,2023,2,99147.2,77
281,2023,3,86074.47,67
281,2023,4,90237.62,75
281,2023,5,96767.39,91
281,2023,6,96517.73,54
281,2023,7,106180.79,44
281,2023,8,111409.15,58
281,2023,9,98283.33,62
281,2023,10,94632.06,72
281,2023,11,121702.91,71
281,2023,12,89298.14,76
281,2024,1,93977.14,52
281,2024,2,113532.71,58
281,2024,3,108052.52,45
281,2024,4,109567.03,39
281,2024,5,140455.21,45
281,2024,6,95036.28,34
281,2024,7,68054.48,35
281,2024,8,78410.8,35
281,2024,9,83298.79,19
281,2024,10,104027.23,25
281,2024,11,118624.55,29
281,2024,12,99644.4,28
281,2025,1,61486.36,22
281,2025,2,83535.11,28
281,2025,3,59468.36,23
281,2025,4,45371.91,23
281,2025,5,63340.29,24
281,2025,6,42816.26,34
281,2025,7,43677.44,38
281,2025,8,42400.06,63
281,2025,9,28458.85,27
281,2025,10,28680.49,8
285,2022,12,16128.16,7
285,2023,1,6607.89,5
285,2023,2,18109.26,11
285,2023,3,18648.29,12
285,2023,4,31587.24,18
285,2023,5,44231.63,24
285,2023,6,17922.85,14
285,2023,7,27274.91,17
285,2023,8,43775.56,20
285,2023,9,30858.92,20
285,2023,10,56948.12,29
285,2023,11,92757.35,57
285,2023,12,18806.72,47
285,2024,1,7474.54,35
285,2024,2,21704.16,45
285,2024,3,22417.78,47
285,2024,4,37463.23,42
285,2024,5,48969.55,51
285,2024,6,20814.09,44
285,2024,7,31921.11,46
285,2024,8,49793.54,63
285,2024,9,36545.73,40
285,2024,10,64784.6,38
285,2024,11,106801.84,51
285,2024,12,91483.31,36
285,2025,1,74207.01,39
285,2025,2,124465.15,51
285,2025,3,73902.65,43
285,2025,4,102799.61,40
285,2025,5,116966.76,51
285,2025,6,80180.91,48
285,2025,7,106094.83,57
285,2025,8,116444.82,71
285,2025,9,78204.67,48
285,2025,10,69439.87,20
288,2021,8,51076.93,43
288,2021,9,67701.96,56
288,2021,10,60369.42,52
288,2021,11,96318.43,68
288,2021,12,72376.48,59
288,2022,1,75423.03,55
288,2022,2,86649.09,74
288,2022,3,72545.23,60
288,2022,4,79361.85,58
288,2022,5,96116.62,77
288,2022,6,104991.42,58
288,2022,7,82995.74,68
288,2022,8,58562.08,75
288,2022,9,81185.79,59
288,2022,10,73395.67,57
288,2022,11,109931.77,78
288,2022,12,85348.2,50
288,2023,1,86620.88,60
288,2023,2,105465.56,71
288,2023,3,81886.08,61
288,2023,4,89871.32,59
288,2023,5,118413.37,77
288,2023,6,116121.73,62
288,2023,7,92191.43,61
288,2023,8,101564.7,78
288,2023,9,101482.12,63
288,2023,10,81438.41,52
288,2023,11,100077.95,71
288,2023,12,97963.65,70
288,2024,1,97646.68,59
288,2024,2,108457.54,71
288,2024,3,84810.57,54
288,2024,4,94201.75,54
288,2024,5,106631.96,73
288,2024,6,88540.42,52
288,2024,7,71132.79,61
288,2024,8,109430.64,73
288,2024,9,72455.61,61
288,2024,10,76737.1,59
288,2024,11,77287.88,73
288,2024,12,76490.95,56
288,2025,1,68439.12,48
288,2025,2,104038.2,72
288,2025,3,58847.92,51
288,2025,4,61668.84,56
288,2025,5,72436.78,64
288,2025,6,56492.18,62
288,2025,7,67161.32,56
288,2025,8,85376.21,71
288,2025,9,58789.64,57
288,2025,10,63746.38,30
296,2021,8,11883.08,8
296,2021,9,37144.65,26
296,2021,10,36218.74,25
296,2021,11,34977.2,25
296,2021,12,39388.4,20
296,2022,1,28987.16,20
296,2022,2,43410.25,27
296,2022,3,32554.82,21
296,2022,4,41811.74,23
296,2022,5,40112.23,26
296,2022,6,27939.32,19
296,2022,7,29920.1,27
296,2022,8,14694.31,28
296,2022,9,42785.67,20
296,2022,10,42356.78,28
296,2022,11,41770.87,24
296,2022,12,45009.48,26
296,2023,1,31983.05,24
296,2023,2,52952.97,27
296,2023,3,39832.17,28
296,2023,4,50879.55,19
296,2023,5,49297.72,31
296,2023,6,33134.99,23
296,2023,7,35377.92,14
296,2023,8,46366.76,24
296,2023,9,33670.78,28
296,2023,10,37456.9,26
296,2023,11,40641.58,35
296,2023,12,39679.51,42
296,2024,1,39612.6,40
296,2024,2,46916.09,50
296,2024,3,49897.63,48
296,2024,4,31527.24,51
296,2024,5,51834.8,61
296,2024,6,28046.49,51
296,2024,7,16803.85,43
296,2024,8,37393.13,68
296,2024,9,46341.48,52
296,2024,10,45310.52,52
296,2024,11,66756.57,71
296,2024,12,90273.95,55
296,2025,1,84270.07,63
296,2025,2,84362.26,68
296,2025,3,105760.32,67
296,2025,4,86473.7,71
296,2025,5,132611.2,75
296,2025,6,99586.54,75
296,2025,7,100153.16,81
296,2025,8,123566.03,94
296,2025,9,89982.47,74
296,2025,10,88993.15,32
302,2021,8,33826.96,22
302,2021,9,66592.31,45
302,2021,10,53498.55,41
302,2021,11,83032.39,51
302,2021,12,67301.41,40
302,2022,1,50588.8,39
302,2022,2,78055.58,53
302,2022,3,59983.2,38
302,2022,4,47902.74,37
302,2022,5,103371.36,59
302,2022,6,70139.52,41
302,2022,7,65825.18,48
302,2022,8,41106.11,54
302,2022,9,76776.94,43
302,2022,10,63033.84,49
302,2022,11,98561.43,71
302,2022,12,76188.63,58
302,2023,1,60118.92,56
302,2023,2,91181.97,65
302,2023,3,70522.09,61
302,2023,4,56101.37,56
302,2023,5,113172.04,58
302,2023,6,79756.24,52
302,2023,7,82068.56,40
302,2023,8,109302.3,54
302,2023,9,87973.03,45
302,2023,10,80491.46,67
302,2023,11,145005.53,76
302,2023,12,104814.69,79
302,2024,1,92619.18,65
302,2024,2,131531.46,77
302,2024,3,126098.34,68
302,2024,4,90503.51,73
302,2024,5,125756.61,85
302,2024,6,86228.96,69
302,2024,7,60785.6,78
302,2024,8,83456.59,92
302,2024,9,96302.44,77
302,2024,10,105093.97,66
302,2024,11,128985.7,84
302,2024,12,159123.52,78
302,2025,1,118706.63,71
302,2025,2,164968.72,88
302,2025,3,123540.23,69
302,2025,4,114804.84,63
302,2025,5,144664.67,84
302,2025,6,143719.02,80
302,2025,7,132601.07,91
302,2025,8,197369.42,115
302,2025,9,138752.22,88
302,2025,10,137445.22,32
303,2021,8,67921.13,33
303,2021,9,129222.19,58
303,2021,10,112847.82,61
303,2021,11,151178.81,81
303,2021,12,122718.22,55
303,2022,1,131936.72,63
303,2022,2,147473.55,80
303,2022,3,130763.02,71
303,2022,4,110880.45,56
303,2022,5,145087.65,76
303,2022,6,121415.86,62
303,2022,7,127513.05,69
303,2022,8,77510.21,76
303,2022,9,146097.86,61
303,2022,10,132033.29,68
303,2022,11,179812.94,72
303,2022,12,142555.05,58
303,2023,1,154806.31,57
303,2023,2,179817.35,76
303,2023,3,148289.53,61
303,2023,4,124441.46,62
303,2023,5,172585.84,78
303,2023,6,140627.4,52
303,2023,7,146880.36,41
303,2023,8,168724.3,44
303,2023,9,136537.56,54
303,2023,10,145474.9,60
303,2023,11,168797.67,73
303,2023,12,114655.34,63
303,2024,1,118162.35,66
303,2024,2,179544.5,69
303,2024,3,123032.74,62
303,2024,4,130791.12,58
303,2024,5,180062.54,72
303,2024,6,106532.26,65
303,2024,7,96837.86,71
303,2024,8,126454.53,82
303,2024,9,103513.84,55
303,2024,10,129912.09,60
303,2024,11,167906.37,74
303,2024,12,124041.98,63
303,2025,1,134009.53,62
303,2025,2,154428.17,78
303,2025,3,128490.76,62
303,2025,4,110889.04,64
303,2025,5,188768.57,81
303,2025,6,146961.15,76
303,2025,7,141205.18,88
303,2025,8,175852.4,115
303,2025,9,131693.27,85
303,2025,10,123163.31,38
305,2023,6,5280.35,4
305,2023,7,4386.78,4
305,2023,8,10899.56,5
305,2023,9,12534.31,7
305,2023,10,26691.69,19
305,2023,11,57609.91,25
305,2023,12,66158.36,38
305,2024,1,65666.88,40
305,2024,2,108666.73,61
305,2024,3,85620.72,45
305,2024,4,90824.55,55
305,2024,5,101085.1,59
305,2024,6,6219.11,56
305,2024,7,4949.74,51
305,2024,8,12430.53,67
305,2024,9,15587.28,50
305,2024,10,32470.86,48
305,2024,11,66698.32,65
305,2024,12,78898.13,50
305,2025,1,76347.74,56
305,2025,2,132295.66,64
305,2025,3,96691.21,61
305,2025,4,103160.48,59
305,2025,5,121106.03,69
305,2025,6,112660.57,51
305,2025,7,98685.07,56
305,2025,8,129091.41,72
305,2025,9,102544.87,56
305,2025,10,94360.11,25
314,2021,8,69084.7,44
314,2021,9,79594.87,65
314,2021,10,75702.91,66
314,2021,11,108909.41,95
314,2021,12,90882.25,68
314,2022,1,84291.99,64
314,2022,2,111555.62,92
314,2022,3,77765.56,73
314,2022,4,94614.55,74
314,2022,5,104298.75,87
314,2022,6,89856.8,63
314,2022,7,86662.29,66
314,2022,8,79919.92,87
314,2022,9,91722.08,73
314,2022,10,89266.44,68
314,2022,11,129749.97,82
314,2022,12,105744.5,70
314,2023,1,98575.05,69
314,2023,2,127767.96,87
314,2023,3,90691.34,77
314,2023,4,112690.29,76
314,2023,5,123559.63,87
314,2023,6,105238.82,60
314,2023,7,106032.35,46
314,2023,8,155824.11,61
314,2023,9,101703.66,58
314,2023,10,86523.84,68
314,2023,11,133811.9,101
314,2023,12,108188.09,90
314,2024,1,111564.49,62
314,2024,2,120316.17,70
314,2024,3,99246.7,54
314,2024,4,86852.42,50
314,2024,5,126540.66,58
314,2024,6,93341.28,43
314,2024,7,67843.15,34
314,2024,8,84999.53,42
314,2024,9,65497.69,34
314,2024,10,113198.02,42
314,2024,11,97895.95,31
314,2024,12,101616.53,26
314,2025,1,65935.68,30
314,2025,2,78392.81,39
314,2025,3,51380.38,27
314,2025,4,50970.37,26
314,2025,5,49741.4,33
314,2025,6,34477.96,38
314,2025,7,31066.46,52
314,2025,8,32543.58,61
314,2025,9,24259.85,38
314,2025,10,28563.81,12
316,2021,8,79376.2,51
316,2021,9,131745.93,82
316,2021,10,147489.73,74
316,2021,11,178207.1,109
316,2021,12,115265.72,75
316,2022,1,126219.07,84
316,2022,2,166864.04,89
316,2022,3,140564.62,87
316,2022,4,141057.63,83
316,2022,5,168049.77,103
316,2022,6,154536.19,75
316,2022,7,134660.08,75
316,2022,8,96633.73,107
316,2022,9,154749.37,82
316,2022,10,171229.15,86
316,2022,11,198844.75,107
316,2022,12,145666.61,88
316,2023,1,150778.06,88
316,2023,2,182543.09,104
316,2023,3,157907.88,77
316,2023,4,162186.98,81
316,2023,5,206047.74,101
316,2023,6,171750.57,77
316,2023,7,153935.71,53
316,2023,8,203408.75,79
316,2023,9,136804.13,63
316,2023,10,149639.78,82
316,2023,11,180959.58,101
316,2023,12,150008.72,102
316,2024,1,161613.51,78
316,2024,2,188722.3,105
316,2024,3,150566.58,88
316,2024,4,163640.54,95
316,2024,5,192040.52,111
316,2024,6,135507.63,84
316,2024,7,82460.75,79
316,2024,8,146016.97,108
316,2024,9,119616.86,85
316,2024,10,151283.81,84
316,2024,11,188335.56,104
316,2024,12,216837.62,78
316,2025,1,149901.65,76
316,2025,2,183673.56,102
316,2025,3,162033.15,80
316,2025,4,175871.74,79
316,2025,5,199100.28,99
316,2025,6,136922.75,94
316,2025,7,170897.1,105
316,2025,8,191892.7,146
316,2025,9,155598.07,93
316,2025,10,163370.95,40
318,2021,8,32754.54,35
318,2021,9,58211.19,61
318,2021,10,61511.44,61
318,2021,11,80695.38,73
318,2021,12,59836.82,62
318,2022,1,59368.54,68
318,2022,2,87342.16,79
318,2022,3,65277.22,63
318,2022,4,63971.34,65
318,2022,5,84249.31,84
318,2022,6,66304.62,59
318,2022,7,58986.97,56
318,2022,8,39425.97,81
318,2022,9,69282.16,62
318,2022,10,74428.09,67
318,2022,11,93948.82,77
318,2022,12,70916.27,59
318,2023,1,72052.35,61
318,2023,2,100598.4,75
318,2023,3,78362.81,61
318,2023,4,71524.45,54
318,2023,5,98980.83,89
318,2023,6,83584.55,61
318,2023,7,70973.63,55
318,2023,8,83915.09,80
318,2023,9,74843.7,61
318,2023,10,77350.32,64
318,2023,11,88923.92,72
318,2023,12,80619.46,81
318,2024,1,93442.13,51
318,2024,2,91830.04,79
318,2024,3,66452.16,73
318,2024,4,75275.78,59
318,2024,5,89105.92,76
318,2024,6,64007.94,65
318,2024,7,66041.14,65
318,2024,8,82588.03,73
318,2024,9,64945.71,70
318,2024,10,57920.95,68
318,2024,11,58900.05,83
318,2024,12,74877.53,65
318,2025,1,44849.89,73
318,2025,2,57483.68,78
318,2025,3,57235.32,61
318,2025,4,60958.33,64
318,2025,5,80115.76,77
318,2025,6,52634.64,62
318,2025,7,60551.31,53
318,2025,8,67482.71,77
318,2025,9,56944.04,62
318,2025,10,55991.81,33
321,2021,8,20271.62,12
321,2021,9,64646.41,29
321,2021,10,49953.8,34
321,2021,11,68721.43,37
321,2021,12,50555.5,24
321,2022,1,55494.75,35
321,2022,2,65525.35,33
321,2022,3,58128.64,27
321,2022,4,65299.34,31
321,2022,5,81427.22,36
321,2022,6,64583.89,29
321,2022,7,38806.83,31
321,2022,8,23136.74,46
321,2022,9,73482.92,37
321,2022,10,60678.2,39
321,2022,11,82418.88,52
321,2022,12,61087.86,38
321,2023,1,63466.32,40
321,2023,2,73523.34,52
321,2023,3,70781.97,40
321,2023,4,75185.97,48
321,2023,5,93180.89,53
321,2023,6,76176.36,42
321,2023,7,46653.37,28
321,2023,8,102761.4,36
321,2023,9,120635.02,30
321,2023,10,90640.48,43
321,2023,11,105559.55,52
321,2023,12,104095.74,59
321,2024,1,100998.8,50
321,2024,2,121820.66,60
321,2024,3,101467.3,50
321,2024,4,117804.08,51
321,2024,5,134364.4,77
321,2024,6,90474.27,54
321,2024,7,57739.66,58
321,2024,8,84991.04,70
321,2024,9,73814.1,51
321,2024,10,103465.69,57
321,2024,11,124949.93,72
321,2024,12,153763.63,55
321,2025,1,105297.34,54
321,2025,2,157037.16,71
321,2025,3,139555.17,58
321,2025,4,101597.65,60
321,2025,5,132701.36,69
321,2025,6,137712.21,63
321,2025,7,130822.8,79
321,2025,8,150588.72,91
321,2025,9,112051.08,62
321,2025,10,137508.82,31
324,2021,8,30899.36,17
324,2021,9,42110.72,30
324,2021,10,47012.32,29
324,2021,11,73421.03,37
324,2021,12,57365.36,31
324,2022,1,60492.37,32
324,2022,2,83134.87,44
324,2022,3,65233.53,32
324,2022,4,60271.1,41
324,2022,5,83548.61,52
324,2022,6,72443.29,39
324,2022,7,72296.47,38
324,2022,8,37527.95,54
324,2022,9,49047.14,44
324,2022,10,56197.77,39
324,2022,11,91422.97,54
324,2022,12,70803.83,44
324,2023,1,65985.35,49
324,2023,2,97189.25,64
324,2023,3,77232.48,49
324,2023,4,71172.64,52
324,2023,5,101843.25,73
324,2023,6,82611.52,51
324,2023,7,82213.05,35
324,2023,8,113664.89,43
324,2023,9,110301.29,49
324,2023,10,90908.43,61
324,2023,11,122662.12,84
324,2023,12,88182.71,85
324,2024,1,88442.87,67
324,2024,2,135113.88,87
324,2024,3,122577.77,70
324,2024,4,106087.03,68
324,2024,5,156816.75,90
324,2024,6,95112.53,77
324,2024,7,56117.48,89
324,2024,8,111106.6,97
324,2024,9,91942.47,73
324,2024,10,139428.15,86
324,2024,11,180587.68,113
324,2024,12,189379.67,85
324,2025,1,138383.6,86
324,2025,2,206202.41,117
324,2025,3,139562.94,95
324,2025,4,163243.17,82
324,2025,5,201165.22,106
324,2025,6,178037.69,99
324,2025,7,188949.14,111
324,2025,8,204864.39,128
324,2025,9,182225.71,89
324,2025,10,171735.81,49
326,2021,8,145354.22,73
326,2021,9,211873.26,135
326,2021,10,224428.28,131
326,2021,11,288595.5,152
326,2021,12,226464.77,116
326,2022,1,194793.51,125
326,2022,2,285145.94,163
326,2022,3,223044.87,135
326,2022,4,218505.08,135
326,2022,5,310389.83,174
326,2022,6,243695.11,126
326,2022,7,212959.05,129
326,2022,8,163228.95,144
326,2022,9,250108.97,126
326,2022,10,266189.72,124
326,2022,11,333847.37,153
326,2022,12,274539.91,127
326,2023,1,240819.32,117
326,2023,2,321059.75,144
326,2023,3,263603.11,123
326,2023,4,253003.39,127
326,2023,5,351002.38,161
326,2023,6,278704.94,106
326,2023,7,260345.87,84
326,2023,8,338580.62,95
326,2023,9,267648.49,92
326,2023,10,243255.6,133
326,2023,11,301781.22,145
