Date Key,Traffic Source,Spend
2022-06-16,Paid Search,579.88
2022-06-16,Referral,5.4
2022-06-16,Social,73.12
2022-06-17,Direct,0.0
2022-06-17,Email,1.74
2022-06-17,Organic Search,0.0
2022-06-17,Paid Search,543.08
2022-06-17,Referral,24.02
2022-06-17,Social,229.55
2022-06-18,Direct,0.0
2022-06-18,Email,1.69
2022-06-18,Organic Search,0.0
2022-06-18,Paid Search,253.37
2022-06-18,Referral,35.93
2022-06-18,Social,537.68
2022-06-19,Direct,0.0
2022-06-19,Email,2.29
2022-06-19,Organic Search,0.0
2022-06-19,Paid Search,710.09
2022-06-19,Referral,43.45
2022-06-19,Social,189.19
2022-06-20,Direct,0.0
2022-06-20,Email,4.9
2022-06-20,Organic Search,0.0
2022-06-20,Paid Search,735.45
2022-06-20,Referral,82.82
2022-06-20,Social,51.31
2022-06-21,Direct,0.0
2022-06-21,Email,1.32
2022-06-21,Organic Search,0.0
2022-06-21,Paid Search,848.16
2022-06-21,Referral,69.47
2022-06-21,Social,256.07
2022-06-22,Direct,0.0
2022-06-22,Email,2.17
2022-06-22,Organic Search,0.0
2022-06-22,Paid Search,804.08
2022-06-22,Referral,7.62
2022-06-22,Social,110.47
2022-06-23,Direct,0.0
2022-06-23,Email,1.84
2022-06-23,Organic Search,0.0
2022-06-23,Paid Search,529.42
2022-06-23,Referral,45.65
2022-06-23,Social,140.82
2022-06-24,Direct,0.0
2022-06-24,Email,2.18
2022-06-24,Organic Search,0.0
2022-06-24,Paid Search,515.71
2022-06-24,Referral,5.45
2022-06-24,Social,350.29
2022-06-25,Direct,0.0
2022-06-25,Email,3.34
2022-06-25,Organic Search,0.0
2022-06-25,Paid Search,285.2
2022-06-25,Referral,78.88
2022-06-25,Social,390.63
2022-06-26,Direct,0.0
2022-06-26,Email,4.4
2022-06-26,Organic Search,0.0
2022-06-26,Paid Search,360.41
2022-06-26,Referral,4.3
2022-06-26,Social,242.41
2022-06-27,Direct,0.0
2022-06-27,Email,3.06
2022-06-27,Organic Search,0.0
2022-06-27,Paid Search,373.84
2022-06-27,Referral,16.58
2022-06-27,Social,300.51
2022-06-28,Direct,0.0
2022-06-28,Email,0.9
2022-06-28,Organic Search,0.0
2022-06-28,Paid Search,906.06
2022-06-28,Referral,13.45
2022-06-28,Social,226.27
2022-06-29,Direct,0.0
2022-06-29,Email,2.31
2022-06-29,Organic Search,0.0
2022-06-29,Paid Search,691.77
2022-06-29,Referral,79.72
2022-06-29,Social,64.21
2022-06-30,Direct,0.0
2022-06-30,Email,5.97
2022-06-30,Organic Search,0.0
2022-06-30,Paid Search,670.67
2022-06-30,Referral,18.64
2022-06-30,Social,153.27
2022-07-01,Direct,0.0
2022-07-01,Email,2.75
2022-07-01,Organic Search,0.0
2022-07-01,Paid Search,252.14
2022-07-01,Referral,50.29
2022-07-01,Social,142.72
2022-07-02,Direct,0.0
2022-07-02,Email,1.87
2022-07-02,Organic Search,0.0
2022-07-02,Paid Search,554.9
2022-07-02,Referral,42.26
2022-07-02,Social,294.27
2022-07-03,Direct,0.0
2022-07-03,Email,2.74
2022-07-03,Organic Search,0.0
2022-07-03,Paid Search,733.15
2022-07-03,Referral,42.82
2022-07-03,Social,540.19
2022-07-04,Direct,0.0
2022-07-04,Email,2.82
2022-07-04,Organic Search,0.0
2022-07-04,Paid Search,1211.38
2022-07-04,Referral,33.56
2022-07-04,Social,31.65
2022-07-05,Direct,0.0
2022-07-05,Email,1.99
2022-07-05,Organic Search,0.0
2022-07-05,Paid Search,305.27
2022-07-05,Referral,52.53
2022-07-05,Social,109.98
2022-07-06,Direct,0.0
2022-07-06,Email,3.98
2022-07-06,Organic Search,0.0
2022-07-06,Paid Search,978.95
2022-07-06,Referral,31.54
2022-07-06,Social,522.17
2022-07-07,Direct,0.0
2022-07-07,Email,2.37
2022-07-07,Organic Search,0.0
2022-07-07,Paid Search,1062.52
2022-07-07,Referral,14.61
2022-07-07,Social,125.1
2022-07-08,Direct,0.0
2022-07-08,Email,5.04
2022-07-08,Organic Search,0.0
2022-07-08,Paid Search,315.01
2022-07-08,Referral,34.39
2022-07-08,Social,361.7
2022-07-09,Direct,0.0
2022-07-09,Email,7.75
2022-07-09,Organic Search,0.0
2022-07-09,Paid Search,500.62
2022-07-09,Referral,69.74
2022-07-09,Social,360.72
2022-07-10,Direct,0.0
2022-07-10,Email,2.82
2022-07-10,Organic Search,0.0
2022-07-10,Paid Search,289.44
2022-07-10,Referral,4.9
2022-07-10,Social,345.11
2022-07-11,Direct,0.0
2022-07-11,Email,2.22
2022-07-11,Organic Search,0.0
2022-07-11,Paid Search,447.37
2022-07-11,Referral,6.1
2022-07-11,Social,218.68
2022-07-12,Direct,0.0
2022-07-12,Email,6.57
2022-07-12,Organic Search,0.0
2022-07-12,Paid Search,938.79
2022-07-12,Referral,27.58
2022-07-12,Social,142.44
2022-07-13,Direct,0.0
2022-07-13,Email,3.98
2022-07-13,Organic Search,0.0
2022-07-13,Paid Search,387.54
2022-07-13,Referral,71.4
2022-07-13,Social,174.39
2022-07-14,Direct,0.0
2022-07-14,Email,2.93
2022-07-14,Organic Search,0.0
2022-07-14,Paid Search,252.39
2022-07-14,Referral,15.0
2022-07-14,Social,572.87
2022-07-15,Direct,0.0
2022-07-15,Email,3.17
2022-07-15,Organic Search,0.0
2022-07-15,Paid Search,507.96
2022-07-15,Referral,70.15
2022-07-15,Social,279.03
2022-07-16,Direct,0.0
2022-07-16,Email,3.24
2022-07-16,Organic Search,0.0
2022-07-16,Paid Search,278.11
2022-07-16,Referral,12.81
2022-07-16,Social,39.07
2022-07-17,Direct,0.0
2022-07-17,Email,3.35
2022-07-17,Organic Search,0.0
2022-07-17,Paid Search,891.88
2022-07-17,Referral,9.9
2022-07-17,Social,163.15
2022-07-18,Direct,0.0
2022-07-18,Email,6.37
2022-07-18,Organic Search,0.0
2022-07-18,Paid Search,301.62
2022-07-18,Referral,4.4
2022-07-18,Social,190.92
2022-07-19,Direct,0.0
2022-07-19,Email,2.76
2022-07-19,Organic Search,0.0
2022-07-19,Paid Search,432.73
2022-07-19,Referral,21.2
2022-07-19,Social,231.86
2022-07-20,Direct,0.0
2022-07-20,Email,4.18
2022-07-20,Organic Search,0.0
2022-07-20,Paid Search,562.39
2022-07-20,Referral,32.7
2022-07-20,Social,95.32
2022-07-21,Direct,0.0
2022-07-21,Email,2.88
2022-07-21,Organic Search,0.0
2022-07-21,Paid Search,438.21
2022-07-21,Referral,30.49
2022-07-21,Social,108.35
2022-07-22,Direct,0.0
2022-07-22,Email,4.31
2022-07-22,Organic Search,0.0
2022-07-22,Paid Search,521.45
2022-07-22,Referral,41.15
2022-07-22,Social,217.51
2022-07-23,Direct,0.0
2022-07-23,Email,1.8
2022-07-23,Organic Search,0.0
2022-07-23,Paid Search,1185.4
2022-07-23,Referral,10.52
2022-07-23,Social,97.17
2022-07-24,Direct,0.0
2022-07-24,Email,7.15
2022-07-24,Organic Search,0.0
2022-07-24,Paid Search,413.57
2022-07-24,Referral,12.27
2022-07-24,Social,244.49
2022-07-25,Direct,0.0
2022-07-25,Email,5.65
2022-07-25,Organic Search,0.0
2022-07-25,Paid Search,907.21
2022-07-25,Referral,72.6
2022-07-25,Social,175.39
2022-07-26,Direct,0.0
2022-07-26,Email,9.16
2022-07-26,Organic Search,0.0
2022-07-26,Paid Search,356.5
2022-07-26,Referral,8.9
2022-07-26,Social,391.38
2022-07-27,Direct,0.0
2022-07-27,Email,6.73
2022-07-27,Organic Search,0.0
2022-07-27,Paid Search,567.2
2022-07-27,Referral,32.29
2022-07-27,Social,543.61
2022-07-28,Direct,0.0
2022-07-28,Email,5.38
2022-07-28,Organic Search,0.0
2022-07-28,Paid Search,451.81
2022-07-28,Referral,15.53
2022-07-28,Social,353.05
2022-07-29,Direct,0.0
2022-07-29,Email,1.63
2022-07-29,Organic Search,0.0
2022-07-29,Paid Search,760.08
2022-07-29,Referral,31.47
2022-07-29,Social,217.59
2022-07-30,Direct,0.0
2022-07-30,Email,2.18
2022-07-30,Organic Search,0.0
2022-07-30,Paid Search,498.82
2022-07-30,Referral,5.65
2022-07-30,Social,435.96
2022-07-31,Direct,0.0
2022-07-31,Email,5.7
2022-07-31,Organic Search,0.0
2022-07-31,Paid Search,1768.5
2022-07-31,Referral,6.96
2022-07-31,Social,384.64
2022-08-01,Direct,0.0
2022-08-01,Email,1.73
2022-08-01,Organic Search,0.0
2022-08-01,Paid Search,461.26
2022-08-01,Referral,34.68
2022-08-01,Social,97.57
2022-08-02,Direct,0.0
2022-08-02,Email,2.5
2022-08-02,Organic Search,0.0
2022-08-02,Paid Search,909.0
2022-08-02,Referral,43.96
2022-08-02,Social,139.83
2022-08-03,Direct,0.0
2022-08-03,Email,2.89
2022-08-03,Organic Search,0.0
2022-08-03,Paid Search,1211.51
2022-08-03,Referral,3.76
2022-08-03,Social,98.26
2022-08-04,Direct,0.0
2022-08-04,Email,1.03
2022-08-04,Organic Search,0.0
2022-08-04,Paid Search,400.29
2022-08-04,Referral,16.15
2022-08-04,Social,597.02
2022-08-05,Direct,0.0
2022-08-05,Email,3.7
2022-08-05,Organic Search,0.0
2022-08-05,Paid Search,440.21
2022-08-05,Referral,17.0
2022-08-05,Social,261.46
2022-08-06,Direct,0.0
2022-08-06,Email,2.67
2022-08-06,Organic Search,0.0
2022-08-06,Paid Search,607.11
2022-08-06,Referral,79.5
2022-08-06,Social,395.56
2022-08-07,Direct,0.0
2022-08-07,Email,4.52
2022-08-07,Organic Search,0.0
2022-08-07,Paid Search,481.84
2022-08-07,Referral,13.59
2022-08-07,Social,199.48
2022-08-08,Direct,0.0
2022-08-08,Email,3.52
2022-08-08,Organic Search,0.0
2022-08-08,Paid Search,408.41
2022-08-08,Referral,7.19
2022-08-08,Social,204.35
2022-08-09,Direct,0.0
2022-08-09,Email,1.2
2022-08-09,Organic Search,0.0
2022-08-09,Paid Search,309.41
2022-08-09,Referral,46.59
2022-08-09,Social,446.3
2022-08-10,Direct,0.0
2022-08-10,Email,2.78
2022-08-10,Organic Search,0.0
2022-08-10,Paid Search,605.88
2022-08-10,Referral,37.11
2022-08-10,Social,92.61
2022-08-11,Direct,0.0
2022-08-11,Email,0.69
2022-08-11,Organic Search,0.0
2022-08-11,Paid Search,830.68
2022-08-11,Referral,40.43
2022-08-11,Social,106.39
2022-08-12,Direct,0.0
2022-08-12,Email,5.16
2022-08-12,Organic Search,0.0
2022-08-12,Paid Search,601.23
2022-08-12,Referral,7.43
2022-08-12,Social,296.18
2022-08-13,Direct,0.0
2022-08-13,Email,8.52
2022-08-13,Organic Search,0.0
2022-08-13,Paid Search,388.66
2022-08-13,Referral,20.37
2022-08-13,Social,199.62
2022-08-14,Direct,0.0
2022-08-14,Email,0.95
2022-08-14,Organic Search,0.0
2022-08-14,Paid Search,482.46
2022-08-14,Referral,17.81
2022-08-14,Social,149.04
2022-08-15,Direct,0.0
2022-08-15,Email,2.54
2022-08-15,Organic Search,0.0
2022-08-15,Paid Search,471.72
2022-08-15,Referral,61.95
2022-08-15,Social,295.67
2022-08-16,Direct,0.0
2022-08-16,Email,4.13
2022-08-16,Organic Search,0.0
2022-08-16,Paid Search,470.08
2022-08-16,Referral,54.62
2022-08-16,Social,152.91
2022-08-17,Direct,0.0
2022-08-17,Email,3.72
2022-08-17,Organic Search,0.0
2022-08-17,Paid Search,591.21
2022-08-17,Referral,31.18
2022-08-17,Social,67.8
2022-08-18,Direct,0.0
2022-08-18,Email,3.85
2022-08-18,Organic Search,0.0
2022-08-18,Paid Search,1124.23
2022-08-18,Referral,97.99
2022-08-18,Social,80.59
2022-08-19,Direct,0.0
2022-08-19,Email,0.55
2022-08-19,Organic Search,0.0
2022-08-19,Paid Search,495.23
2022-08-19,Referral,23.64
2022-08-19,Social,139.51
2022-08-20,Direct,0.0
2022-08-20,Email,6.29
2022-08-20,Organic Search,0.0
2022-08-20,Paid Search,504.03
2022-08-20,Referral,9.86
2022-08-20,Social,197.81
2022-08-21,Direct,0.0
2022-08-21,Email,5.97
2022-08-21,Organic Search,0.0
2022-08-21,Paid Search,859.42
2022-08-21,Referral,14.77
2022-08-21,Social,89.79
2022-08-22,Direct,0.0
2022-08-22,Email,1.44
2022-08-22,Organic Search,0.0
2022-08-22,Paid Search,830.13
2022-08-22,Referral,37.57
2022-08-22,Social,344.82
2022-08-23,Direct,0.0
2022-08-23,Email,1.05
2022-08-23,Organic Search,0.0
2022-08-23,Paid Search,630.57
2022-08-23,Referral,34.49
2022-08-23,Social,295.23
2022-08-24,Direct,0.0
2022-08-24,Email,5.26
2022-08-24,Organic Search,0.0
2022-08-24,Paid Search,920.21
2022-08-24,Referral,70.1
2022-08-24,Social,106.98
2022-08-25,Direct,0.0
2022-08-25,Email,6.34
2022-08-25,Organic Search,0.0
2022-08-25,Paid Search,307.52
2022-08-25,Referral,21.38
2022-08-25,Social,125.86
2022-08-26,Direct,0.0
2022-08-26,Email,7.01
2022-08-26,Organic Search,0.0
2022-08-26,Paid Search,312.05
2022-08-26,Referral,19.12
2022-08-26,Social,367.4
2022-08-27,Direct,0.0
2022-08-27,Email,3.1
2022-08-27,Organic Search,0.0
2022-08-27,Paid Search,796.07
2022-08-27,Referral,23.1
2022-08-27,Social,146.57
2022-08-28,Direct,0.0
2022-08-28,Email,1.61
2022-08-28,Organic Search,0.0
2022-08-28,Paid Search,330.87
2022-08-28,Referral,10.25
2022-08-28,Social,199.54
2022-08-29,Direct,0.0
2022-08-29,Email,2.25
2022-08-29,Organic Search,0.0
2022-08-29,Paid Search,404.69
2022-08-29,Referral,23.7
2022-08-29,Social,119.05
2022-08-30,Direct,0.0
2022-08-30,Email,3.54
2022-08-30,Organic Search,0.0
2022-08-30,Paid Search,230.66
2022-08-30,Referral,47.84
2022-08-30,Social,119.91
2022-08-31,Direct,0.0
2022-08-31,Email,3.69
2022-08-31,Organic Search,0.0
2022-08-31,Paid Search,1054.13
2022-08-31,Referral,21.05
2022-08-31,Social,261.39
2022-09-01,Direct,0.0
2022-09-01,Email,1.3
2022-09-01,Organic Search,0.0
2022-09-01,Paid Search,713.13
2022-09-01,Referral,114.06
2022-09-01,Social,392.07
2022-09-02,Direct,0.0
2022-09-02,Email,5.42
2022-09-02,Organic Search,0.0
2022-09-02,Paid Search,703.07
2022-09-02,Referral,121.54
2022-09-02,Social,246.91
2022-09-03,Direct,0.0
2022-09-03,Email,4.72
2022-09-03,Organic Search,0.0
2022-09-03,Paid Search,1003.42
2022-09-03,Referral,23.06
2022-09-03,Social,329.0
2022-09-04,Direct,0.0
2022-09-04,Email,2.67
2022-09-04,Organic Search,0.0
2022-09-04,Paid Search,353.6
2022-09-04,Referral,42.46
2022-09-04,Social,262.51
2022-09-05,Direct,0.0
2022-09-05,Email,3.19
2022-09-05,Organic Search,0.0
2022-09-05,Paid Search,180.34
2022-09-05,Referral,14.45
2022-09-05,Social,704.81
2022-09-06,Direct,0.0
2022-09-06,Email,1.95
2022-09-06,Organic Search,0.0
2022-09-06,Paid Search,329.09
2022-09-06,Referral,36.28
2022-09-06,Social,142.47
2022-09-07,Direct,0.0
2022-09-07,Email,2.4
2022-09-07,Organic Search,0.0
2022-09-07,Paid Search,531.25
2022-09-07,Referral,3.25
2022-09-07,Social,298.08
2022-09-08,Direct,0.0
2022-09-08,Email,6.55
2022-09-08,Organic Search,0.0
2022-09-08,Paid Search,787.28
2022-09-08,Referral,27.57
2022-09-08,Social,89.24
2022-09-09,Direct,0.0
2022-09-09,Email,1.87
2022-09-09,Organic Search,0.0
2022-09-09,Paid Search,479.01
2022-09-09,Referral,40.54
2022-09-09,Social,336.4
2022-09-10,Direct,0.0
2022-09-10,Email,4.91
2022-09-10,Organic Search,0.0
2022-09-10,Paid Search,485.77
2022-09-10,Referral,2.59
2022-09-10,Social,75.62
2022-09-11,Direct,0.0
2022-09-11,Email,3.01
2022-09-11,Organic Search,0.0
2022-09-11,Paid Search,540.3
2022-09-11,Referral,13.92
2022-09-11,Social,225.38
2022-09-12,Direct,0.0
2022-09-12,Email,5.45
2022-09-12,Organic Search,0.0
2022-09-12,Paid Search,728.9
2022-09-12,Referral,9.78
2022-09-12,Social,432.28
2022-09-13,Direct,0.0
2022-09-13,Email,6.56
2022-09-13,Organic Search,0.0
2022-09-13,Paid Search,488.22
2022-09-13,Referral,11.04
2022-09-13,Social,219.74
2022-09-14,Direct,0.0
2022-09-14,Email,5.44
2022-09-14,Organic Search,0.0
2022-09-14,Paid Search,222.77
2022-09-14,Referral,19.49
2022-09-14,Social,114.2
2022-09-15,Direct,0.0
2022-09-15,Email,2.73
2022-09-15,Organic Search,0.0
2022-09-15,Paid Search,739.6
2022-09-15,Referral,80.56
2022-09-15,Social,314.72
2022-09-16,Direct,0.0
2022-09-16,Email,4.59
2022-09-16,Organic Search,0.0
2022-09-16,Paid Search,835.51
2022-09-16,Referral,13.26
2022-09-16,Social,423.23
2022-09-17,Direct,0.0
2022-09-17,Email,2.67
2022-09-17,Organic Search,0.0
2022-09-17,Paid Search,524.68
2022-09-17,Referral,14.28
2022-09-17,Social,104.76
2022-09-18,Direct,0.0
2022-09-18,Email,4.69
2022-09-18,Organic Search,0.0
2022-09-18,Paid Search,534.95
2022-09-18,Referral,6.8
2022-09-18,Social,413.42
2022-09-19,Direct,0.0
2022-09-19,Email,1.75
2022-09-19,Organic Search,0.0
2022-09-19,Paid Search,613.09
2022-09-19,Referral,61.81
2022-09-19,Social,450.37
2022-09-20,Direct,0.0
2022-09-20,Email,5.67
2022-09-20,Organic Search,0.0
2022-09-20,Paid Search,510.97
2022-09-20,Referral,64.93
2022-09-20,Social,165.51
2022-09-21,Direct,0.0
2022-09-21,Email,3.13
2022-09-21,Organic Search,0.0
2022-09-21,Paid Search,489.89
2022-09-21,Referral,16.68
2022-09-21,Social,215.3
2022-09-22,Direct,0.0
2022-09-22,Email,0.3
2022-09-22,Organic Search,0.0
2022-09-22,Paid Search,504.96
2022-09-22,Referral,22.41
2022-09-22,Social,188.57
2022-09-23,Direct,0.0
2022-09-23,Email,2.93
2022-09-23,Organic Search,0.0
2022-09-23,Paid Search,1027.34
2022-09-23,Referral,25.05
2022-09-23,Social,68.76
2022-09-24,Direct,0.0
2022-09-24,Email,3.29
2022-09-24,Organic Search,0.0
2022-09-24,Paid Search,1095.68
2022-09-24,Referral,30.08
2022-09-24,Social,67.2
2022-09-25,Direct,0.0
2022-09-25,Email,2.29
2022-09-25,Organic Search,0.0
2022-09-25,Paid Search,724.34
2022-09-25,Referral,4.13
2022-09-25,Social,313.07
2022-09-26,Direct,0.0
2022-09-26,Email,5.59
2022-09-26,Organic Search,0.0
2022-09-26,Paid Search,867.46
2022-09-26,Referral,11.17
2022-09-26,Social,103.14
2022-09-27,Direct,0.0
2022-09-27,Email,1.58
2022-09-27,Organic Search,0.0
2022-09-27,Paid Search,360.84
2022-09-27,Referral,1.51
2022-09-27,Social,367.96
2022-09-28,Direct,0.0
2022-09-28,Email,0.65
2022-09-28,Organic Search,0.0
2022-09-28,Paid Search,752.26
2022-09-28,Referral,102.27
2022-09-28,Social,118.68
2022-09-29,Direct,0.0
2022-09-29,Email,7.14
2022-09-29,Organic Search,0.0
2022-09-29,Paid Search,971.43
2022-09-29,Referral,18.2
2022-09-29,Social,97.06
2022-09-30,Direct,0.0
2022-09-30,Email,2.56
2022-09-30,Organic Search,0.0
2022-09-30,Paid Search,162.27
2022-09-30,Referral,25.31
2022-09-30,Social,126.14
2022-10-01,Direct,0.0
2022-10-01,Email,0.63
2022-10-01,Organic Search,0.0
2022-10-01,Paid Search,223.02
2022-10-01,Referral,111.98
2022-10-01,Social,91.45
2022-10-02,Direct,0.0
2022-10-02,Email,4.05
2022-10-02,Organic Search,0.0
2022-10-02,Paid Search,862.72
2022-10-02,Referral,26.1
2022-10-02,Social,151.21
2022-10-03,Direct,0.0
2022-10-03,Email,11.0
2022-10-03,Organic Search,0.0
2022-10-03,Paid Search,454.09
2022-10-03,Referral,46.36
2022-10-03,Social,270.45
2022-10-04,Direct,0.0
2022-10-04,Email,3.68
2022-10-04,Organic Search,0.0
2022-10-04,Paid Search,608.99
2022-10-04,Referral,4.27
2022-10-04,Social,117.35
2022-10-05,Direct,0.0
2022-10-05,Email,2.22
2022-10-05,Organic Search,0.0
2022-10-05,Paid Search,1109.68
2022-10-05,Referral,15.17
2022-10-05,Social,88.05
2022-10-06,Direct,0.0
2022-10-06,Email,4.55
2022-10-06,Organic Search,0.0
2022-10-06,Paid Search,1115.49
2022-10-06,Referral,13.93
2022-10-06,Social,224.63
2022-10-07,Direct,0.0
2022-10-07,Email,3.32
2022-10-07,Organic Search,0.0
2022-10-07,Paid Search,469.21
2022-10-07,Referral,18.72
2022-10-07,Social,93.92
2022-10-08,Direct,0.0
2022-10-08,Email,1.74
2022-10-08,Organic Search,0.0
2022-10-08,Paid Search,502.32
2022-10-08,Referral,7.29
2022-10-08,Social,94.28
2022-10-09,Direct,0.0
2022-10-09,Email,1.63
2022-10-09,Organic Search,0.0
2022-10-09,Paid Search,392.57
2022-10-09,Referral,12.64
2022-10-09,Social,242.13
2022-10-10,Direct,0.0
2022-10-10,Email,2.44
2022-10-10,Organic Search,0.0
2022-10-10,Paid Search,384.22
2022-10-10,Referral,32.21
2022-10-10,Social,589.25
2022-10-11,Direct,0.0
2022-10-11,Email,4.55
2022-10-11,Organic Search,0.0
2022-10-11,Paid Search,530.05
2022-10-11,Referral,60.72
2022-10-11,Social,263.39
2022-10-12,Direct,0.0
2022-10-12,Email,6.67
2022-10-12,Organic Search,0.0
2022-10-12,Paid Search,284.18
2022-10-12,Referral,14.79
2022-10-12,Social,231.96
2022-10-13,Direct,0.0
2022-10-13,Email,1.14
2022-10-13,Organic Search,0.0
2022-10-13,Paid Search,678.9
2022-10-13,Referral,43.55
2022-10-13,Social,217.39
2022-10-14,Direct,0.0
2022-10-14,Email,6.52
2022-10-14,Organic Search,0.0
2022-10-14,Paid Search,600.73
2022-10-14,Referral,60.06
2022-10-14,Social,368.81
2022-10-15,Direct,0.0
2022-10-15,Email,0.7
2022-10-15,Organic Search,0.0
2022-10-15,Paid Search,691.56
2022-10-15,Referral,10.31
2022-10-15,Social,332.05
2022-10-16,Direct,0.0
2022-10-16,Email,1.34
2022-10-16,Organic Search,0.0
2022-10-16,Paid Search,547.98
2022-10-16,Referral,11.21
2022-10-16,Social,188.1
2022-10-17,Direct,0.0
2022-10-17,Email,1.35
2022-10-17,Organic Search,0.0
2022-10-17,Paid Search,589.93
2022-10-17,Referral,17.02
2022-10-17,Social,192.86
2022-10-18,Direct,0.0
2022-10-18,Email,6.35
2022-10-18,Organic Search,0.0
2022-10-18,Paid Search,832.07
2022-10-18,Referral,24.97
2022-10-18,Social,180.94
2022-10-19,Direct,0.0
2022-10-19,Email,1.57
2022-10-19,Organic Search,0.0
2022-10-19,Paid Search,272.02
2022-10-19,Referral,12.78
2022-10-19,Social,303.72
2022-10-20,Direct,0.0
2022-10-20,Email,1.39
2022-10-20,Organic Search,0.0
2022-10-20,Paid Search,430.2
2022-10-20,Referral,62.85
2022-10-20,Social,219.94
2022-10-21,Direct,0.0
2022-10-21,Email,6.87
2022-10-21,Organic Search,0.0
2022-10-21,Paid Search,228.04
2022-10-21,Referral,108.52
2022-10-21,Social,179.55
2022-10-22,Direct,0.0
2022-10-22,Email,6.0
2022-10-22,Organic Search,0.0
2022-10-22,Paid Search,1291.71
2022-10-22,Referral,20.87
2022-10-22,Social,301.42
2022-10-23,Direct,0.0
2022-10-23,Email,2.22
2022-10-23,Organic Search,0.0
2022-10-23,Paid Search,670.68
2022-10-23,Referral,40.5
2022-10-23,Social,320.06
2022-10-24,Direct,0.0
2022-10-24,Email,2.94
2022-10-24,Organic Search,0.0
2022-10-24,Paid Search,714.09
2022-10-24,Referral,7.87
2022-10-24,Social,249.6
2022-10-25,Direct,0.0
2022-10-25,Email,2.53
2022-10-25,Organic Search,0.0
2022-10-25,Paid Search,1037.67
2022-10-25,Referral,23.43
2022-10-25,Social,337.52
2022-10-26,Direct,0.0
2022-10-26,Email,7.4
2022-10-26,Organic Search,0.0
2022-10-26,Paid Search,707.99
2022-10-26,Referral,13.15
2022-10-26,Social,153.05
2022-10-27,Direct,0.0
2022-10-27,Email,4.49
2022-10-27,Organic Search,0.0
2022-10-27,Paid Search,696.05
2022-10-27,Referral,31.22
2022-10-27,Social,146.52
2022-10-28,Direct,0.0
2022-10-28,Email,1.23
2022-10-28,Organic Search,0.0
2022-10-28,Paid Search,552.41
2022-10-28,Referral,66.4
2022-10-28,Social,130.07
2022-10-29,Direct,0.0
2022-10-29,Email,2.69
2022-10-29,Organic Search,0.0
2022-10-29,Paid Search,693.53
2022-10-29,Referral,17.44
2022-10-29,Social,263.01
2022-10-30,Direct,0.0
2022-10-30,Email,6.43
2022-10-30,Organic Search,0.0
2022-10-30,Paid Search,569.06
2022-10-30,Referral,50.74
2022-10-30,Social,297.56
2022-10-31,Direct,0.0
2022-10-31,Email,0.85
2022-10-31,Organic Search,0.0
2022-10-31,Paid Search,1329.18
2022-10-31,Referral,10.39
2022-10-31,Social,296.11
2022-11-01,Direct,0.0
2022-11-01,Email,4.87
2022-11-01,Organic Search,0.0
2022-11-01,Paid Search,1027.05
2022-11-01,Referral,42.62
2022-11-01,Social,53.77
2022-11-02,Direct,0.0
2022-11-02,Email,3.77
2022-11-02,Organic Search,0.0
2022-11-02,Paid Search,1082.28
2022-11-02,Referral,14.64
2022-11-02,Social,307.97
2022-11-03,Direct,0.0
2022-11-03,Email,7.48
2022-11-03,Organic Search,0.0
2022-11-03,Paid Search,390.62
2022-11-03,Referral,35.19
2022-11-03,Social,498.35
2022-11-04,Direct,0.0
2022-11-04,Email,9.1
2022-11-04,Organic Search,0.0
2022-11-04,Paid Search,443.95
2022-11-04,Referral,22.62
2022-11-04,Social,395.08
2022-11-05,Direct,0.0
2022-11-05,Email,1.96
2022-11-05,Organic Search,0.0
2022-11-05,Paid Search,426.54
2022-11-05,Referral,41.05
2022-11-05,Social,183.04
2022-11-06,Direct,0.0
2022-11-06,Email,5.35
2022-11-06,Organic Search,0.0
2022-11-06,Paid Search,634.33
2022-11-06,Referral,12.59
2022-11-06,Social,507.64
2022-11-07,Direct,0.0
2022-11-07,Email,1.87
2022-11-07,Organic Search,0.0
2022-11-07,Paid Search,562.02
2022-11-07,Referral,38.06
2022-11-07,Social,315.83
2022-11-08,Direct,0.0
2022-11-08,Email,1.96
2022-11-08,Organic Search,0.0
2022-11-08,Paid Search,284.82
2022-11-08,Referral,7.39
2022-11-08,Social,409.21
2022-11-09,Direct,0.0
2022-11-09,Email,7.92
2022-11-09,Organic Search,0.0
2022-11-09,Paid Search,662.85
2022-11-09,Referral,43.63
2022-11-09,Social,125.95
2022-11-10,Direct,0.0
2022-11-10,Email,5.49
2022-11-10,Organic Search,0.0
2022-11-10,Paid Search,250.03
2022-11-10,Referral,48.6
2022-11-10,Social,90.51
2022-11-11,Direct,0.0
2022-11-11,Email,0.44
2022-11-11,Organic Search,0.0
2022-11-11,Paid Search,259.97
2022-11-11,Referral,68.51
2022-11-11,Social,235.17
2022-11-12,Direct,0.0
2022-11-12,Email,3.53
2022-11-12,Organic Search,0.0
2022-11-12,Paid Search,433.29
2022-11-12,Referral,7.61
2022-11-12,Social,143.84
2022-11-13,Direct,0.0
2022-11-13,Email,1.2
2022-11-13,Organic Search,0.0
2022-11-13,Paid Search,650.53
2022-11-13,Referral,22.11
2022-11-13,Social,160.26
2022-11-14,Direct,0.0
2022-11-14,Email,1.39
2022-11-14,Organic Search,0.0
2022-11-14,Paid Search,513.51
2022-11-14,Referral,20.5
2022-11-14,Social,187.05
2022-11-15,Direct,0.0
2022-11-15,Email,2.62
