ID,deaths,pumpID,distpump,distBSpump,BSpump,COORD_X,COORD_Y,Latitude,Longitude,geom_source
228,1,1,11.870581368279645,11.871,1,529389.596233171527274,181034.687140100693796,51.51342919,-0.13676431,point_from_csv_bng
229,3,1,16.127855672470879,16.128,1,529381.852227984461933,181031.714717185881454,51.51340425,-0.13687693,point_from_csv_bng
230,2,1,19.895643668139702,19.896,1,529376.707754685659893,181026.583859012345783,51.51335932,-0.13695291,point_from_csv_bng
231,1,1,39.277359589425060,39.277,1,529357.396977906697430,181028.175357275758870,51.51337803,-0.13723045,point_from_csv_bng
232,2,1,57.138546633803180,57.139,1,529396.288203865755349,181082.184983189159539,51.51385450,-0.13665051,point_from_csv_bng
233,1,1,60.456010397197851,60.457,1,529406.492287292378023,181084.676910849520937,51.51387456,-0.13650262,point_from_csv_bng
234,1,1,54.529527889798111,54.530,1,529347.424745820928365,181048.716908695409074,51.51356492,-0.13736655,point_from_csv_bng
235,2,1,60.642067068586130,60.642,1,529343.442832254571840,181054.322179396636784,51.51361620,-0.13742185,point_from_csv_bng
236,3,1,71.491582014265788,71.492,1,529339.591255756095052,181068.248973105568439,51.51374224,-0.13747221,point_from_csv_bng
237,1,2,89.411710755303844,130.253,0,529281.651830255286768,181086.356009692652151,51.51391821,-0.13830007,point_from_csv_bng
238,1,1,68.043075254303858,68.043,1,529347.109967513475567,181071.795751465542708,51.51377239,-0.13736262,point_from_csv_bng
239,4,1,93.875770389611816,93.876,1,529303.991213010041974,181040.631623148103245,51.51350219,-0.13799508,point_from_csv_bng
240,2,2,102.097395016211934,110.183,0,529293.395992622477934,181063.724210521089844,51.51371214,-0.13813922,point_from_csv_bng
241,2,2,97.011105290682593,114.185,0,529286.644812789279968,181055.948342441755813,51.51364380,-0.13823930,point_from_csv_bng
242,1,2,93.079999272684915,118.724,0,529284.201389428460971,181063.371017440746073,51.51371107,-0.13827178,point_from_csv_bng
243,5,2,106.391868208109486,126.771,0,529296.325877625262365,181102.644403893558774,51.51406123,-0.13808276,point_from_csv_bng
244,3,3,123.397172858924137,178.783,0,529306.255512843490578,181179.316141491872258,51.51474799,-0.13791164,point_from_csv_bng
245,2,3,136.909230985335455,177.061,0,529320.318732642102987,181184.822914153628517,51.51479426,-0.13770707,point_from_csv_bng
246,3,1,135.342515249956620,135.343,1,529362.664551915018819,181156.058381667826325,51.51452607,-0.13710770,point_from_csv_bng
247,2,1,154.335243418928400,154.336,1,529365.151890629902482,181176.128559575299732,51.51470587,-0.13706451,point_from_csv_bng
248,1,8,114.615825407389821,169.873,0,529274.165044346475042,180907.312597487005405,51.51231091,-0.13847350,point_from_csv_bng
249,1,8,78.425370066296281,180.358,0,529299.361335196997970,180873.184662657498848,51.51199845,-0.13812312,point_from_csv_bng
250,1,8,69.344089914880684,181.907,0,529324.815196229494177,180857.948735256213695,51.51185571,-0.13776211,point_from_csv_bng
